godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
419,718,5.2,4
734,1563,1.8,42
184,763,28.8,55
306,1022,34.8,17
747,913,5.9,8
961,784,1.1,41
648,855,-24.4,62
253,768,22.3,7
560,1245,-39.4,41
729,901,-34.6,1
195,1094,17.7,14
180,837,25.5,59
786,852,-3,26
877,1342,-18.1,62
971,836,-23.7,97
903,1156,-13,89
409,1211,26.4,66
242,954,-9.1,14
651,1416,0.2,10
565,1095,-9.3,37
214,1389,21.5,76
563,1165,24.3,86
337,748,-31.8,14
430,1507,-23.7,56
632,1573,37.5,86
402,942,26.7,34
424,1497,35.6,7
997,1320,-15.9,45
698,700,-6.3,65
431,1771,24.8,44
893,780,5.5,62
693,1494,-14.6,84
263,1608,-34.7,45
169,804,-21.5,67
812,1381,-8.1,87
414,850,1.1,67
351,1381,24.9,51
258,1143,-8.3,10
109,1233,7.9,96
159,1578,3.1,87
435,1047,29.7,49
435,705,9.7,17
258,1376,33.5,22
992,1107,16.9,26
731,629,-35.4,10
499,1415,-27.8,4
735,775,-21,72
274,1567,17.8,45
870,1292,-4.6,51
963,668,31.8,66
207,1002,15.3,75
381,1075,-31.4,38
833,1275,20.6,19
751,1067,-21.8,33
415,1503,-31.4,84
741,1392,17.3,30
659,871,6.1,98
373,1174,-4.3,84
187,1226,-36.9,16
294,660,30.6,79
421,1286,-28,41
387,1666,-19.1,99
889,1299,-1,67
847,1385,38.6,61
907,717,19.7,89
516,893,-2.5,26
456,687,-35.1,81
905,1087,-31.3,49
256,1108,-36.3,15
101,1330,-9.1,61
882,696,-33,10
351,1530,12.2,89
451,1566,39.3,3
218,1132,29,18
338,1148,-39,30
324,1047,-12.8,38
333,1168,14.9,89
634,847,-17.9,23
657,1019,12.9,87
368,940,-14.9,55
403,1573,37.8,81
811,1440,29.7,82
933,628,12,15
828,1415,-20.4,17
278,1205,24.5,54
873,827,-19.4,39
426,822,5.9,51
416,1047,29.3,11
700,1172,29.2,27
117,1580,12.1,44
905,1179,-36.9,35
760,930,-4.7,19
685,1133,14,24
568,1709,12.7,12
400,642,-19.2,48
825,1466,21.1,81
627,890,-17.4,45
616,609,40.3,100
856,1526,-25.1,65
404,1696,37.3,16
159,784,-29.2,52
560,1515,28.3,97
414,1723,-33,27
439,1206,34.8,76
892,609,28.6,22
442,1398,22,3
364,682,-25.5,92
294,989,-0.1,90
492,755,4.4,84
976,1264,20.9,62
237,1719,26.7,56
362,1179,36.9,73
921,660,-12.8,36
654,1192,20.2,52
184,1749,-17.4,24
444,1454,10,44
960,1394,12.2,23
839,1086,13.6,17
126,1773,-28.2,18
264,666,16,6
426,1615,10.7,83
339,1544,10.3,85
238,794,-27.6,52
478,1126,-0.6,53
845,1721,-10.2,99
176,663,25.6,51
305,1718,-10.2,98
623,651,35.7,71
639,1434,-15.7,77
482,617,26.8,30
938,870,10.9,58
320,1181,17.9,24
320,747,-6.3,49
702,847,-3.6,57
189,1755,-5.3,38
268,1781,-16.8,38
482,723,15.8,1
