godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
203,1719,-5.3,81
910,1477,-28.9,24
806,1151,39.5,73
909,1116,-13.3,33
139,1710,-21.1,82
684,837,-7.5,34
891,1389,38.8,40
831,1216,-18.7,15
804,1081,13.1,79
402,1001,38.2,4
687,963,27.2,91
898,1059,-3.4,74
280,1171,-27,14
877,1236,-25.1,34
123,1011,0.8,90
374,827,20.7,76
640,1480,11.2,16
949,1536,-39.3,66
743,1174,16.2,60
325,1445,8.4,74
676,1584,22.8,56
595,701,-7.9,80
642,1527,3.7,5
644,1617,-7.2,48
512,1099,6.9,92
451,1558,-17.2,100
188,1034,-32.4,1
574,773,4,88
468,978,-26.2,87
939,1536,-11,1
439,1763,-13.9,62
340,1659,-15.3,66
455,1440,28.1,49
533,1733,-38.7,50
327,659,-12.2,38
790,1712,34.9,38
317,923,-7.3,19
781,1677,37.9,60
538,1793,-7.5,3
649,973,-15.7,73
566,786,34.2,12
408,1182,17.9,50
662,1676,18.2,61
126,1724,-17.5,78
525,1777,26.7,22
986,1270,7.7,20
310,662,-1.3,74
676,866,-18.1,84
957,1462,-24.4,69
920,885,32.8,31
167,911,30.3,99
221,1237,16.8,28
514,1115,-37,49
751,1402,-3.5,20
842,1286,-25.3,35
379,1744,-5.4,49
522,1200,-25.6,8
187,1183,-12.3,38
258,1619,31.4,100
870,961,-29.7,65
282,1676,22.2,5
668,1171,2.9,80
607,1079,34.6,87
492,1413,20.6,10
637,781,-20.9,24
167,1515,23.9,32
969,756,-30.3,35
577,1668,-3,52
502,1177,-21.3,8
847,1166,40,10
163,1148,7.2,7
847,906,-21.3,1
666,904,6.9,72
995,1271,-16.9,55
376,1570,-2.8,75
374,1636,-38.5,9
496,639,-25.1,55
297,1169,-38.6,72
237,1029,32.5,59
267,1503,-15.3,26
444,1106,-22.9,46
344,1699,33.2,100
355,1590,-5.5,40
667,1579,-6.2,69
183,825,-15.8,83
348,822,-33.7,53
122,1020,15.7,48
527,1230,-7.7,73
881,1667,19.2,10
711,1044,22.2,6
857,1596,12.2,63
100,1740,-36.6,28
247,1758,-20,11
605,692,-30.8,88
411,1765,7.7,22
372,903,17.2,6
494,1349,-18.5,16
149,1670,-27.5,6
863,803,10.2,52
711,1292,8.8,40
577,907,-30,4
542,1017,23.9,81
878,743,11,82
644,1165,-30.7,40
615,801,-30.2,67
969,1586,37.2,42
377,1789,0.6,26
433,646,-30.2,97
961,1670,37.3,56
229,934,-36.1,63
811,1169,2.7,69
445,765,-7.3,37
969,1315,40.1,14
971,1526,-38.4,24
227,1379,-28.3,95
673,843,27,97
319,702,13.2,52
495,796,14,74
898,1583,40.3,9
280,1067,39,44
325,1152,36.7,16
443,739,8.4,22
972,603,5.1,72
316,633,-29.6,72
583,1244,-15.3,43
352,758,-4.3,44
412,994,22.1,65
734,1199,19.4,9
820,1638,-35.9,70
184,1100,37.9,64
877,1234,15.3,86
672,1004,11.2,48
119,1738,-8.6,60
692,679,-21.7,95
967,1748,20.3,87
731,830,29.2,30
994,1579,37.9,62
717,1495,24.7,4
787,1679,-35.6,51
522,1678,26.6,23
256,1219,-22.5,36
574,1786,-9.6,33
962,1687,10,72
150,694,2.1,99
503,891,-14.7,93
665,767,18.5,45
750,972,-14.9,36
357,1040,16.5,52
758,894,-18.9,88
379,1701,14.4,21
861,684,-7.9,31
628,1067,5.7,69
797,700,-32.7,86
548,1144,37.9,57
848,1026,30.3,13
337,649,9.7,32
585,827,28.3,4
378,1497,-27.5,22
920,1244,-31,26
589,1459,-24.4,23
853,1572,-5.8,39
840,792,26.1,91
238,713,-11.6,48
715,1381,14,36
516,1287,-38.3,63
667,1795,35.8,5
836,1513,15.4,54
841,857,12.9,93
323,1788,9.8,33
860,1032,15.6,1
857,1184,40.5,10
915,1675,-30.6,76
761,956,1.7,11
821,720,-14.1,12
670,1511,-35,48
727,834,-14.5,93
388,697,-1.2,35
839,666,11.5,23
114,1107,-26.7,11
965,1105,-33.7,42
554,1662,15.3,29
920,1237,20.7,12
130,756,-23.9,5
220,1506,-23.8,93
422,1074,18.1,45
332,780,37.6,26
378,1719,-17.4,40
948,1733,29.2,34
606,1746,-11.1,41
229,1429,-27,72
216,1194,34.9,48
326,1690,26.8,95
233,1174,-20.4,40
124,1131,-13.7,32
523,1194,5,86
493,1568,11.9,54
240,1555,32.1,72
566,1573,26.4,69
787,1138,40.1,24
992,746,-28.7,66
266,1484,37.2,33
328,787,-23.2,30
720,1636,29.2,50
658,1540,-12.7,98
291,1760,27.4,84
406,946,12.7,63
954,657,8.6,53
687,1445,-13.8,43
617,1399,14.5,61
192,1773,32.6,10
363,1112,-3.7,19
124,1116,1.6,40
698,1359,-23.8,47
877,1062,16.5,2
215,1384,10.8,33
820,1125,-10.6,89
837,1310,4.7,84
802,1753,-38.1,77
686,1678,-32.8,8
540,1748,-13.3,38
780,1394,16,46
306,1133,-9.9,74
370,1464,9.6,30
797,1110,13.6,2
611,811,4.8,16
797,809,-14.8,84
402,645,-18.1,30
247,1087,34.1,79
758,1258,5.6,84
506,1492,8.5,84
979,1543,-20.7,81
608,1465,-29.3,58
983,636,14.8,34
229,697,-35.5,41
762,1506,2.7,95
433,916,38.3,96
769,1376,-25,24
894,1167,34.7,49
840,1290,4.1,75
521,741,-25.4,96
763,1055,-3.9,88
515,1585,14.2,26
869,1698,-34.7,69
264,897,40.9,27
706,1590,24.8,48
570,945,-36.2,3
258,1098,-34.3,95
474,1184,3.2,96
110,1428,31.7,47
717,1602,-36.8,21
730,1645,37.5,10
942,813,-34.8,74
301,869,-36.7,46
644,679,-4.7,31
937,1229,15.4,48
101,1096,-16,15
184,1357,-1.5,72
798,1244,6.4,85
924,907,4.9,38
293,1478,-4.4,9
521,1061,40.5,10
230,687,-39.8,49
454,1255,33.5,74
803,876,6.7,3
525,962,21.1,54
966,1650,-36.1,41
767,1214,24.1,39
457,1241,22.5,38
187,1772,3.6,25
694,689,-16.2,2
170,1548,-29,76
223,1460,-32.9,99
983,1370,40.2,74
989,1377,16.4,42
302,1270,-37.2,7
191,1077,-27.5,6
120,700,34.8,33
113,1247,38.8,24
168,699,26.6,82
174,1456,18.4,95
513,1682,4.7,89
131,993,33.2,41
813,1452,1.5,57
435,1575,10,54
142,861,0.9,80
