godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
584,1363,2.6,34
868,832,18.2,55
804,1622,-28.7,4
603,1237,11.9,56
630,1004,33.4,7
995,884,9.4,83
311,1578,-1.4,10
752,1649,-19.6,75
990,1023,18.4,19
382,1431,38.6,13
539,1018,37.5,11
511,1268,24.7,13
151,1000,12.5,35
683,1166,-27.1,65
773,1386,37.4,90
362,1396,-29,93
639,1636,-15.6,9
810,1201,-37.1,93
240,1563,-36.9,27
615,1234,-23.5,97
148,1503,33.5,21
246,919,-7.6,78
391,1362,13.5,74
798,1664,9.6,94
111,732,21,9
686,1019,34.5,60
956,867,-23.8,76
455,1293,-18.5,84
256,786,-6.4,51
755,816,-2.6,86
634,1456,-7.2,65
840,745,-10.9,46
496,1769,-39.9,86
796,1255,6.2,39
226,1083,-19.8,65
313,1555,-25.8,17
508,642,38.1,25
145,887,-31.4,85
496,902,-31.4,77
510,964,16.9,1
521,1273,18.4,90
888,1671,-35.8,71
280,1052,16.7,53
290,1564,-36.1,92
881,821,-34.1,31
483,779,-32.3,87
597,966,-32.1,52
329,739,40.2,66
330,743,-12,15
170,1287,36.7,62
395,699,29.9,88
711,964,-37.6,38
112,1133,-13.4,16
233,754,-13.7,2
574,1558,-25.2,79
337,803,6.8,82
129,1700,-0.5,57
466,1780,-37.7,45
494,1584,8.3,83
294,1587,-21.5,15
940,894,8.5,16
760,1297,38.8,28
650,1312,-38,82
997,1091,40.5,57
429,1037,36.2,49
201,1599,-8.4,74
487,1748,33.3,88
767,1705,-4.4,88
165,715,-25.5,27
937,1375,31.7,42
694,739,18.3,50
530,917,4.1,19
221,972,7.5,84
399,1532,-0.8,30
997,956,0.2,8
228,1408,39.8,54
727,673,7.8,4
969,759,38.5,88
132,1172,24.5,49
586,1377,21.8,82
361,1352,11.5,99
758,1633,1.3,48
509,1418,-3.5,14
354,887,20.2,42
627,1695,39.6,92
784,1504,-35,83
620,1316,-10.9,24
378,1381,-35.5,69
622,1487,38.3,29
798,855,13.8,20
260,1302,-37.6,71
289,800,1.3,70
165,1496,36.5,25
249,953,16.1,35
837,1030,7.9,66
308,1309,38,57
729,1093,8,45
660,1029,-22.4,14
997,1491,12.4,17
694,701,-27.7,13
990,1224,33,14
637,1625,16.1,83
346,1143,-7.3,61
806,1732,-12.4,88
412,1155,2.6,51
714,839,-4.2,31
701,1492,-13.2,15
442,1448,-34.7,4
732,1344,26.4,84
953,805,10.7,55
815,849,31.5,68
903,606,36.4,38
887,939,0.4,30
682,898,-34.5,92
896,1369,-17.5,22
332,1494,-23.2,95
781,1562,-20.4,62
715,1084,17.4,16
367,1529,18.9,78
585,607,-11.3,3
507,1184,-6,34
800,1376,31,25
498,1616,-9.5,65
203,1479,8.3,71
440,1168,-2.5,36
199,1567,-16.2,10
949,955,-18.5,70
346,663,-11.5,55
224,1408,6.2,25
554,792,26.6,56
883,714,16.6,78
167,1556,-5.5,41
175,1746,-6.9,35
722,1238,-31.5,41
709,1373,39.7,37
585,777,-6.8,76
411,945,13.7,2
187,959,24.1,14
745,1158,3.2,66
760,1104,-33.4,27
111,1537,-27.3,58
149,1086,-27,46
442,1412,23.6,54
958,1720,-29.1,95
127,1302,26.8,65
245,1600,-37.5,27
134,1196,-31.7,68
864,1179,-36.9,89
207,1441,-1.7,17
803,1203,-4,3
181,894,-18.4,97
576,1648,-7.1,23
930,1799,29.1,69
129,1205,-38.7,90
309,1123,6,92
287,1039,39.9,9
322,1780,22.1,72
241,1583,6.8,63
598,1698,22.1,27
537,668,4.8,50
983,700,38.2,29
687,1057,-16.3,81
975,1192,-7.5,31
530,1196,31.1,49
237,811,-31.6,82
147,1141,-7.3,60
569,1363,-16.6,36
909,978,26.3,92
182,1371,-34.7,93
826,1332,-1.2,27
995,1007,18.1,30
145,1780,-0.9,63
873,1674,-37.1,12
654,708,-17.7,54
201,700,-12.3,52
711,998,-10,23
862,858,-34,47
855,1690,6.9,95
996,883,34.8,66
977,634,39.3,43
549,1267,12.4,54
188,1200,-18.5,11
631,816,8.1,57
887,1377,27.4,47
598,1322,-38.9,54
317,1120,-20,32
386,664,-38.1,100
751,1526,33.9,57
271,1336,3.1,19
210,1706,-18.1,94
309,1122,12.8,38
220,964,-22.3,64
388,1651,21.1,42
981,1323,3.2,96
982,1366,-20.2,63
200,1686,37.6,43
844,1579,-23.7,75
875,1426,17.6,51
875,1070,-27.9,23
890,1539,-16.8,83
232,1668,29.6,32
902,646,5.7,21
806,1392,4.7,75
272,1098,40,69
576,1523,-29.6,53
631,1703,-30.6,99
393,1160,6,27
836,1419,-7.5,90
180,847,-3.2,55
879,1404,35.4,34
524,654,-34,63
970,1329,11.3,71
334,1061,-25.9,75
513,908,-17,17
902,1296,37.9,83
348,1755,-11.5,42
256,1532,-24.8,21
717,652,2.6,58
178,713,-2,76
554,825,-23.1,26
114,1271,39.3,11
194,1299,20.8,93
776,1640,7.2,100
698,722,-39.7,74
968,1174,-23,93
333,1224,25.4,58
776,1205,-5.2,35
270,1611,19,28
837,1275,-5.1,31
871,1379,6.8,43
726,1732,-17.7,61
257,1211,3.4,38
378,1612,-2.6,36
157,1259,-20.7,4
440,826,-12.3,76
631,1020,14.2,49
930,1298,-13.2,76
414,778,16.9,69
690,632,33.1,47
707,774,17.3,14
719,604,2.9,34
422,1739,11.8,64
162,1676,35,20
669,710,-12.7,14
327,1112,-7.7,48
307,817,39.5,56
629,613,-9.2,40
624,1503,30.6,100
662,1250,2.1,65
415,1526,3.8,49
752,1448,-9.3,77
348,1437,-10.5,83
617,1594,27.8,64
217,753,-29.8,17
825,1352,-33.6,2
558,623,-4.8,100
452,1431,28.3,47
687,1566,24.1,49
801,1598,2.2,55
861,1421,21.9,32
411,783,-20.4,70
100,1755,-34.3,80
918,1670,-32.1,45
803,865,-11.6,19
201,797,-33.1,18
739,1196,32.6,88
743,621,0.4,13
694,1403,-29.1,66
668,723,-28.6,35
336,967,-39.8,63
230,1446,-28.7,20
635,960,24.2,6
555,1054,10.6,98
884,1420,31.3,71
682,622,-3,3
636,938,39.5,97
461,1021,-4.2,83
778,969,23.1,10
565,1338,22.3,59
603,1141,28.3,60
708,1444,-35.1,94
568,1071,-32.8,75
647,779,21.1,76
914,1647,-39.3,43
208,1081,2.5,58
790,889,-8,78
601,1074,-1.1,45
931,702,21.8,72
800,677,27,14
216,1139,14.9,80
531,966,0.4,38
541,1508,-37.6,75
960,1205,15.2,88
582,675,-35.1,57
983,1234,-19.1,33
485,1662,-13.6,39
671,1393,36.3,37
491,1199,-34.3,97
331,1019,-31.8,99
881,941,15.1,81
409,887,-13.8,40
524,1451,16.9,81
761,737,15.9,11
782,787,-31.2,77
138,1644,6.3,17
207,717,10,28
719,1364,-34.8,59
467,672,21.8,53
444,692,-20.7,72
584,1010,6.1,23
592,981,17.9,63
717,1355,-0.1,57
754,930,14.3,63
866,652,-11.4,27
340,1533,7.6,58
830,885,-21.5,62
109,1673,20.9,15
381,916,-6.3,49
642,1761,30.2,31
400,695,-8,77
153,1413,-11.2,30
455,1719,17.2,73
135,974,24.9,75
700,1775,38.1,45
512,1254,-31.3,60
255,991,2.4,4
347,1609,-35.9,68
331,708,-29.4,86
439,1039,-9.1,64
138,1045,-24.3,91
456,1633,-20,75
484,989,-26.9,89
409,1495,-24.7,32
439,1331,28.5,70
231,1739,34.9,11
273,1322,-10.2,53
332,1000,36.8,46
434,1479,-25,17
765,1333,-29.7,39
639,928,28.4,96
327,1191,-10.7,46
391,1487,-0.5,37
586,1393,1.2,76
429,1717,32,71
740,1111,40.1,77
231,959,40.3,39
996,1434,12.6,26
796,1613,32.5,13
359,1164,-34,32
687,1057,-24.1,2
451,1051,23.5,37
639,1674,35.6,16
948,1638,-19,57
809,1524,22.4,55
258,1092,28.2,59
734,1017,-29.6,9
108,978,27.8,74
484,1426,-4,29
690,976,-3.2,49
792,1137,40.3,54
196,1423,38,45
384,974,20.4,10
638,1237,28.3,68
158,984,9.4,29
480,1170,17.4,70
603,1351,-15,87
859,838,-20.3,59
531,1193,12.2,74
385,1793,19.6,33
954,1679,20.7,77
172,764,39,77
265,1610,28.6,49
104,1114,-20,64
165,1747,-4.1,17
652,1753,24.1,100
425,837,34,76
988,704,-31.4,65
315,836,-39.3,21
810,1152,-28.1,61
821,1527,-17.8,22
993,857,26.2,26
838,1154,-14.7,71
279,690,22.2,71
801,834,-12.5,68
150,610,5.8,100
596,1563,8.9,11
595,1608,-18.3,97
443,1152,-9.9,77
890,902,-14.9,52
335,1762,15.1,96
298,1637,23.4,43
589,1137,27.6,52
219,1604,-29.6,7
255,1280,20.2,80
659,1073,16.7,79
603,1251,8.2,42
160,1197,10,57
111,973,-27.5,64
428,1577,1.5,29
628,948,-21,11
455,1256,-34.1,44
477,860,-14.1,10
721,665,10.1,10
332,1418,-35.2,19
614,1766,20,5
991,1188,13.3,32
423,1183,29.5,11
281,1667,31.6,81
689,726,-21.4,7
758,1477,8.1,54
437,867,24.2,31
164,1039,0.8,34
261,1052,34.7,57
854,1180,-38.5,48
950,743,10.1,53
394,1510,9.1,58
364,961,-4.7,63
594,1435,-23.5,97
392,755,3.3,38
957,686,-7.5,51
651,1019,-38.2,12
110,949,-7.5,66
239,1402,-26.4,42
485,1055,19.6,32
658,992,5,12
205,1758,29.2,80
464,1535,33.1,41
618,1205,31.3,83
972,1136,38,32
495,1647,40.7,23
564,956,-19.9,3
975,933,-20.7,91
837,1358,3.4,1
161,1690,-38.8,47
668,1579,19.7,49
394,1545,-28.5,10
198,1157,13,70
855,1630,34.1,55
539,1504,-22.8,97
879,1158,-28,61
742,616,32.8,45
678,1353,37.6,70
801,1453,-7.7,83
653,935,-13.6,1
866,1546,5.7,35
552,1719,-1.9,80
911,1110,-33.2,32
724,1368,7.7,1
458,1609,-26.2,59
250,610,-5.6,62
234,1432,-37.2,51
559,1759,-30,12
587,1764,-18.5,9
353,761,14.1,45
792,831,-2.2,60
828,998,32.8,12
318,845,22.4,83
410,1034,-30.7,37
798,1486,10.5,21
652,670,39.4,20
723,895,-17.9,46
926,1200,-38.2,42
817,1479,-33.1,61
756,835,26.3,64
598,657,-6,55
686,1338,13.2,45
204,1145,38.3,37
288,1034,-5.9,86
470,727,-23.3,71
418,918,-0.7,44
214,803,1.5,10
245,1677,-17.2,61
856,1372,-22.5,22
976,768,-27.6,64
926,1460,15.7,9
829,764,-28.7,1
834,1515,-31.5,45
200,1638,33.2,83
804,1172,30.2,64
689,715,3,12
488,714,-16.7,47
107,1666,21.4,39
518,1479,-11,32
773,698,-14.8,86
300,1542,7.2,25
374,715,-23.6,5
176,871,-35.3,72
660,1074,-15.6,31
583,649,35.8,35
665,1369,12.7,65
235,1775,21,19
336,1332,-2.7,75
301,1182,24.2,70
858,940,-12.6,34
249,606,10.5,38
321,1647,-10.3,24
974,1503,14.7,83
684,1645,12.4,99
395,963,-37.3,53
955,1343,-7.5,92
989,1243,8,83
206,1482,-28.6,57
625,1090,-2,88
698,965,0,79
431,981,-26.9,90
191,1516,-22.9,85
604,1537,-9.5,78
387,1263,39.9,16
412,741,23.9,11
594,830,21,53
920,1729,-4.2,29
312,714,-14.2,67
617,1729,18.8,55
167,1081,-24.3,91
576,623,-4.9,16
753,1418,-21.2,15
419,859,19.5,76
901,1796,15.1,32
556,1447,-24.1,43
204,1167,40,68
671,1700,25.6,12
814,1333,-22.3,2
793,1356,-17.8,24
193,738,36.5,22
622,601,7,26
470,1422,-23.2,46
979,949,34.3,23
307,1440,0.5,8
166,918,15.8,15
914,1717,-32.1,92
788,990,-35.9,93
678,618,-20.1,22
343,625,-27.8,29
681,830,25.5,72
450,778,-30.8,97
794,661,6.3,42
986,645,0,41
103,1506,35.5,94
141,1776,-8.2,75
405,981,-39,3
356,1082,12.2,95
291,705,14.8,58
384,1715,-20.7,14
887,1037,12.7,93
358,901,-29.2,28
196,1171,29.3,61
952,1096,-22.9,94
900,1137,15,27
872,1470,11.5,83
669,857,30.4,38
143,1472,22.1,99
289,1730,32.5,7
127,924,-19.2,28
303,701,-2,98
228,1042,36.5,36
499,1234,-38.3,22
223,1638,10.5,94
667,762,-27.4,64
791,1750,11.3,51
985,1540,-34.4,68
606,1351,37.4,99
320,1176,33.7,63
838,795,0.1,20
439,659,-1.5,86
831,1366,2.3,76
542,1757,40.2,50
163,711,-7.2,24
209,956,-35.7,24
710,942,-7.4,38
560,1002,6.2,90
858,1318,-25.9,21
197,1387,29.9,5
546,1595,-21.3,85
735,950,-0.3,23
396,718,-23.5,15
982,1422,21.1,2
673,1463,-25,51
760,698,-9.2,24
753,901,17,52
611,975,-17.9,54
259,959,13.6,95
104,965,-32.5,79
829,1419,10,84
687,1784,-19.2,94
650,1449,-17.1,78
793,688,11.5,43
753,1262,39.7,29
981,1082,-29.1,59
999,1048,-27.1,17
118,1099,-38.4,68
264,1089,34.8,44
360,1786,-12.1,43
941,879,-36,70
103,801,-1.2,86
154,617,30.9,15
255,931,-11.1,86
574,948,-28.9,53
346,644,37.1,79
621,1279,6,41
699,1574,22.1,89
677,1549,23.1,89
597,1099,-36.6,11
290,756,-8.4,7
346,696,-31.7,53
410,1190,23.3,79
410,1758,25.6,79
396,1169,4,86
656,1081,-4.3,67
303,908,-9.9,96
802,1691,23.7,37
542,957,-28.7,47
203,832,-35.8,46
390,1230,-7.2,24
452,1366,14,10
580,1472,-23.6,15
960,838,2.8,1
822,891,39.5,26
509,826,11.4,96
943,1598,-29.2,96
222,1313,-10.4,62
466,1282,38.3,3
796,1741,33.7,70
527,699,-10.6,45
535,1141,13.1,83
764,677,34.6,24
396,1272,-37.5,40
140,1554,8.9,13
427,982,9.6,48
457,741,34.2,72
249,1228,-7.9,36
918,1604,-1.4,35
603,1559,31.5,49
239,793,-18.4,55
194,1574,17,26
517,792,4.7,85
268,1459,30.8,98
468,1771,7.2,5
722,931,-9,49
206,1205,-21.8,88
820,1668,33.3,94
638,1103,4.9,6
861,1136,3.4,26
421,708,-29,41
607,1407,27.5,68
601,1018,35,33
390,836,32.6,73
159,1752,-15.2,4
375,917,-0.6,50
100,970,3.5,25
319,1199,-26.3,34
584,1684,31,44
328,933,28,1
618,1016,3,69
613,1175,-18.9,80
780,1149,-3,8
829,1350,-10.9,43
391,1325,17.7,10
363,1766,-32.4,57
418,1439,-33.2,79
958,1281,4.2,93
652,1418,6.2,82
675,1679,11.1,37
410,1163,-24.9,11
247,1669,18.9,65
829,1731,29.7,61
802,678,35.3,95
930,1311,-5.5,67
788,1695,5.2,7
470,1149,7.1,54
339,1724,-23.4,80
438,846,33.7,97
877,1773,35.3,12
864,1243,-13.2,66
452,1050,-19.2,57
502,1798,11.9,14
651,1028,-3.4,42
110,687,-4.7,4
901,663,7,85
955,933,35.7,60
587,1638,30.4,59
591,638,40.7,32
534,1730,-14.7,8
382,1423,33.6,9
102,1732,8.6,33
642,1050,9.4,35
948,696,-8.5,51
582,690,-18.9,30
947,861,11.7,34
124,1383,-39.7,79
767,1041,15.1,30
524,1015,0.4,9
186,1589,-16,44
929,631,10.8,51
260,780,16.4,24
434,1440,-26,99
419,1395,-16,46
634,1506,36.8,100
847,1174,10.7,69
549,1166,3.3,73
697,1785,3.8,76
258,603,-13.2,26
732,1075,-27.1,55
904,1747,13.4,33
852,1013,-6.2,69
996,797,29,90
244,1101,-38,47
248,1359,-19.6,4
987,1098,29.3,59
550,1702,-30.9,13
511,1029,-12,51
722,858,25.4,52
198,1239,-30.8,82
385,608,7.8,79
990,1726,1.1,89
729,649,2.8,71
629,992,-6.1,43
981,1085,2.1,32
649,1133,1.5,78
324,1640,18.1,72
809,1535,35.8,5
988,1503,9.9,62
921,1073,40.5,51
400,1062,-4.3,40
608,1661,-22.1,63
866,1031,-33.5,79
450,1790,29.7,36
193,679,14,73
847,1681,-13.8,92
191,1032,-20,23
461,1182,-36.1,4
137,876,12.6,23
355,1433,-28.3,46
895,1346,-26.5,19
400,1169,0.8,38
750,909,0.9,9
249,653,17.1,27
188,1376,-22.9,92
746,771,-19.6,96
815,1689,36.3,88
887,1611,38.1,4
512,1656,-13.7,41
451,799,3.3,26
297,827,-11.8,57
681,841,-8.7,78
386,702,-37.3,49
161,738,1.9,74
213,1238,10.4,77
549,680,-0.1,76
263,1138,-24.6,46
255,1484,-39.3,58
868,753,35.5,76
369,1321,2.1,14
791,1097,28.8,55
404,1236,-26.7,85
136,1704,36.3,8
101,670,8.8,36
144,803,-17.3,4
303,859,-36,12
822,1534,-24.5,48
