godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
256,1462,-9,75
863,940,-25.5,33
336,835,-1.2,60
442,1269,3.1,8
743,1545,-12.9,39
952,802,-28.6,100
824,1140,-8.7,97
100,737,41,37
613,910,-15.9,56
755,1583,17.2,67
799,1093,-11.2,83
872,1631,24.3,85
581,1538,-30.8,59
518,1110,-37.3,82
781,939,30.3,49
651,1085,-17.5,3
263,1626,-36.9,60
252,832,-25.8,27
213,1573,-20.6,60
994,950,-31.5,98
270,744,-12.5,97
778,714,11.8,3
815,967,0.3,2
562,1770,22,7
297,1262,-14.2,26
298,936,29.8,30
951,887,39.4,92
145,1339,-16,68
555,1637,-21.1,42
905,803,-10.5,68
709,1541,-30.7,5
649,702,27.1,32
970,764,0.6,74
705,1697,-14.4,12
431,1697,-18.5,57
488,1668,24.2,16
586,1288,-23.9,60
375,769,8.9,73
795,1585,-21,64
618,993,17.9,49
700,994,13,94
486,600,36,52
180,953,34.8,68
598,1315,16.7,64
774,1722,-3.5,56
506,1717,-27.8,97
331,1089,-36.6,41
582,1398,-19.6,4
784,1020,28.6,4
180,1513,-14.7,35
248,1659,-16.1,73
636,902,16.7,28
500,1197,14.1,81
950,831,-13.8,20
588,1712,18,31
715,1565,5.7,32
967,1549,-28.2,5
791,1367,-5.9,39
444,1763,19.1,60
747,929,-1.5,89
544,1218,-24.2,74
838,1128,-10.8,99
114,1651,-1.9,13
161,697,5.1,85
671,1485,0.7,26
631,1734,-33.4,69
442,640,-4.9,37
833,1224,-13.1,47
449,792,-6.6,38
950,1798,-36.1,2
822,1129,37,79
505,747,-23.3,41
519,1350,25.2,30
227,607,-17.5,5
385,641,-6.4,16
285,1519,-17.2,91
232,1692,-3.1,89
823,1545,-35.7,64
625,1352,-36.1,9
819,869,34.8,26
416,1207,-6.3,44
630,1031,35,56
391,1735,26.9,55
843,1019,-24.2,60
768,1672,-10.9,57
478,1593,-14.9,36
133,996,-37,7
543,1607,-20.6,53
335,1034,-27.5,5
479,1504,39.4,74
487,1429,-8.9,41
243,742,-31.6,19
895,886,19.6,40
682,759,29.7,46
797,1495,24.2,71
356,872,-30.1,50
966,1262,17.4,85
617,1334,5.7,36
569,725,-10.1,45
334,719,-22.8,2
814,1085,-30.2,1
470,899,33.7,60
858,1263,1.5,54
556,1624,12.2,1
372,1489,21.6,17
674,1043,1.1,17
999,639,-4.2,18
308,780,-13.4,53
989,771,5.6,9
643,1756,-20.4,94
896,846,-6.4,21
485,1675,-36.2,81
691,1730,-32.3,1
650,897,-23.1,33
960,1331,6.4,33
946,764,9.2,86
898,1256,5.7,46
713,915,-25.6,83
113,1075,18.5,33
994,1464,-3.9,59
520,1314,-9.1,28
273,1375,-33.3,46
231,1549,32.4,85
296,1793,37.1,34
706,1247,-2.8,17
