godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
480,1129,-1.4,88
196,1661,20.3,52
959,1473,29.9,38
333,1657,17.5,62
337,794,-21.2,12
170,1231,-29.7,46
987,1412,-22.9,61
133,629,-8.8,99
685,1011,-33.4,47
601,1516,-20.9,77
308,1201,-27,20
719,1055,-35.8,96
372,1648,-10.1,49
583,1639,17.6,30
265,1722,-14.4,62
342,750,4.4,78
474,844,22.8,36
631,1681,-31.7,92
500,961,-19.9,81
585,777,-20.9,20
616,1588,25.4,99
776,1459,-22.2,51
302,945,-20.6,59
813,634,5.9,74
984,852,9.2,63
318,1736,0.7,97
887,1158,18.4,92
336,1428,-12.9,69
629,1207,40.8,77
103,1665,-30.4,93
919,1576,15,29
671,992,-32.8,3
757,1570,-31.8,59
296,1537,-8.9,99
139,1625,33.3,35
394,1168,17.9,46
429,1266,-39,46
440,1302,-2.7,45
201,1309,38,49
183,1239,-11,26
705,1444,16.8,44
240,1713,-7.6,16
347,605,-23.1,52
698,1061,40.5,44
650,984,-8.7,93
443,1544,-17.1,74
743,830,-8.9,59
858,915,31.5,23
578,1295,-35.4,7
290,1231,-0.8,26
474,969,6.9,83
223,1435,25.1,30
595,894,14.3,44
851,1309,16.7,37
660,818,-2.6,17
870,1094,-11.3,24
242,977,38.6,71
130,609,39.9,23
183,660,-21.5,23
448,1727,-1.7,5
630,1709,-14.3,91
468,1391,-11.1,15
650,1694,-39.3,15
731,1728,-26.6,76
559,1589,-27.6,12
552,1240,31.1,68
209,1688,11,67
278,1470,-13.3,59
583,629,-35,75
497,1466,33.7,39
595,935,36.1,13
340,1513,-32.9,39
320,1657,-16.5,56
256,1460,33.1,85
991,1636,25.5,46
512,1000,-23.1,33
252,1411,30.4,48
351,1405,24.4,23
304,1548,35.2,45
930,858,-18.2,77
755,798,19.2,46
480,1361,5.5,12
858,663,-15.6,23
493,1524,12.2,14
396,1312,-22,87
789,731,-13.3,69
795,1711,24.3,36
134,1246,-3.1,54
494,636,-12.5,78
248,992,-38.8,51
211,627,25.5,10
983,1677,-13.4,50
714,1531,21.2,22
623,1266,-1.3,28
295,1084,25.1,43
810,645,-13.8,72
778,1164,-13.1,26
475,1022,6.9,71
157,1062,10.7,83
276,1287,-8.7,12
159,1157,20.8,32
650,1116,29.1,7
739,1034,22.7,60
895,843,-5,13
177,968,34.9,97
532,996,-15.5,52
982,665,-39.3,36
812,1321,-3.1,4
453,1062,24.5,26
398,1587,-27.8,75
756,1325,18.6,30
854,951,17.7,52
142,1678,12.3,38
115,1606,-10.5,23
784,954,12.7,83
537,1529,12,45
198,992,-15.6,9
240,1556,4.6,50
339,1074,-8.5,61
482,1116,-1.1,91
460,791,15.4,51
228,1057,24.3,96
595,1544,-9.4,3
229,972,-21.7,46
245,1070,18.3,70
305,1546,-38.7,3
842,790,-28.1,19
362,736,-20.2,5
995,873,31.6,24
211,1665,-10.1,66
844,1059,-37.3,3
353,764,-30.4,36
434,1304,-30.4,1
609,1348,30.2,75
