godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
163,995,32.9,25
455,1727,31.7,48
144,1314,-8.9,11
459,1599,-14.2,21
923,1546,-11.2,79
364,986,14.6,74
391,726,33.7,89
742,1717,-12,75
411,1586,-36.8,97
699,1673,-20.1,61
670,1171,-3.5,40
182,901,-36.9,10
615,1152,20.4,89
877,640,-13.1,78
534,1700,-29.3,25
418,1799,25.2,26
502,1036,-30.3,100
764,1066,15.7,57
758,1147,10.2,55
104,1704,-32.9,19
635,1101,6.7,45
358,899,-21.4,71
719,1375,-12.8,84
895,956,-13.9,89
876,1330,24.3,28
759,781,-12.6,20
923,853,-33.1,52
574,1660,38.2,89
746,1144,-8.2,94
822,1773,23.9,34
805,1363,-22.7,38
534,1272,21.7,60
373,1202,38.1,83
721,1330,-30.1,22
536,1069,-12.9,53
225,1011,25.5,28
421,1221,2.7,82
591,737,34.9,91
573,1431,-34.8,41
740,1025,29.4,69
705,1507,-3.7,40
144,1219,-6.1,92
843,1528,-4.1,31
633,1434,7.7,73
951,749,-13.5,31
772,1153,23,27
773,756,21.2,82
505,1612,-22.5,98
932,1197,30.7,53
433,1221,-5.4,86
322,1544,-24.4,53
215,1160,-0.6,56
680,1147,-5.2,47
512,773,28,75
816,1202,18,20
229,915,-12.5,51
307,1144,-15.9,29
267,1181,16.2,78
563,1248,-39.1,44
645,827,-35.6,9
647,857,-7.7,80
916,706,-4.4,42
897,1284,-5.1,42
329,1534,-2,95
470,1094,35.7,92
743,848,-21.6,11
193,1127,-0.8,81
966,1677,6,22
799,1380,-29,59
990,720,8.8,98
489,1059,-10.8,58
599,1196,3.4,56
555,794,-36.1,29
170,954,-19.9,7
557,1262,39.1,40
624,874,-27.3,56
920,1788,-8.3,75
957,777,12.6,100
870,1233,30.5,26
358,1568,1.1,95
621,728,-3.5,63
462,1772,17.5,61
220,1592,-26.1,69
100,1684,27.5,7
653,1550,34.3,37
787,1445,-6.8,100
694,1243,-19.4,48
710,749,16.8,88
439,1088,22.4,50
622,1669,-27,79
212,847,21.6,67
751,707,27.8,99
728,1513,13.4,36
671,822,24.3,25
872,1770,28.6,74
172,1585,-21.9,42
579,1352,22.4,46
294,1714,-28.3,24
618,1093,-28,87
191,1713,-9,97
983,976,-21.6,92
153,1473,-8.4,47
755,1772,-21,66
860,786,-1.3,31
499,847,-30,53
227,1514,-17.1,2
430,1153,17,70
464,623,9.8,13
392,991,-9,11
214,1357,22.9,49
600,895,19.5,98
986,1716,-6.8,49
229,1748,-1.9,99
969,1618,15.2,75
128,990,-21.6,26
982,910,-14.2,50
846,1338,12.9,45
544,792,1.7,34
240,1253,-27.4,90
107,1566,26.2,37
191,612,-4.2,77
236,777,-9.9,58
369,1682,6.8,62
241,1410,3.2,17
870,1139,-19.9,52
252,1797,-8.6,36
596,1267,8,15
944,620,-18.8,27
196,1669,16.3,71
747,1570,-35.7,65
567,941,-20.6,53
997,912,-15.4,90
437,1064,-37.9,83
465,734,-21.8,52
209,1214,25,6
597,1752,-7.3,97
136,1270,-39.8,42
663,1511,-2.6,48
942,879,25.7,73
250,1698,-35.2,90
470,852,-36.3,91
658,774,19.8,71
642,1326,-25.5,41
246,1042,0.1,84
446,756,-3.9,59
430,1475,1.2,93
931,1436,19.6,58
377,627,2.8,96
392,1773,-37.4,35
293,1615,12.6,27
630,600,-22,77
984,1501,-2.8,86
922,856,18.1,24
434,1017,17.6,5
645,1296,-30,25
573,1453,-33.3,15
822,687,26.7,91
252,1639,1.9,13
153,1254,-6.8,21
634,961,-38.4,91
250,1648,31.3,49
977,1038,-22,33
820,1461,-12.1,28
454,1056,-26.8,46
354,1007,-31.7,32
155,1664,35.2,49
639,1573,14.5,25
983,1664,17.9,94
988,1614,26.8,64
245,1641,-16.6,88
217,1095,-0.3,39
182,1694,12.3,15
150,1014,-17.7,27
892,1336,-39.8,32
334,693,-15.4,45
124,733,-21.1,59
960,1368,29.4,5
314,1479,27.6,39
375,1271,24.2,75
800,1498,-36,51
230,1537,11.3,3
427,748,40,52
595,1402,-24.5,86
791,982,-3.7,89
658,1761,40.1,63
1000,1429,-13.5,97
319,601,39.4,20
261,789,-16.4,51
920,1440,12.3,74
281,1144,37.6,47
458,1309,-1.2,44
301,771,-6.9,12
796,1142,0.9,80
949,791,-30,38
1000,1246,-6,31
346,1681,-9,93
420,1412,-29.1,69
253,1187,-14.7,77
165,1129,16.6,92
219,663,-17.7,90
658,1295,-9.2,89
336,1674,29.4,62
171,1501,-5.5,82
535,620,19.9,51
813,938,-17.5,47
266,991,-5.5,84
123,1590,-5.6,90
396,807,28.1,47
482,1586,2,35
364,1378,3.6,35
693,899,23,21
449,1788,28.3,24
290,1714,4.2,2
943,965,-31.2,21
453,1409,3.5,25
872,1676,-1.5,7
631,1234,-4.6,32
755,840,-4.3,73
498,1461,9,95
524,1073,2.6,73
593,864,26.9,85
825,1063,21.3,47
976,656,14.9,19
846,735,19.1,70
477,1287,-39,25
665,879,5.7,93
114,1763,-7.6,55
880,977,5,90
581,1097,-33.6,70
345,1538,20.2,6
386,1681,-20.9,97
662,653,30.9,79
212,1026,39.8,17
795,963,-34.7,52
970,1364,-19.2,69
418,885,-18.6,86
151,1042,6.1,79
254,808,3.5,73
133,1422,-12.8,93
566,1699,11.9,61
727,1506,-11.5,13
926,1465,-12.4,31
215,1287,-33.8,64
391,1556,35,68
564,1231,-8.6,46
