godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
804,973,18.5,18
925,1354,40.7,5
375,699,10.8,22
437,1305,29.2,58
233,680,-13.3,24
921,1639,13.1,57
384,1716,40.3,30
210,1078,-12.3,8
395,1451,-27.7,85
848,1220,18.5,94
946,1610,-38,46
808,1344,-14.9,73
707,1588,-0.1,69
444,971,14.8,72
515,730,34.2,48
238,1349,-28.1,23
819,690,11,40
592,1499,-21.9,56
927,1193,18.2,68
306,908,14.2,98
208,1421,22.4,26
366,1366,1.7,39
769,846,35.8,47
154,1644,-39.2,24
441,932,-14.6,7
285,1731,30,89
499,684,-32.1,11
516,756,35.8,90
553,1416,20.1,37
111,1602,-5.3,6
402,837,18.7,86
342,1108,27.5,36
954,1494,-11.7,86
410,1365,10.4,4
443,622,-13.6,60
777,1690,28.8,40
797,1659,-10.4,66
891,674,0.8,13
422,1582,-12.8,100
681,1538,-3.2,68
258,1779,-16.6,93
457,1591,11.6,74
181,1260,14.4,34
142,887,21.4,43
458,1531,13.3,47
747,637,-11.1,77
908,1622,-7.7,65
120,1574,-5.8,75
533,1683,28.2,97
263,1754,22,41
715,1254,-6.1,17
973,1530,13.6,98
367,903,39.8,49
442,1180,11.5,24
360,1024,-1.3,73
400,1682,38.3,73
386,901,-12.8,45
546,718,12.3,20
578,1154,-21.6,77
204,753,1.3,75
543,1785,-36.7,49
735,1366,13.1,76
797,1062,-8.7,38
117,688,7.9,23
809,902,37.5,56
462,1651,-38.3,66
194,629,-17.7,2
237,1359,-24.4,22
833,1188,1.9,69
802,808,-22,95
128,758,27,85
737,1502,13.5,2
819,839,-24.5,79
310,1418,28.7,85
111,1199,7.8,22
299,894,37.4,97
809,1353,-32.2,67
920,698,-26.9,56
498,712,-16.8,37
672,1694,9.9,88
104,1032,-19.3,53
566,1100,14.8,26
416,1261,1.8,78
411,1493,24.4,7
825,610,-6.1,62
984,867,25.7,16
227,1490,-26.6,51
662,1046,20.8,16
903,1660,38.9,29
866,762,18,9
408,1380,0.1,33
607,1757,-16.2,55
466,1696,-39.6,48
214,731,-16.2,95
224,1523,-30,93
949,862,-20.6,41
595,990,8.3,22
730,665,-6.7,66
1000,1624,-21.3,60
938,1102,-9.9,48
476,705,6.6,95
141,1267,39.5,74
932,1182,-28.9,39
493,1647,26.5,60
384,1662,29.1,83
110,641,-26.2,53
827,640,-31.7,41
587,1673,-2.8,90
280,1623,17.6,34
982,1625,22.5,50
249,1402,17.5,17
724,674,24.8,78
124,618,-18.1,56
400,1072,29,72
530,1661,18.4,26
655,1453,0,88
393,1052,-29,6
860,1583,-22.7,56
628,1235,20.3,79
716,1498,33,89
658,1106,-29.3,72
753,1023,-9.5,69
745,1473,0.3,41
802,841,-20.6,90
232,1134,24.2,50
286,1518,25.4,17
488,1560,32.6,32
888,1542,30.2,7
492,1630,-7,54
247,1497,18,1
554,1763,30.6,23
