godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
660,1652,16.3,25
921,1190,24.5,1
332,1328,35.1,84
823,606,19.6,8
275,643,-27.1,77
669,802,-16.8,7
538,602,-13.2,57
985,1226,13.7,12
620,773,-32,63
342,1664,-32.7,69
445,1089,22.3,56
498,1296,23.9,80
719,1059,40.5,44
971,1141,-14.5,59
601,772,-37.6,97
638,803,-10.3,91
536,1139,-36.9,49
588,795,26.3,87
321,1516,-21.6,83
714,1420,25.8,89
171,957,-25.8,83
339,819,-8,52
154,1266,-12.2,52
574,842,-0.1,36
468,1367,-32.6,68
279,1754,-9.8,3
869,1228,-7.5,40
566,666,-22.9,83
364,1650,-6,77
621,897,34.3,24
936,1202,17.7,74
146,1085,-38.7,66
635,1143,-33,79
483,823,-8.6,26
612,772,34.8,97
747,1197,18.9,59
109,1738,-9.7,66
534,1660,-27.7,51
801,872,-30.8,72
313,798,7.8,14
658,840,18,69
961,1311,7,73
117,1704,34.4,81
253,1385,24.8,60
641,1423,-14.1,88
894,1373,22.2,58
661,1733,-20.9,94
318,1275,32.2,7
788,1069,31.3,48
714,1727,-17.9,24
265,1347,-2.9,87
308,1379,-32.8,75
877,789,34.9,58
808,890,35.1,6
993,1784,-24.7,45
935,835,-16.6,22
211,693,-9.9,93
836,1174,22.7,89
491,816,35.9,30
275,1462,34.6,67
755,1457,-15.6,39
125,889,-27.1,29
346,802,31.6,19
284,1778,-31.9,50
297,1618,31.6,12
450,1085,-1.7,20
287,690,4.1,48
656,1534,-17.9,30
759,1559,-15.3,2
943,613,15.3,45
876,1557,7.3,49
254,878,7.9,4
546,1261,-37.3,88
521,1457,40.5,4
306,1008,-22.5,74
473,753,35.3,10
291,876,38,84
962,1536,-30.1,40
965,1167,-12.7,96
193,1648,29.6,77
512,1404,-17.7,38
311,1177,-9,80
235,1704,11.9,12
207,1672,-20.9,27
822,1709,-10.5,61
249,1495,24.5,36
735,1390,14.7,16
699,926,28.6,62
273,1737,-15.8,22
308,928,-9.8,52
869,835,20.6,13
108,712,-36.3,2
892,1555,23.6,59
470,1093,36.7,31
657,772,6.7,59
512,1494,16.3,65
346,1550,8.3,4
374,734,2.9,27
531,1630,-2.7,35
531,1392,26.2,49
700,1779,-9.2,2
293,653,-4.5,59
687,831,9,95
302,1398,31.6,51
890,1097,-27.8,66
155,1777,-2.2,89
306,843,-5.7,12
254,1278,-7.4,22
170,1253,-20.8,77
129,1021,16.8,6
487,1327,-11.8,16
857,740,-34.4,93
430,1462,6.6,98
884,1284,-25.5,23
