godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
353,1205,37.9,9
451,1000,8.5,77
155,762,33.6,5
586,956,-2.8,85
669,1114,18.9,53
915,694,9.5,10
807,1722,19.6,25
836,698,34.3,44
965,924,-5.7,75
944,1181,7.7,45
339,852,22.1,11
146,1219,20.6,39
231,605,-19.1,1
473,1162,21.5,86
526,1794,21.6,93
964,857,-38.1,18
382,1615,-12.2,80
204,1734,-6.9,88
457,1351,-5.3,37
830,1124,13.1,83
602,1078,22.8,28
170,1487,19.3,21
972,1680,6.9,11
489,1452,-17.9,72
282,815,-9,5
225,1669,-31.8,66
232,878,-20.7,35
357,1131,-37.7,73
459,1787,-26.9,74
329,1101,29.1,18
248,1685,1.4,78
833,1599,23,21
506,1630,17.7,41
942,980,-14.3,74
574,1742,9.6,74
611,1373,-10.9,65
358,823,-14.5,59
558,748,-11.9,99
296,1449,31.7,45
842,1669,-12.7,82
141,1658,23.1,47
727,1770,-31,4
954,1038,9.6,32
719,796,28.5,64
851,607,-24.8,73
129,1138,-3.8,14
536,1750,24.3,72
605,1283,24.4,30
296,986,-25.2,51
897,1277,25.9,25
127,1246,13.2,54
970,1387,34.3,84
418,1308,-10.5,23
976,721,22.7,97
680,1514,-25.1,56
818,823,-18.9,82
619,771,-27.9,20
523,740,-16.7,82
207,743,-29.8,24
240,750,27,56
985,1722,5.8,88
206,1116,38.9,82
191,600,-13.1,94
664,1043,-36.7,38
406,1736,-20,86
325,1300,29.4,96
967,624,15.7,54
827,854,19.9,17
423,893,-31.6,75
853,1274,-16,20
215,1275,6.8,10
909,1644,5.5,68
308,694,-4.2,71
739,696,-27.9,29
547,1235,14.2,72
520,1417,-22.3,51
137,1582,-35.2,39
533,1682,5.7,79
850,1015,28.5,96
310,624,-12.7,61
161,1519,-18.3,37
669,1714,24.9,36
550,1309,-36.8,3
633,1191,38.6,65
642,1201,13.6,87
494,1008,7.8,73
343,1742,4.1,8
537,1014,10,59
568,1766,17.8,99
533,1462,15.7,100
577,916,10.9,57
235,1382,-34.8,91
413,1695,19.2,43
518,1786,-32.8,35
446,1609,5.9,27
913,759,30,17
859,1679,-32.4,76
361,821,15,63
416,1743,11.1,64
471,727,34.9,89
347,1580,17.4,45
785,1336,13.5,82
793,1298,19.6,69
264,1088,-10.6,37
302,763,27.4,80
325,1557,-17.4,31
438,1252,-16.3,56
116,1638,-31.3,22
608,1212,25.2,60
468,1718,-28.7,46
275,772,14.1,4
247,671,-39,5
677,963,28.6,17
706,608,-8.4,72
909,665,23.8,95
609,742,9.5,43
351,1305,10.3,42
637,936,35.2,21
463,1665,37,60
807,845,29.7,17
160,1792,37.7,79
279,1014,39,52
458,908,-30.1,95
585,1062,-37.4,86
966,1054,3.6,85
523,1013,3.4,36
437,1118,39.2,54
197,1797,9,42
840,1497,10.9,5
668,1489,-19.7,80
560,1649,-8.7,84
647,780,31.3,56
887,1251,-10.1,3
677,913,2.7,96
156,653,11,98
251,1125,-38,12
172,609,-0.5,75
240,1381,23,49
194,616,-36.3,66
776,1324,-16,77
654,1789,40.9,99
505,605,-28,12
607,1778,34,63
409,606,3.2,22
337,977,11.1,38
815,1783,-33.5,23
407,686,30.4,54
378,635,3.5,5
610,671,29.6,99
219,662,-32.9,43
338,1756,39.9,42
715,1366,-8.3,79
512,753,-18.2,81
484,1334,-20.6,62
205,661,-31.7,42
441,1235,21.3,87
472,784,17.4,28
657,1672,-32.2,7
115,873,23.6,74
284,1106,-8,11
992,1526,-26.1,52
218,1781,-34.1,14
905,828,18.4,12
112,779,-31.1,24
218,1289,-37.9,85
519,1047,-10.5,46
836,1605,11,36
900,1207,4,53
239,749,22.6,84
545,1009,6.6,73
475,836,-8.1,75
346,1551,40.3,8
398,1740,-25.8,74
101,664,28.4,53
813,622,27.2,30
999,802,-35.1,4
839,645,-24.7,63
265,1336,36.3,88
347,1604,22.5,88
885,814,25.6,60
893,804,5.8,93
368,939,11.5,35
871,1723,-37.6,32
448,863,11.7,13
329,698,18,62
639,1458,23.4,81
634,1232,-4.5,32
653,1649,24.3,7
476,693,-10.7,91
928,1598,32.7,91
729,1117,40.7,97
580,675,32.5,15
781,806,-11.5,100
186,789,-24.8,59
509,1325,32.4,79
136,623,30.4,4
361,731,4.1,29
725,1037,31.1,56
437,1389,29.7,37
443,1676,-34.5,79
378,743,-16.8,30
561,1046,-3.5,45
529,739,32.3,15
466,1175,0.8,16
206,1536,34.3,89
897,877,36.2,3
470,950,31.1,36
294,1056,-18.4,44
263,843,4.4,44
164,1761,-14.7,51
778,1757,-28,44
998,929,-17.3,23
659,1233,-7.3,75
680,1256,30.2,24
189,816,10.5,74
225,1196,-18.8,33
910,1273,20,61
817,1398,2.9,78
248,1572,9.7,45
377,1637,-27.5,68
282,1641,-37.7,9
281,1660,18.5,69
781,837,-34.4,30
876,612,23.4,48
879,1077,-31.5,41
135,1773,-8.4,9
195,1402,-7.2,41
627,971,15.2,76
266,1619,-8.3,83
798,1296,23.3,72
621,830,30,28
594,1436,24.2,97
951,1091,-19.2,45
993,1298,30.6,1
374,611,-30.4,94
748,1184,-4.5,95
106,1462,37.8,62
917,1026,-30.6,12
526,1790,-21.4,42
861,1591,-17.5,4
777,1670,-18.8,17
222,1341,40.8,49
478,699,22,29
424,929,24,69
359,797,11.4,80
244,1180,-3.4,78
661,761,-18.8,49
611,1715,-24.3,96
151,1097,34.5,41
143,604,-11.5,60
825,1476,3,72
210,923,20.3,52
384,1076,25.6,4
467,1023,-25.1,93
416,988,26.4,40
336,1603,5.7,18
981,826,26.2,79
371,638,19.5,82
655,1243,19.5,14
827,983,-38.2,55
720,1248,-15.3,94
741,1023,22.5,8
532,852,-17.7,68
567,1360,-39.1,8
186,1254,-19.5,10
471,1572,-39.6,82
992,942,32.2,46
703,1445,16.1,45
759,1012,26.6,43
184,1681,-7.8,22
845,968,13.3,25
549,1428,2.7,81
868,1478,29,7
706,835,17.3,16
129,1570,31.7,4
634,1164,-1,60
935,1550,-0.1,53
792,1153,40.2,90
597,1361,10,88
145,1599,4.1,33
108,1058,-11.5,72
815,1000,9.6,1
879,1044,30.8,20
194,1707,14.7,29
554,690,14.6,54
770,1686,-0.9,9
906,872,9.8,11
632,1732,-39.8,31
817,1002,-1.4,12
111,1699,-31.5,41
982,882,20.3,21
560,1459,16.9,20
784,846,-34.3,72
452,1295,-9.3,48
673,1121,39.6,99
951,673,1.7,80
999,832,4.7,25
558,688,14.5,93
769,664,14.1,88
830,901,32.4,5
192,1546,26.4,12
894,1190,10.8,24
967,802,-13.5,46
243,1556,17.7,21
1000,1576,3,38
412,1790,16.2,15
588,735,19.7,44
284,1225,27.9,90
936,1042,-38.4,42
632,854,7.6,17
182,1653,28.3,44
694,823,-36.9,22
721,1206,15.9,17
309,1516,17.5,9
518,922,-38.8,47
994,1312,14.3,3
562,1561,-32.5,92
723,1037,-2.5,91
635,1766,-36.5,76
236,1745,-27.5,16
927,768,20.4,4
220,942,-13.6,87
852,1499,-23.4,77
109,1387,-5.6,94
788,1566,-12.8,86
635,1763,-28.3,36
870,967,11.3,15
566,1393,-2.4,40
349,1698,-18.1,5
345,905,2.9,26
545,1415,9.2,83
700,832,-5.6,14
607,1780,-37.1,73
615,1492,-26.4,54
880,959,19.8,33
694,1153,-10.2,80
132,1060,33.6,8
915,1049,22.1,83
994,1381,-28,84
412,881,-1.2,23
626,1588,12.2,13
954,1533,30.4,86
357,983,31.1,59
829,1768,29,87
465,917,-29.5,42
847,1251,29,56
527,1252,7.6,53
829,628,28.4,71
265,1788,-31.8,30
462,1295,-21.6,11
342,1256,21.5,37
466,698,16.5,92
556,1061,-32.3,10
567,1787,40.4,35
840,1731,25.5,2
399,1562,-13.1,27
995,835,3.4,52
912,834,-13.6,8
124,1489,-21.3,82
387,1082,15.9,1
456,1604,-7.9,49
181,857,-1.7,68
275,1633,-8.5,9
