godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
325,1460,12.8,54
251,832,14.7,62
123,735,33.3,45
943,1752,-34.1,71
653,1305,-38,64
569,1048,-18.5,7
360,1680,-29.6,84
770,801,9.8,39
463,1073,-4.2,2
550,1245,31.1,31
276,847,-27.1,56
914,1058,31.5,19
630,1330,-6.1,36
219,1776,-19,79
504,1421,14.4,3
722,1337,-13.4,13
621,1128,39.8,10
220,1397,13.4,44
792,1028,-9.8,73
384,703,12.4,48
899,1552,-35.8,30
798,1668,-7.7,38
880,1286,16.9,94
485,908,23.2,77
720,785,39.9,21
655,1199,-39.5,12
598,780,-3.1,1
841,697,-16.2,40
101,1335,10.3,59
235,1581,-17.6,25
472,1164,-13.9,74
236,822,-4.2,48
659,805,26.6,34
597,1070,-27.2,22
611,1100,36.8,55
774,1197,-15.8,17
134,1773,-36,95
518,1273,-37.8,15
849,1670,39.9,99
579,634,-5,69
926,825,34.9,82
178,1417,-32.3,67
645,1231,14.6,26
851,726,12,42
168,1716,-18.6,63
348,1294,-7.7,16
586,692,16.9,46
201,674,35.3,53
769,1516,-16.9,40
503,683,36.7,10
863,861,5.9,96
914,727,-22.6,87
655,1234,19.1,88
340,658,-8.7,23
404,948,38.6,59
425,1428,-37.3,77
270,1059,-32.4,18
638,1291,-28.1,99
634,1546,-23.1,8
966,816,-15.8,1
243,1511,13.7,67
131,1043,15.5,92
334,778,-26.3,72
291,737,20.8,67
281,668,-0.9,63
642,688,-3.4,55
417,1238,-7.6,86
744,806,2.7,2
341,686,8.1,7
881,1658,34.5,2
540,1723,16.9,86
301,779,-9.3,80
585,1729,-5.2,36
499,1735,-34,79
607,770,-35.9,59
272,1707,-8.7,54
861,753,-11.1,97
278,692,-28.7,97
599,1241,9.9,16
970,1186,-10.5,90
823,973,-23.2,74
716,656,-17.8,22
274,1528,-7.7,49
606,719,21,88
217,704,38.2,10
647,1534,-0.4,40
475,816,22,3
991,833,23.1,47
433,1748,-5.1,5
151,1680,12.4,75
944,1251,38.5,16
702,746,5.4,7
283,854,32,41
895,1633,39.8,17
421,669,7.2,12
727,895,-31,20
568,1196,23.2,20
746,750,28.7,96
826,1319,-9.2,50
964,988,36.2,86
739,1143,-17.6,19
114,1215,-39.6,51
276,1489,-4.3,70
567,1077,-39.2,17
659,1497,-1.1,92
139,791,20.1,88
405,1253,-38,16
845,1071,11.6,57
741,1591,21.9,65
790,1144,24.8,74
525,1603,-26.5,28
231,940,-6.3,79
828,630,-23.2,40
122,1025,24.9,71
927,1217,-10.7,50
525,1789,-27.8,20
467,1086,-19,3
153,1640,26.9,50
831,1278,-6.1,18
613,925,3.7,79
642,1094,-8.4,90
368,1251,-28,15
398,1168,-29.3,22
627,655,32.8,63
469,652,-27.4,29
610,1541,1.5,44
643,1084,-11.7,57
138,1662,22.3,56
715,744,-20.5,1
862,854,21.3,88
746,1583,-9.1,87
892,1517,-35,21
303,1333,20.1,19
446,1532,39.4,65
161,1081,33.2,89
670,1141,-26.5,75
216,650,-31.8,78
729,669,-9.1,81
313,1385,-1.5,98
247,1608,-29.9,32
762,1534,5.6,35
221,798,-35.6,31
500,1019,40.9,28
537,1077,-18.3,10
951,1696,-36.8,18
535,930,-5.7,94
879,1408,-35.7,17
557,1266,27.1,21
225,1719,5.5,59
384,1561,30.2,15
455,1711,-3,66
193,1785,-8.3,87
996,838,31.4,11
817,1707,11.4,53
775,919,32.8,93
347,638,4.4,28
137,1270,-34,58
121,841,17,54
806,1571,6.3,62
160,1386,-22,52
718,1665,20.7,11
648,1786,-29.4,15
329,996,29.7,3
593,1053,-33.7,86
673,925,-4.6,80
642,768,21.5,91
857,979,40.1,15
251,1350,37.1,95
870,639,-29.6,25
805,1721,-31.2,20
125,1519,-27.3,24
199,1173,-2.9,10
669,1692,27.8,62
818,649,39,75
753,1241,7.1,4
731,921,31.9,58
136,1608,36.2,59
819,1187,37.2,75
706,887,-25.5,46
433,934,-37.7,82
171,632,-20.1,64
976,1081,-21.6,72
523,1588,26.4,28
327,1036,-17.2,34
366,1071,-22.4,82
711,1340,-23.1,67
168,703,35.6,100
150,1650,-31.1,94
237,751,-2.3,59
878,622,8.9,1
446,627,8.3,47
134,612,-19.8,64
129,1109,4.3,34
179,1734,-19.2,88
918,1751,-34.9,87
204,1256,-7.2,69
766,616,-22.4,90
858,816,-8.6,38
275,870,24.4,81
378,1291,-23.5,79
536,1482,-9.5,77
837,832,-4.6,94
136,1607,5.6,66
410,1570,1.1,61
184,1095,8,28
122,1638,7.1,29
416,659,-18.9,62
759,1228,-1.2,72
450,1599,2.9,18
376,1713,34.2,4
285,859,23.7,91
624,681,32,1
735,1028,-9.1,57
326,1396,-30.6,81
719,1072,12,18
459,881,-22.6,2
567,889,6.2,65
356,769,18.8,59
810,872,-4.9,56
958,625,-27,17
707,782,35.7,14
751,948,-14.2,14
907,1318,-30.2,64
112,1176,-18.6,28
723,1351,38,49
