godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
761,1105,6,39
950,769,-2.4,49
258,1529,-39,48
662,1433,-14.5,30
190,1533,36.9,10
940,717,-29.9,43
810,1774,-22,35
523,1261,38.6,62
832,868,-38.6,69
565,1145,11.1,61
356,1174,-10.3,86
515,1378,-26.4,48
873,1101,-37.6,10
210,956,-17.6,47
896,654,28.3,56
128,914,-4.9,69
343,796,36.3,46
527,1320,31.5,97
838,1517,6.9,57
172,1012,-16,83
424,864,-26.2,60
748,730,34.7,92
706,1430,-36.4,45
741,1179,-35.9,28
353,781,25.8,48
400,1485,-24.1,12
558,1404,-27.5,5
687,1253,37.1,32
617,1773,32.1,7
307,1080,-18.5,76
179,1668,-14.2,6
613,822,-1.7,74
178,1446,23,58
350,969,40.1,59
470,719,23.7,66
604,930,2.2,84
825,1442,22.9,36
665,1661,2.2,47
898,1548,-29,19
138,1137,4.6,2
895,888,-35.9,37
667,1433,-11.4,13
148,1261,14.9,26
885,1450,1.9,48
735,1600,15.9,82
312,996,7.2,34
157,1423,-19.9,64
611,1147,3.1,48
453,1396,-14.6,96
907,1714,5.5,52
102,1602,-30.7,87
900,1762,23.8,61
608,1764,-32,7
606,1121,36.7,46
851,1596,30.5,34
904,1381,-6.7,90
733,722,-18.1,4
356,1031,5.3,41
512,1152,-38.8,54
825,1125,13.4,82
660,1445,8,22
546,1541,-4.2,28
242,778,9,57
719,1347,-1.2,83
235,605,-33.4,11
289,1656,-3.1,7
578,859,-20.2,60
688,1460,-0.2,2
366,1642,20.9,8
656,1017,4.6,17
470,1038,24.6,100
607,863,15.1,63
541,1634,33.7,72
565,916,-0.4,48
721,1722,16.3,79
362,1480,-4.3,69
796,757,31.1,22
360,1282,-39.1,57
914,792,38.1,12
979,954,-2.4,82
246,1178,32.6,97
142,1797,22.5,49
574,1455,-11.2,63
617,1686,-4.7,3
599,1623,-35.9,21
174,1633,-39.2,15
552,932,27.6,93
265,1657,10.5,59
438,1053,-26.7,81
108,1356,-12.6,5
738,1383,7.9,9
290,1065,-0.2,30
761,1403,-16.7,16
616,1278,-30.4,79
403,1197,-10.8,72
650,830,13.7,45
751,649,33.3,59
312,1064,-31.8,65
140,773,37.3,36
279,776,-16.4,29
278,1672,-6,15
699,1132,-15,6
447,933,-33.9,56
868,1423,-25,43
650,867,3.9,99
351,840,39.3,42
721,996,-6.5,88
190,604,-26.7,89
331,1266,-3.7,31
888,871,1.1,13
628,833,30.3,80
932,1150,-9.3,75
559,648,23.2,9
746,1050,-38.6,37
241,1178,26.5,54
450,1016,23.2,87
203,990,21.4,86
963,1566,-10.3,61
630,767,9.5,55
230,1463,-8.1,19
273,822,-31.4,18
971,1125,-24.9,58
171,751,-12.1,23
106,710,12.3,87
962,894,8.8,1
927,1652,-13.2,31
143,1790,16.8,26
373,1791,30.3,80
400,1029,16.3,16
918,1640,10.5,85
786,676,13.6,85
483,1665,-30,22
987,755,-31.5,53
816,1094,-19.5,56
449,1596,0.3,63
109,1307,-5.1,86
451,1442,-15,27
689,1280,2.5,24
761,730,17.5,63
693,1568,28.9,64
499,1685,-10.9,78
887,1219,25.6,21
405,900,-33.3,94
851,1508,14.3,47
779,813,-28.2,85
295,1053,9.8,90
217,1327,22.4,75
264,1176,-15.7,63
350,1736,-39.7,62
359,1031,10,67
578,1074,-29.8,23
132,911,-26.3,90
125,933,-10.6,91
673,1441,-24,6
717,964,14.1,47
883,1481,11.1,2
318,1580,22.2,2
357,699,0.2,18
151,1749,-8.4,8
881,828,-20.5,91
623,1131,0.2,68
278,1368,-9.6,75
988,1453,-34.7,12
156,1157,-14.2,30
828,857,-32.6,88
932,958,40.5,79
908,1613,36.2,62
142,1520,17.6,60
963,1672,2.1,52
806,1442,39.3,1
695,1724,34.6,99
584,863,18,8
150,772,-21.2,56
879,756,-37.3,68
447,1056,13,30
727,1427,24.9,95
475,851,-19.7,74
587,1633,16.6,14
725,1533,-15,41
154,1423,-9.8,69
188,1345,9.6,98
353,1440,10.3,9
554,843,-21.1,4
208,1544,-10.3,55
171,1154,-7.8,99
344,1670,-30.8,81
522,1333,17.5,94
545,896,28.7,67
766,1080,22.6,56
412,1043,32.5,17
653,689,-32.8,79
250,1374,-20.3,38
128,1423,20,56
582,1238,-22,78
575,795,34.1,82
153,687,-13.7,25
293,1024,21.1,17
285,1337,-20.1,2
518,960,-39.6,21
605,1290,-6.5,23
569,650,16.8,69
351,638,16.2,33
984,1443,26.3,65
909,1484,-36.8,88
164,1062,27.1,61
863,887,-25.3,25
790,1454,-14,52
157,662,25.4,64
167,1391,23.6,47
159,1044,-39,98
133,1632,-29.2,65
628,1446,-34.9,9
629,1027,26.8,31
801,811,-28,35
569,1340,-8.5,72
308,1320,-7.9,89
998,1177,27.8,69
216,968,15.2,55
