godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
564,821,20.4,99
589,1131,20.3,16
760,738,28.5,35
449,1118,-35.5,49
599,1060,-31.6,16
538,1048,5,82
492,1545,-37.3,54
214,1738,-28.2,68
896,699,-8.8,13
764,1126,-8,6
490,1316,-2.2,77
789,1307,-39.6,39
900,802,-7.9,98
386,1576,-1.7,34
417,1326,35.3,69
744,1002,-23.2,54
351,1380,-15.2,66
708,1191,22.7,68
555,1750,-34.5,34
229,846,-29.3,29
178,850,34.5,10
585,1725,14.6,47
498,1787,40.7,7
605,1371,28.5,52
995,1104,-30,67
772,1000,-15.6,67
704,1376,40.6,37
111,1289,20.7,26
241,1294,23.6,58
761,664,2.5,31
391,686,0.6,16
977,766,11.6,55
912,940,-31.5,44
916,1470,7,50
606,1184,21.1,8
895,882,7,95
587,1117,24.7,30
297,946,19.9,15
310,1713,-28.5,100
733,1501,39.4,8
981,1629,33.5,4
714,648,-26.3,46
253,1195,31.3,18
313,877,-37.5,48
204,605,-27.4,39
820,1220,-21.7,74
850,1555,7,79
624,1730,-3.2,83
361,805,21.2,35
762,1360,-11.7,76
179,1481,-37.1,84
343,797,2,95
277,1473,13.1,78
908,704,-29.8,42
300,1195,37.6,90
764,1190,24.4,77
792,1174,39.3,1
872,1528,-29.7,55
477,1677,-32.1,9
339,1300,23.5,21
131,1673,20.3,95
171,1040,-24.9,4
452,1617,-19.9,4
914,922,-17.7,5
977,1321,14,41
123,1232,33.8,57
568,1335,29,72
560,1000,-33,52
335,783,-16.4,87
711,1568,-35.3,75
345,875,6.6,3
312,1743,-35.8,40
442,1596,38.8,88
754,1443,15.4,5
627,1272,-9.9,87
583,912,40,23
330,1165,3.4,98
965,861,-36.3,69
869,1343,20,71
525,1412,15.8,42
454,1571,-21.7,40
664,1371,25.8,80
930,1045,-9.1,39
405,1601,-16.4,57
602,764,3.6,40
533,1034,9.4,91
608,1016,-22.7,21
841,618,9.8,60
556,756,8.3,44
897,1775,5.7,88
392,1629,38.3,79
867,1070,-31.7,15
597,1741,-38.7,29
156,641,-18.8,6
834,1244,9.6,95
984,1258,-17.3,40
287,1074,15.2,41
315,1450,27.1,25
315,1423,8.9,85
136,1100,-24.8,38
501,1425,2.8,51
381,891,-1.1,20
854,1320,-13,55
267,1292,5.3,93
127,1675,-31.7,46
426,661,-22.8,16
564,1099,40.7,40
863,842,-6.6,40
997,1365,11.5,64
514,698,22.1,99
450,1235,-37.5,74
309,1178,19.2,51
735,818,12.5,45
287,608,25.6,91
693,1738,10.2,87
506,1317,0.4,95
721,1307,4.4,30
107,1699,23.6,74
100,728,24.4,16
194,1266,19.1,49
678,1604,26.4,13
225,857,-33.7,2
406,1032,16,48
128,1171,-22.5,91
287,762,-6.3,72
516,798,36.7,99
399,1681,-12.1,72
113,1266,-26.9,91
621,1315,-12,54
649,688,33.5,37
883,1536,29.4,8
374,1003,26.1,43
168,1308,6.9,37
316,1086,25.7,22
181,894,-21.7,55
474,852,-16.4,10
789,1152,-36.6,25
658,1431,21.4,69
983,1523,-10.1,16
192,1489,-9.2,81
915,835,-4.2,15
519,1396,-4.1,98
902,1117,6.3,47
705,702,37.9,35
781,1600,34.6,65
648,1698,-10.8,94
975,1258,38.8,97
899,1675,-25.2,85
629,1785,39.2,98
243,1220,-14.9,69
386,1186,-34.1,67
345,1792,13.5,76
385,1233,-20.7,49
418,1733,-39.5,43
769,1696,-1.2,11
888,1745,3.8,59
645,1368,-32.8,100
702,1800,12.7,12
718,1362,-7.4,52
378,967,-9.3,34
672,990,-39.4,26
963,1295,28.9,8
821,1510,23,41
134,627,-12.4,96
174,1094,4.3,26
109,1410,40.7,95
793,610,-22.3,61
402,1616,-13.5,100
507,739,-1.3,98
187,1361,-7.9,12
460,833,-4.1,94
421,1772,20.5,42
896,946,10.6,7
419,703,-14.1,100
531,787,-33.3,47
106,1049,27.5,20
560,823,36.1,25
988,1005,12.8,30
818,1560,27.4,13
164,623,16.2,44
870,883,33,13
311,1645,-28.1,3
728,1013,-37.8,79
912,883,-32.2,55
176,822,-35.6,42
578,688,5.6,19
366,1527,38.3,74
626,1482,24.9,30
682,920,9.3,35
788,604,23.5,54
613,1354,6.9,53
432,1039,11.6,94
811,638,-26.6,94
958,638,-17.8,70
273,653,-36.6,29
834,1449,14.8,32
483,1074,-4.2,16
802,704,-13.9,79
574,1556,24.4,62
887,628,-30.8,63
378,1743,-20.6,91
990,623,21.6,63
453,1453,-29,60
235,994,-26.9,18
634,1453,37.5,27
188,893,-8.2,23
490,1308,22.7,34
812,1151,-12.8,66
653,1375,-4.7,86
408,1477,27.2,57
703,1587,22.7,47
138,832,-6.7,11
839,771,25.9,25
811,1530,19.9,1
375,1073,-16.7,26
363,1676,-19.6,13
374,1096,-19.7,78
640,809,12.8,31
779,1725,34.4,97
311,1677,-39.5,1
689,902,-17,63
705,642,-33.9,63
842,1499,18.1,43
654,946,-23.6,58
265,1144,21.4,31
818,1286,-19.9,91
956,1345,9.8,23
546,849,-9.9,41
983,606,20.3,33
712,1766,-15.2,4
982,1378,-13.7,45
561,1660,36.4,65
232,1484,-6.4,98
520,1075,-36.6,21
910,1567,-13.8,58
637,1015,-28.1,82
512,1268,35.9,14
122,1566,-10,6
137,1331,35.7,15
506,1609,-3.5,76
947,1090,-7.6,49
190,1051,-12.9,71
670,1243,-35.1,61
715,979,35.8,14
673,655,8.9,43
914,1781,22.4,35
747,1480,-39.2,97
978,1104,-14.9,15
115,1255,33.4,97
136,1478,-24.6,40
911,1103,22.5,5
330,743,5.5,81
481,843,18,64
