godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
695,620,-8.8,38
779,889,-11.4,57
432,1423,-30.5,49
138,926,-1.7,40
201,1676,-18.6,36
461,1445,-16.4,57
354,1320,1.8,90
264,1489,-7,75
427,1764,-30.8,25
124,697,-39.6,48
167,739,36.3,58
313,1291,25.1,81
997,1160,29.1,40
898,1200,-1.9,5
550,798,-0.8,33
415,998,-32.6,48
726,835,-28.3,99
300,931,33.6,47
521,718,-21.1,91
556,1524,-12.9,59
932,1257,-22.8,34
867,654,-1.4,32
966,875,-20.6,40
416,601,-22.6,38
117,1709,-8.1,34
790,1024,3.1,14
763,816,14.9,78
553,1633,32,46
753,740,25.1,15
436,1380,-11.7,58
277,760,39.8,60
952,721,-20.5,10
510,1243,19.7,10
626,908,16.5,66
948,1104,-1.8,46
391,1177,21.1,32
631,1570,-9.3,98
168,1193,0.6,86
712,776,10.7,70
571,1634,-35.6,76
176,1498,37.6,88
907,809,-35.8,7
675,1545,3.3,78
823,1082,-30.6,63
699,1221,22.4,16
897,1750,-25.4,18
804,1684,20.9,33
247,1509,-3.9,88
958,790,32.8,28
216,1779,21.3,87
175,1348,20.7,38
445,639,25.9,59
418,1320,-37.9,96
493,930,-13.8,72
167,948,0.9,49
197,727,-37.6,63
747,1429,34.6,14
452,804,-33.8,65
334,797,27.9,67
273,928,-33.8,75
374,1142,-16,48
696,1044,-35.9,1
309,1401,10.2,12
978,777,2.4,21
248,1755,9.1,40
935,1486,16.7,87
408,1358,-4.7,71
676,624,-29.8,22
380,826,-31.9,86
211,1033,30.6,11
746,1249,18.1,19
144,751,-5.4,36
196,1253,2.5,97
768,1022,-30.9,29
267,1784,14.8,27
782,875,23.9,93
885,1240,23.6,44
171,1496,25.8,43
835,1718,28.3,2
244,1101,40.9,89
916,1333,13.3,41
139,1403,20.8,15
418,1577,-37.7,13
288,1512,39.6,11
311,1440,-23.3,54
696,1058,-28.8,59
916,812,2.9,4
659,1592,26,44
495,1627,17.3,82
943,1289,13.6,67
613,970,24.8,7
985,1176,-33,26
163,1317,29,27
133,1095,33.6,78
572,629,-22.3,71
840,1407,14.9,82
589,1569,-8,60
921,1390,-12.7,85
396,1636,11,74
253,669,-24,36
497,904,16.5,59
839,849,9.8,1
676,1703,-6.8,38
577,1759,-14.4,74
271,791,35,62
990,872,-16.4,23
225,1750,0.2,75
547,1442,-37.4,52
529,850,-3.7,36
958,1203,-23.9,49
788,1109,23.9,69
385,955,15.5,66
288,1214,26.5,84
761,1498,-24.5,71
880,1402,37.2,87
737,1004,35.7,92
689,821,10.7,78
636,851,-37.5,19
136,1116,19,89
598,723,39.1,33
964,609,-17.2,26
644,1625,-23.6,66
831,1511,11.1,53
885,1365,-13,74
855,1080,24.6,27
170,605,-14.2,34
377,1481,-32.1,27
796,873,3.6,50
139,1506,-6.4,23
565,1499,7.4,51
