godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
784,785,11.8,65
327,1029,-18.3,61
219,1273,-19.3,28
724,1502,11.6,79
105,1486,-3,28
189,1596,39.8,83
560,1406,-23.8,62
930,1442,23.1,40
120,693,-25.2,96
425,812,-21.6,14
390,1050,-39.5,37
889,1561,31.7,91
293,1128,-31.7,88
931,770,24.8,34
591,1480,7.8,80
418,1125,23.2,7
833,1446,-39.9,99
973,1531,0.9,19
274,1341,7.7,98
209,757,-25.7,1
899,688,-27.6,74
478,1482,-25.6,73
765,645,38.4,52
694,1575,20.4,58
145,1282,38.4,23
988,1543,21.9,63
313,1372,-27.8,7
138,1699,-4.5,26
244,1337,-14,73
347,800,-10,44
272,1636,-0.4,75
679,1230,29.4,21
103,1664,-25,29
620,1763,34,49
133,936,-33.7,56
762,1301,19.7,71
524,1652,35.9,38
134,945,9,28
118,674,16.6,38
950,1398,-28.2,38
341,1245,5.8,47
556,1192,23.2,68
324,1280,-13.3,74
993,735,8.3,51
913,915,-26.1,38
533,773,-20,96
675,1604,17.3,89
173,1056,15.8,19
244,1721,3.6,1
199,620,2.9,51
887,1181,-6.1,76
307,1719,29.3,1
122,680,31,53
596,743,26.1,34
874,1000,-20.6,99
730,1090,-4.7,64
444,1353,-23.9,24
785,1565,-23.5,74
367,1575,-28.7,36
384,1195,-33.6,4
698,902,-27.6,20
377,1187,-39.6,23
135,1523,32,67
480,1742,12.3,17
259,684,-33.2,76
348,893,11.9,94
577,1123,-31.7,65
396,1671,17,20
596,1772,20.3,81
177,1472,37.7,99
588,1267,-18.6,44
370,1175,20.8,75
577,632,-13.5,67
302,973,17.3,34
691,1588,40.1,25
670,1684,29.4,51
981,1402,-38.2,28
580,810,-5,44
705,1183,15.5,56
490,934,24.4,44
136,1105,37.8,29
938,659,24.4,35
204,1566,14.9,32
879,1635,-20.6,31
610,1455,30.1,72
733,812,-24.7,10
902,757,-37.5,11
830,1287,-22.9,63
640,1148,11.2,18
578,640,-21.4,38
548,628,-7.3,16
664,868,-9,48
487,1656,-28.7,81
541,766,18.8,32
984,1529,17.8,54
950,1184,-28.8,81
600,1101,28.1,28
147,1406,20.8,93
520,1151,30.5,40
890,1793,-39.8,45
517,1362,-25.5,42
265,951,24.8,7
958,1777,-36.6,8
259,752,37.6,43
731,1283,-23.3,85
796,1459,36.4,98
182,773,-29.4,32
664,1742,-4.3,79
245,1246,13.5,39
288,1352,-37.9,45
399,1485,-15,33
737,763,-6.6,80
300,1031,-19.6,53
428,1434,7.3,74
922,1516,33,28
396,1604,-19.9,95
153,1792,-17,51
138,1445,16.9,35
824,1041,-16.9,63
767,1088,30.2,38
611,1153,-32.2,95
441,850,-10.7,45
559,1266,6.5,8
993,886,-32.2,36
101,921,4.5,58
790,1157,5.6,79
729,1060,23.4,11
359,1560,-15.4,58
959,1359,3.3,29
418,1591,5,98
112,1044,39.2,56
673,1499,13.8,48
331,1462,34.1,47
854,1414,-12.2,48
945,827,39.2,27
892,666,-12.4,88
362,1695,3.8,41
464,1445,16.9,64
455,611,27.9,60
884,1607,-25.7,41
216,1195,23,27
412,1774,13.7,76
740,937,2.5,68
177,913,6.9,89
510,1336,-18.5,99
351,1201,12.5,5
870,1667,-8.6,21
867,1350,-36.5,95
542,1732,-16.3,70
585,1742,30.8,56
842,971,5.3,88
117,1703,12,29
580,1442,-26.5,18
182,1232,7.1,90
495,939,-14.8,77
249,1597,-37.7,58
794,1459,18,25
311,1696,-1.4,85
849,872,-7.1,36
814,793,37.9,41
257,1658,8.1,35
627,1701,-5,89
334,1143,-4.2,32
808,819,21.8,22
448,616,15.6,45
950,943,-14.1,34
523,1020,-6.7,58
629,1024,-20.8,64
833,1213,-17,84
431,1454,-38.1,34
404,1764,-15.6,30
862,1226,-25.8,55
270,884,19.7,33
780,1762,-1.9,23
128,1716,32.2,73
852,1266,29.7,71
266,712,22.9,64
984,744,-18,48
921,765,16.5,19
384,795,-36.4,77
637,1123,17.6,77
874,986,8.8,10
163,917,-15.9,22
737,634,-6.2,34
694,1682,-3.4,12
284,982,17.2,18
131,1677,25.8,44
634,1696,36.2,38
130,734,-19.1,63
967,1420,27.4,79
875,1632,-2.4,39
359,820,-4.1,47
240,1184,-21.2,19
162,1617,-33.6,44
286,770,-20.6,23
750,849,-20.4,12
578,1088,-38.1,93
103,646,7.3,1
677,1689,-36.6,84
651,841,15.4,37
932,1111,-33.2,79
862,1242,-33,52
457,888,-21.9,82
599,1702,-16.6,27
757,1528,10,35
775,1429,-5.8,63
695,1306,-37.5,74
743,1626,0,18
394,740,20.3,9
556,1364,29.8,21
638,1782,-1.5,19
985,912,10.4,72
837,1317,39.5,98
447,1558,20.7,37
812,1458,17.3,98
941,898,9.9,97
129,670,-12.8,99
626,1738,25.9,37
654,1387,-34.6,14
146,1254,17.9,29
275,1262,25.1,18
890,1781,18.6,21
166,1139,-1.4,50
503,829,-16.1,49
981,885,33.3,92
661,932,-22.6,56
516,847,12.5,41
295,1237,16.9,7
200,643,36.2,51
665,1055,-11,70
483,1505,-4.2,25
847,1672,27.4,93
105,1064,40.8,91
472,1463,21,38
368,1594,16.6,78
386,876,17,72
510,1342,-10.9,28
614,1493,-25.2,84
155,1234,-1.9,12
150,1794,-17.3,27
112,1292,-16.3,62
641,1281,-38.3,89
800,1417,26.1,64
800,1479,13.1,98
789,1459,4.8,78
347,1040,15.4,91
