godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
402,1245,-22.5,58
111,705,40.1,34
835,959,-3.8,92
783,1557,26.5,72
759,1741,38.5,23
688,1113,-12.6,39
149,835,19.8,89
894,1245,6.1,67
188,1329,-18.4,45
511,1231,-14,35
128,739,27.2,5
703,1102,-1.2,76
455,1139,25.4,37
984,1764,-37.6,79
932,1577,-33.4,14
969,1096,-17.3,59
348,1314,22.5,74
193,789,38.1,87
586,944,40.1,84
169,864,37.5,4
864,767,16.1,48
381,1037,25.6,37
418,1342,-39,67
994,1070,8.8,89
913,774,40.3,37
282,1134,-27.6,7
453,1055,-11.7,2
267,1437,-21.7,100
667,1439,-23.2,33
735,1695,20.9,11
834,876,0.3,38
920,1027,-3.9,53
873,961,37.9,22
814,1553,40.8,96
823,1054,-12.2,33
455,1653,37.1,3
202,1494,31,33
930,1257,-31.7,61
855,1706,15.4,36
524,737,14.3,1
771,607,-0.8,51
994,885,-24.7,84
731,848,30.1,32
871,763,14.4,83
773,1267,39.3,16
483,1379,-33.7,29
372,1258,-2.5,33
784,1458,-6,29
880,1195,-24.5,69
216,1477,30.2,66
812,811,10.7,21
808,999,21.6,51
298,1344,-21.2,76
620,1629,-24.9,83
947,1580,-5.7,95
867,1733,-17.1,20
681,1782,22.2,19
534,1126,-38.9,15
364,1572,6.3,42
161,957,-18.8,25
395,1759,-28.2,37
886,1202,13.4,60
345,1059,15.5,46
468,704,-19.2,27
934,1451,-8.5,94
610,1233,-31.7,10
553,929,8.9,66
466,1396,10.5,25
992,1352,-4.1,65
173,1040,-39.5,74
390,1353,-37.3,46
941,1752,-23.3,18
286,1259,39.5,73
882,1724,-23.8,75
302,1626,15.5,29
971,1397,-34.4,19
335,1549,-4.7,37
850,1679,-29.1,36
282,1356,1.8,35
903,679,22.6,23
280,935,27.8,60
588,744,40.2,30
863,761,8.7,73
105,1347,6.4,95
423,1310,-29.8,19
927,1344,-13.8,33
498,959,-27.7,91
821,1170,6.9,12
398,945,-4.8,32
608,1397,-28.9,58
555,613,30.9,86
778,1324,-34.9,67
211,1409,-18.6,78
223,1704,17.6,47
322,1770,-13.3,55
518,703,39.5,89
935,1725,31.4,56
486,891,19.8,45
157,696,18.6,23
264,1421,26.9,76
152,886,11.5,89
891,1295,30.7,25
145,931,-0.9,7
505,1021,21.5,70
379,1668,-26.3,86
229,1285,24.7,96
102,1742,30.7,41
891,920,15,53
992,1627,9.4,51
291,1331,-4.6,17
772,978,8,100
356,1188,24.8,32
453,1677,-26.3,85
866,1580,5.4,73
179,1287,34.1,62
261,1147,-17.7,95
506,735,9.5,24
139,679,39.3,53
216,1752,-0.6,98
243,1253,2.8,71
314,603,31.2,21
910,1713,-11.3,50
452,1516,26.8,64
523,1611,-33.2,11
298,639,-15.2,2
322,1256,-31,68
562,1425,19.4,12
318,987,0.3,100
622,647,41,7
344,1234,31.5,51
495,770,-5.2,25
450,1465,2.7,90
780,1774,-15.6,34
573,1700,0.8,78
413,621,-24.6,74
594,689,31.7,40
772,1364,-1.5,21
270,1700,-38.2,62
326,1116,-1.2,47
447,941,-32.4,94
425,1244,-8.7,23
655,758,-32.6,79
866,1590,-27.1,50
467,832,-6.7,5
116,963,12.5,20
848,754,0,26
506,1200,29.4,31
204,1791,27,45
388,1286,-20.1,10
885,1090,-14.2,98
841,668,1.3,5
233,1677,36.3,16
410,1080,-15.8,63
348,1125,-29.7,80
170,1181,-31.6,5
572,952,-25.6,67
548,1474,-13.2,41
756,1133,36.5,26
957,1666,37.4,5
326,989,6.5,88
317,1129,11.9,98
371,1712,5.8,57
677,1135,16.1,79
332,829,14.5,55
868,870,34.8,51
408,1681,28.3,70
133,1434,-22.7,40
692,1705,35.5,99
659,1148,-25.1,10
684,1156,-20.4,67
508,1498,35.3,75
492,1711,-23.5,26
211,1704,-27.7,65
652,1162,-13,54
958,1069,1.6,80
344,1503,-0.6,56
652,948,1.5,17
224,1485,5,17
128,1741,18.9,23
580,624,-9,37
210,659,-25.1,47
957,1594,-2,58
112,951,-18.6,75
748,663,8.9,95
467,1343,-0.9,83
712,1763,-32,80
819,1583,7,28
900,1522,24.6,92
664,925,-19.3,65
828,869,29,88
909,652,-34.9,20
842,900,-10.6,45
361,1185,22.6,67
864,1457,34.4,66
201,1351,-13.7,78
860,1188,-21.7,38
810,1054,11,5
969,1096,-12.9,68
319,843,-4.7,94
740,1035,36.7,3
396,1377,2.7,22
849,877,-16.2,4
285,1108,-29.9,83
361,869,-3.7,17
928,1563,-30.8,49
661,947,-23.3,86
400,1039,11.1,98
748,910,30.9,92
251,733,8.9,75
895,1222,-16.1,3
614,1713,-38.4,58
380,1413,3.8,75
679,847,-28,2
952,1015,-12.6,90
822,1191,-23.5,52
291,651,30.9,31
855,1400,-18.1,31
121,1289,-8.5,25
284,631,5.5,45
838,764,30.8,91
898,1736,0.7,64
303,739,-35,71
189,1289,-33.4,64
984,712,-20.5,10
569,901,23.6,97
990,1621,-7.7,91
327,631,22.4,8
785,1336,-1.2,67
730,1569,15.6,65
314,807,-3,28
470,802,29.5,47
878,1677,13.7,11
790,817,-6.2,56
246,1289,31.4,71
163,1409,26.5,53
190,1354,-26.5,67
645,1136,29.3,34
475,1661,-35.2,37
693,1070,35.3,63
563,1320,-14,70
835,1672,-33.7,41
533,1012,-18.3,7
604,1798,-32.6,6
943,1309,29.7,78
531,1276,-14.4,85
816,1557,-0.4,14
405,839,40.6,24
957,1735,15.6,70
468,1376,26,9
375,1189,-18.4,68
393,1051,-0.9,21
209,903,24.9,43
230,1521,-38.3,6
300,1519,-26.1,23
393,1193,-0.9,98
146,1695,-32,81
171,1292,-15,92
105,1484,1.1,36
878,1733,0.6,5
831,1465,-39.1,25
746,1030,9.6,71
949,1178,31.8,92
611,1649,-3,40
467,1670,7.4,90
264,1058,7.7,39
767,1729,-10.2,41
703,1702,-33.4,45
331,1483,34.1,79
415,873,12.5,57
259,1025,33.4,37
276,1634,18.2,35
969,1155,-28,43
364,1314,29.1,43
580,1378,38.6,46
614,1017,-37.3,43
786,1498,-18.9,30
376,674,-7.4,11
500,1088,-7.4,90
786,1024,-12.4,91
327,1323,8.7,4
934,1689,-19.6,53
162,902,-31.3,97
864,874,18.9,51
595,1258,5.5,7
829,1067,-0.3,87
969,1271,-17.5,28
468,905,31.5,73
137,1138,-1.4,1
663,1080,-30.3,13
509,1664,32.6,38
857,903,7.1,42
965,1038,-25.2,35
928,1042,32.4,57
171,1617,-23,30
923,973,20.7,82
721,1387,21.7,13
145,1650,40.4,45
772,1714,39.3,65
836,1022,8,49
830,1512,39.9,86
532,1684,-21.8,57
375,1188,29.5,27
189,1042,-4.8,35
717,635,18.6,77
732,1056,36.9,57
154,1735,23.6,94
160,772,7,63
748,782,-14.4,99
456,1355,22.5,36
347,643,3.9,9
648,840,-9.1,79
626,1403,26.1,93
228,1092,-28.4,95
591,725,-23.4,65
825,1678,-25.3,10
536,621,32.6,34
116,1692,-30.1,35
594,703,29.5,78
239,1200,35.7,68
610,1706,21.8,41
523,877,33.7,22
907,947,-10.2,35
511,1785,-33.6,14
974,1009,-7.9,42
161,1285,-4.9,40
264,1139,0.4,80
179,637,-33.3,78
350,1071,-30.8,29
166,1189,-14,11
685,1637,-5.3,84
287,622,-39.1,41
616,1611,27.4,12
157,1040,21.9,98
914,1244,-18.1,21
263,1448,-23.4,13
945,1744,-2.1,40
408,1015,19,8
206,1140,7,98
705,634,9.9,17
290,1346,28.6,100
126,1588,-30.1,21
623,647,-27.8,68
285,1280,29.2,4
388,1106,9.1,37
113,1723,-5.8,24
731,1004,-15.5,54
985,1087,-13.2,95
937,1634,-38.9,21
238,914,38.6,42
418,1793,-12.2,17
696,994,-38.4,63
703,1700,-39.3,33
744,1089,-16.3,34
451,1361,1.2,81
629,1791,5.2,23
457,1702,-17.4,68
265,1633,27.3,68
293,1218,8.4,72
289,1434,8.7,11
204,1505,33.6,58
346,723,19.2,20
678,668,25.8,56
712,1779,31,85
438,1250,-23.8,36
526,1088,-29.3,45
737,1642,1.8,6
829,1165,8.5,9
340,1292,34.7,31
408,784,23.8,26
961,1739,-30.9,33
391,1516,-14.7,54
123,1529,35.5,22
275,995,-32.5,45
318,1743,-37.4,92
723,1192,-31.7,96
955,1106,17.9,32
811,1524,24.6,21
358,1655,29.6,6
501,896,-1.8,96
887,774,39.2,15
607,1278,8.2,87
475,1004,-14.2,77
167,1026,-13,1
719,810,-21.4,12
546,1133,-22.4,73
105,1711,18.3,79
908,1611,-2.5,55
221,1459,-17,20
121,1546,-1.5,89
981,730,27.5,94
202,958,-12.9,27
197,1558,-24.8,3
809,1329,5.9,28
703,1778,-18.5,64
612,1219,-5.7,24
682,1594,36.8,59
898,1211,30.3,66
315,1155,-13.6,20
426,1739,18.7,59
629,1131,5.7,67
898,1794,2.8,81
254,701,-30.4,66
289,702,-18.4,73
557,1346,-35.4,92
884,702,28.5,12
941,1317,30.3,93
499,1027,-10.8,68
749,1788,-26.8,82
654,761,2.9,92
484,1092,28.8,15
965,1243,7.9,10
842,704,2.3,36
505,782,36.8,44
106,833,2.6,89
386,817,-12.9,51
231,1309,38.6,39
645,1479,-37.8,18
487,1687,-38.7,62
934,1223,19.7,19
734,1155,-27.3,83
338,685,-38.2,43
478,1418,-9.8,91
986,1766,34,74
548,729,-26,69
306,1279,8.8,3
382,856,-26.7,28
526,1688,13.8,70
339,1701,-34.8,35
244,669,3.1,26
243,722,-10.1,88
612,1255,40.9,63
846,1787,-28.2,7
342,1234,28.1,92
737,1211,19.3,76
322,1621,15.2,69
184,1323,-29,22
301,1141,19.2,15
132,1779,-35.4,62
751,1069,-23.1,40
235,1495,-13.9,68
167,1288,-12.9,73
448,1619,11.5,50
812,1003,2.7,46
870,678,25.5,67
579,1499,31.3,31
416,1514,6.5,74
475,1616,-16.7,82
349,1054,-37.6,96
894,1220,-38.5,45
922,992,17.4,53
251,853,-28,17
469,753,-29.2,46
943,1489,-36.9,35
890,1416,32.1,60
524,1375,31.3,9
345,1693,35.8,14
121,896,24,53
192,1413,-28.1,84
447,1645,30,55
238,818,40.1,43
347,629,21.6,64
554,948,9.3,82
465,1250,34.5,14
896,1779,29.1,32
318,1666,-11.1,44
747,1233,-34.5,66
407,1412,16.1,78
993,1640,-21.8,62
469,1152,-5.5,52
837,813,-17.4,69
172,990,-26.7,66
370,1323,2.7,6
926,1152,37.2,84
451,1497,-31.8,34
751,1099,-29.9,85
952,768,20.4,12
695,1495,-36.7,89
533,667,-0.2,11
311,1076,19.7,87
196,1708,-35.8,30
184,1500,36.4,87
698,1038,37.7,42
617,1474,-37.9,28
690,671,-25.9,86
175,1028,32.2,91
430,1382,-36.1,93
936,1345,25.3,42
380,788,-12.1,92
980,1029,-25.3,79
435,1205,22.4,34
482,1604,-7.1,77
311,901,4.6,94
