godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
108,1523,20.1,13
918,1125,-21.2,55
567,635,-22,21
130,710,25.8,73
400,1743,-13.7,34
944,959,32,1
351,996,5.9,8
182,1333,26.3,11
553,881,-33,74
506,1340,-7.6,87
484,1128,-1.4,52
259,1297,-5.6,17
685,1093,32.2,95
437,788,-38,72
294,1718,35,88
920,1713,-5.8,61
490,685,28.3,95
966,1099,23.2,89
756,1460,-35.6,23
143,714,18.6,55
310,763,19.7,46
140,1788,-34.7,86
915,1001,27.8,20
442,1440,28.5,76
537,635,34.6,84
558,1094,40.7,65
799,1723,-0.1,19
228,1474,-15.3,51
531,1559,16.8,96
820,1284,17.5,73
903,1164,9.1,88
600,739,-33.7,3
402,1782,-21.8,2
983,1586,14,97
678,801,-39.5,41
257,936,-16.6,78
748,775,0,74
770,1669,-26,84
842,1163,16.9,49
537,1093,-23.8,33
106,1663,-1.5,19
337,1308,-30.8,67
402,974,-26.1,48
972,903,25.2,86
282,772,13.4,65
999,676,21.9,6
693,999,40.3,2
775,1214,-25,88
277,871,-22.1,37
107,1221,35.8,15
593,736,-36.3,2
648,1387,18.9,99
627,604,34.3,10
841,1785,12.7,30
218,1572,25.1,54
297,1208,-25.7,10
668,1687,-32.5,96
366,1094,-37.9,39
973,1397,28.3,20
354,806,6.8,72
191,1033,-17.8,19
278,1307,36,1
344,908,0.6,13
520,1424,-24.4,1
262,749,5.3,83
665,666,29.7,58
287,653,2.7,25
821,627,-25.4,20
719,1306,-20.6,90
377,1573,39.2,35
477,1685,-5.5,46
355,1319,-10.3,98
171,1302,20.2,35
507,752,37.4,66
961,930,31.7,47
773,1278,1.8,88
714,1347,-21.1,13
712,771,9.9,55
876,736,23.3,47
342,1577,-4.1,29
791,1715,-9.1,85
918,1410,-25.5,52
968,1108,-27,72
955,1379,23.6,84
578,1516,-36.1,63
869,1291,25.7,64
526,1497,34.5,4
269,957,-39.7,28
661,895,-20.2,6
455,1498,-20.4,49
739,697,37.4,82
439,1748,-3.2,76
147,1198,-22.8,9
306,911,10.3,68
207,785,18.3,85
701,671,-35.9,24
866,1089,-32.6,89
668,1118,37.4,4
728,1226,-31.6,72
919,1613,3.4,46
549,1652,29.1,19
268,1038,-14.9,47
298,1285,-12.6,48
347,1656,24,70
943,1516,-37.2,10
152,976,15.1,100
1000,852,-33.1,1
236,1225,-36.7,78
338,766,-33.9,36
788,777,-37.1,94
263,1520,-3.4,40
660,1676,-34.1,20
800,978,29.2,83
694,1783,-30.6,53
905,767,-23.2,78
857,1430,-24.7,89
683,960,30.9,13
833,825,9.1,33
747,882,-37.6,94
935,1085,-37.2,36
520,1618,17.3,48
923,1193,-20.9,83
538,1425,-15.9,81
933,1204,-27.9,84
568,1476,25.4,51
437,1247,-29.4,24
893,1626,-2.1,43
832,1613,-39.2,13
738,1688,40.3,90
361,1220,-21.8,76
859,898,-18.3,14
195,926,-16.6,25
296,1343,-34.5,12
810,1576,-5.1,18
576,1268,-9.9,75
898,609,-21.8,43
928,1026,15.6,29
588,1052,5.8,51
395,775,-7.2,12
627,1491,4.6,26
694,671,-0.9,45
430,1172,-34.1,73
388,633,35.1,38
561,1094,-5.6,46
672,609,-4,58
389,675,9.3,36
624,1729,28.8,51
698,800,-38.4,12
853,1469,-11.2,80
206,1346,35.4,47
447,1649,23.3,99
830,991,-26.5,73
369,1549,10.4,18
255,653,-28.1,6
525,1556,-32.8,52
861,1057,-33.9,3
605,1213,-19.1,60
471,1035,21.5,44
410,1663,-14,36
638,1118,-39,84
219,1385,-32,93
741,1686,-9.6,94
974,1019,29.3,29
914,948,-14,93
798,1659,-0.1,56
567,1293,-2.8,55
122,1231,7.3,64
403,1550,28.7,6
686,1584,-2.8,51
767,803,-18.3,65
393,924,-20.9,90
572,1630,-8.2,68
864,1309,-30.9,92
858,1661,-21.3,66
717,892,14.6,83
636,1046,-22.7,23
634,780,7.4,74
294,1652,16.3,16
289,1024,-5.4,100
592,1322,2.7,5
234,794,34.5,77
381,1676,17,60
567,1559,-14.2,37
634,1498,-23.1,45
235,1744,-37.8,49
259,1471,-23.2,51
779,1225,6.5,77
622,1470,36,17
530,1337,28.5,61
500,905,-19.5,51
686,1712,39.4,76
492,1224,-22.9,1
634,1133,-34.8,72
763,998,12.2,16
609,1111,37.3,11
189,1541,-1.3,14
621,1139,1.1,54
816,1243,19.8,34
239,1561,-38,19
322,1277,36.5,5
417,1079,20.5,96
730,995,6.3,14
486,1133,-29.2,19
505,1307,-0.1,66
490,1074,-33.6,77
288,1438,-23.1,69
464,665,-12.5,48
399,1734,-12,40
644,966,14.4,37
430,1152,-16,63
406,642,29,51
843,1383,-6,44
180,872,31.8,33
397,641,-24,99
515,809,17.5,47
891,1532,-30.3,87
187,1736,10.6,57
543,1745,26.4,57
757,680,20.6,44
964,1039,25.4,43
307,1653,17.2,36
872,923,31.1,26
624,721,-5.9,24
409,1003,-28.2,67
194,1517,-27.1,16
230,639,24.6,48
559,1299,-25.5,84
347,1616,-0.1,53
937,1529,14.1,58
388,1172,36.1,62
532,1764,-12.1,21
786,1061,-38.1,61
997,716,-29.4,85
848,799,29.6,21
236,1300,10.3,76
