godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
995,1501,38.8,16
569,846,32.2,69
612,924,36.7,30
100,901,-1.1,89
703,1441,12.8,82
499,1104,-23.7,39
669,995,-12,21
706,771,34.1,13
663,862,-1.3,98
739,867,-33.6,8
961,1303,16.7,27
369,1725,-23.9,8
234,1667,-18.1,67
238,846,26.9,63
943,1177,27.3,46
184,1770,-14.6,95
870,1361,31.7,28
349,1088,-14.3,74
199,1751,17.9,36
240,1204,-21.9,13
358,1609,20,27
802,1754,-34.1,88
392,708,-33.7,93
366,1702,-24.8,3
686,1388,27.4,49
814,1023,-35.5,12
785,1772,-34.9,3
908,1453,-24.6,75
183,1420,-5.5,15
191,607,20.5,82
317,1236,-30.6,85
935,1267,-22.1,35
598,1053,-17.7,57
832,805,-21.6,3
634,1390,5.2,50
703,1791,8.4,100
393,1253,-16.8,37
268,1533,-34.6,14
354,1278,-3.7,5
959,1301,-31.9,9
555,803,-32,59
994,965,2,30
434,974,-24.6,20
505,1202,-0.7,53
714,1307,26,83
951,1079,36.2,96
464,1238,-34.1,59
729,1711,21.5,48
432,718,-17.7,9
711,1103,30.6,80
925,1498,-31.7,27
712,1041,-1.3,82
549,619,-11.5,60
875,658,-34.3,65
903,690,38.3,51
885,677,-39.6,79
427,655,40.8,80
579,1320,-6.4,93
969,1351,-29.5,66
697,692,-19.3,88
684,801,-26.8,24
752,1453,16.5,7
611,1365,-38.2,51
650,1699,-25.1,78
402,1612,-30,22
406,1349,-5.8,97
100,1160,40.1,14
952,1745,36.7,66
360,1339,-26.9,94
541,606,39.4,69
563,1564,-28.9,37
601,1675,-36.2,11
234,1109,38.2,8
526,1219,32.6,97
422,1471,26,99
618,1784,-21.9,90
371,1511,15.5,95
348,1650,21.6,52
171,1260,26.8,34
914,1208,13.3,65
184,933,30.7,53
588,1150,-19,90
124,1042,8.1,74
919,701,-0.2,66
825,702,0.1,11
889,976,20.8,82
846,1351,12.2,80
621,690,-3.1,98
833,1625,-30.4,35
528,1744,3.9,75
689,690,-16.9,37
288,755,-31.8,67
206,1340,-26.3,32
338,1434,-20.2,3
465,1250,2.3,78
250,971,-4.8,83
865,1694,9.7,40
132,1225,14.1,5
433,1220,3,74
543,790,-10.9,41
652,794,4.9,61
487,832,5.7,28
734,646,-5.9,68
665,1297,32.3,96
588,1096,-34.8,65
992,1790,33,92
232,1025,-24.4,13
225,856,25.4,71
183,1387,6.4,54
730,896,-18.1,66
663,788,-36.1,12
620,1206,-37.9,44
218,961,8.6,36
992,1081,0.9,73
425,729,32.8,7
978,1587,-32.2,75
390,1098,23.9,77
750,737,-39.5,97
434,1532,16.7,29
736,1228,3.9,44
481,1435,-9.3,48
255,612,17.5,16
195,772,31.7,72
139,1258,20.9,57
593,1667,-5.3,66
304,1747,-25.1,66
626,893,29,94
324,1179,23.3,96
589,1254,-37.6,95
149,1298,9.1,58
954,685,-0.2,32
870,1708,-24.1,70
934,1121,-19.5,33
459,882,-13,90
741,1360,-14.7,34
198,975,-6.4,34
659,1144,7.3,4
356,1606,-10.3,99
477,606,3.9,15
544,1206,-4.7,55
714,903,29.2,52
873,1190,32.4,88
736,1293,-2.3,44
865,746,-3.9,10
373,1260,37.9,68
606,1016,17.4,28
263,1769,11.6,55
752,1557,6.5,33
386,805,17.5,87
515,1635,-6.6,53
647,1374,5.4,17
717,739,-28.1,90
464,991,23.3,68
786,1600,-21,98
594,1047,-13.5,74
198,1572,5.3,24
907,865,-0.6,44
568,737,31.5,99
578,635,30.5,26
197,1449,33.6,14
926,1522,29.1,48
320,1578,41,11
206,1451,-21.5,78
953,1150,-16.2,52
601,1197,33.6,64
236,647,18.8,79
610,1751,3.6,85
484,1748,-34.6,45
858,1749,8.6,17
755,820,-17.3,15
947,1337,-31.3,43
961,1642,12,14
668,1781,-16.7,37
307,947,21.4,97
462,1445,35.8,7
198,697,-19.7,97
763,1368,-5.6,68
483,1645,-27.2,69
830,710,-4.9,42
637,1397,10.5,79
622,1169,35.2,79
497,637,38,47
800,625,-17.3,76
808,779,-32.8,23
523,1777,-11.1,31
171,1787,-28.6,25
669,1179,24.2,74
370,669,40.5,22
275,1037,-8.6,76
874,625,-30.5,4
349,1197,38.4,63
358,1550,-8.1,45
870,1482,-2,74
743,834,4.8,77
618,1359,-22.8,88
508,1407,3.3,54
548,1024,-34.6,43
983,950,-8.5,92
619,1635,3.3,41
746,986,-27.6,57
841,800,23.9,84
698,1261,-4.8,1
441,1431,19.9,95
806,1113,19.7,75
736,1535,-9.2,10
924,728,22.4,86
551,943,18.4,20
834,1735,35.7,16
874,1173,-11.5,10
760,730,27.7,18
797,1426,-4.3,48
102,962,27.5,28
442,1490,-19.6,20
800,1449,33.1,91
378,1520,19.3,44
471,1626,-36.3,76
375,738,-33.3,47
456,1404,-39.6,42
345,1100,31.4,88
944,640,-12.4,70
783,865,12.2,17
235,1363,34.4,7
