godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
571,1642,-4.4,47
899,1415,-32.5,23
537,694,12.7,53
743,1372,-25,40
747,876,-18.7,58
742,727,-24.1,75
878,1227,-0.2,19
772,1631,34.4,26
547,1742,-7.6,6
227,1387,15.2,5
983,1261,-26.8,75
726,1498,-4.7,16
249,1308,37.4,27
828,1257,-22.9,20
530,1729,-8.1,22
100,861,40.4,51
301,1413,-36.3,45
148,1325,-33.3,82
576,1342,29.2,23
815,1746,11.2,22
177,925,15.1,96
360,1070,15.6,70
174,782,0,55
638,1765,-17.8,65
365,1450,-7.6,4
945,1027,26.5,38
983,1113,25.5,82
883,926,22.6,34
130,815,-2.5,19
839,1120,8.9,54
967,754,-1.9,96
845,1154,-38.4,93
934,1729,18.8,100
579,1735,-9.9,95
131,1424,-37,7
632,1663,-8.8,51
767,758,12.9,2
939,1072,-1,92
602,814,0.5,7
186,1305,6.6,49
183,781,2.3,2
256,1455,31.7,90
177,1553,-15.3,48
660,1054,-14.9,63
178,1324,15,74
322,1050,33.1,6
935,1288,-3.2,98
989,1490,-26,80
210,1164,32,81
205,1277,-34.6,87
771,1513,29.5,22
670,947,20.4,2
647,628,-26.3,20
102,1019,-21.5,57
697,797,-33.2,34
757,924,-10,36
592,1214,32.6,64
320,740,-33.2,7
838,776,-25.1,57
256,997,24,88
588,1036,-27.2,60
984,1525,32.1,74
238,1120,-1,93
378,891,-32.3,21
711,1619,-28.8,28
452,908,-24.9,3
934,1703,10.8,57
824,679,16.4,10
581,1329,-21,78
604,1364,1.2,13
873,657,6.8,72
942,814,-29.3,6
794,1086,-30.3,22
361,1347,-25,20
880,1366,27.3,81
627,1429,16.7,80
784,973,38.6,16
451,1471,-35,79
304,1207,3.4,83
649,779,-7.1,79
485,1257,-14.4,13
569,1374,32.1,83
206,958,-18.3,28
214,1484,23,89
192,1022,28.2,59
729,1381,-34.1,61
664,1483,-34.8,24
489,1078,-21.7,66
354,1400,-1.4,31
747,951,10.1,2
513,1352,35.7,18
363,830,33,54
453,827,18.6,46
760,856,1.1,27
245,1005,8.1,74
837,605,32.7,20
721,708,27.6,12
917,1112,30.5,69
246,1294,21,49
570,1454,8.2,59
165,723,-5.7,85
546,678,38,25
366,1161,38,4
646,817,1.8,33
614,1410,-40,94
450,1093,-27.9,96
310,864,-39.9,7
813,1607,7.6,99
341,1250,13.4,76
702,1654,14.8,4
450,1129,-21.7,46
665,1284,30.7,14
762,1567,2.8,5
433,753,-20,96
406,1434,6.2,72
996,890,-10.7,5
932,1181,20.4,33
805,1061,22.7,15
707,1667,-0.9,91
446,1211,17,38
792,920,8.8,53
208,811,-29.8,88
353,732,36.3,100
887,680,40.4,8
563,1418,-39.7,73
629,965,25.9,9
319,1254,36,47
508,1021,36.1,12
951,980,38.8,46
369,1482,30.1,9
337,771,-23.1,86
877,1675,34.1,53
506,1751,30.5,90
237,1455,-30.5,52
418,859,-30.2,85
652,952,25.6,29
920,1143,-36.7,33
304,1152,-18.1,73
864,1661,-11.8,90
414,1642,31.8,73
347,1441,-14.1,93
449,986,19.6,42
967,1080,-3.4,1
508,1603,5.8,56
572,854,20.9,27
503,1646,-18.8,54
233,1051,15.4,67
207,1244,-39.1,7
800,1014,-5.9,4
469,817,-0.6,33
784,1442,35.3,7
737,1299,-20,7
740,1547,-38.8,1
106,1370,4.4,6
411,1230,-6.6,30
116,894,4.6,3
868,1123,8.4,32
512,1793,-26,62
437,1065,31.6,12
614,927,30.6,49
649,1736,-1.4,31
655,1484,10.1,75
123,1286,3,94
986,1630,18.4,76
890,1181,4.9,36
803,1181,36.1,72
561,1304,-19,66
198,675,-22.2,69
294,1152,4.8,90
565,1270,-9.1,22
285,1736,-27.6,30
979,871,-25.7,78
725,1531,8.4,23
707,1465,-4.1,51
181,1412,2.1,1
216,1550,-31,30
736,1444,7.4,96
163,1010,40.4,97
126,922,-32.2,72
715,1372,-24.7,30
519,1700,13.3,34
292,1013,-35,14
912,1146,19.4,88
494,649,-15.2,41
474,1131,-17.8,8
412,684,13.8,5
902,1775,33.4,9
246,1485,24.2,90
735,781,-15,83
227,922,5.7,37
323,1133,-36.2,93
329,726,-15.6,45
