godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
819,770,30.2,95
936,740,-18.3,45
585,715,34.5,27
984,1466,10.8,76
499,1442,-18.9,80
747,1658,31.3,59
208,757,-36.2,64
821,622,18.4,37
966,779,-15.6,20
883,991,-31.5,63
529,631,-25.1,9
925,665,11,37
605,924,-31.1,86
882,1675,9.4,92
340,1596,31.5,66
567,1053,-36.5,28
309,1447,-0.7,13
765,1248,-37.1,13
337,1410,-9.9,58
631,1788,0.3,66
456,1739,-36.7,79
293,674,-20.9,77
216,1514,12.3,82
362,768,33.9,90
114,1708,-2.5,41
673,1703,26.2,97
702,1580,1.1,99
765,928,-8.7,89
611,1460,-7.3,79
268,697,-23.7,17
936,1119,22.4,34
342,1604,9.9,23
244,856,-21.4,63
774,1733,-19.1,52
169,762,16.4,97
874,1560,-23.1,27
487,603,-13.8,61
468,1365,7,57
677,1287,13.9,38
424,998,-27.1,38
834,993,32.5,72
636,1552,-7.6,49
876,1374,29.6,36
774,1782,-8.1,71
928,1255,28.9,99
782,1264,-3.5,30
596,1044,19.5,86
874,1280,24,20
864,1075,-36.6,12
605,1651,31.4,40
930,756,-1.1,73
110,1521,40.9,19
116,1799,8.1,24
502,699,1.1,51
402,741,5.9,54
690,1787,39.6,17
941,1204,-8,65
235,1139,-16.9,35
898,1118,12.8,74
460,1423,17.2,20
227,1156,0.3,41
965,877,-24.8,3
701,753,-36,15
687,715,16.7,55
423,1646,-35.2,8
596,1427,26.3,77
286,941,0.1,7
748,1594,-3.5,78
205,1617,18,23
276,925,18.1,35
480,1604,5.6,85
357,1687,10.7,50
368,1581,-6.8,38
414,1324,-14.9,66
336,1428,-31.8,22
956,1298,-34.3,63
939,1047,-35.7,74
976,730,-29,22
103,679,-2.7,93
847,1265,12.3,33
142,783,33.9,59
287,939,-6.1,15
273,1607,39.4,12
353,799,-38.9,2
395,1655,-36,76
488,1521,10.8,70
434,747,-30.8,69
404,1352,-24.5,50
407,936,5.1,34
786,623,-9.9,93
955,1638,-14.4,15
243,671,34.1,45
657,642,25.4,23
217,1731,-22.8,74
641,1519,-34.8,76
213,1721,-26.3,15
919,737,-33.7,72
436,898,-2.9,39
874,1779,-24.7,58
810,1595,-39.6,26
936,1340,-22.4,44
232,1754,30.3,94
326,1356,-32.1,23
211,1501,-31.8,71
331,858,38,11
755,810,-9.9,83
437,1571,-31.7,83
778,608,-2,30
799,1511,-17.3,6
695,1438,-22.6,76
376,1373,35.8,64
169,910,4,62
407,1343,17.7,12
537,622,26.3,13
596,959,-2.5,10
572,1180,-15.8,69
522,1338,2.7,26
245,1257,23.3,27
675,1064,13.7,27
196,1157,-36.3,98
552,866,-5.6,4
752,1320,9.1,71
676,874,-20.4,91
340,1315,-38.3,58
441,927,-7.9,71
586,1015,10.2,14
998,1364,19.4,24
313,1390,-5.3,71
478,621,19.6,81
194,774,-22.9,90
355,1213,39.6,9
369,849,11.5,18
171,1269,-18.1,51
487,901,15.8,16
647,1041,8.5,32
763,968,8.1,40
705,1498,6.2,50
901,654,31.7,20
644,707,-35.6,46
440,1639,19.2,51
557,1048,-25.6,15
227,1595,-23,3
570,1431,-39.6,88
699,1331,-27.3,36
494,1412,-6.8,59
627,1416,40.9,100
460,1002,22.5,48
793,687,-35.5,31
481,990,5.6,7
661,1231,-19.5,48
822,739,16.8,63
844,1346,-20.9,66
235,652,9.2,47
495,726,31.4,48
281,1045,40.3,91
577,1558,-1.6,55
961,1268,14.3,32
637,1231,-7.3,96
838,673,-8.9,36
333,1248,-7.5,58
293,864,-3.8,36
163,1551,28.6,46
511,1442,8.3,53
610,1458,-30.5,88
157,1671,35.8,49
546,1288,-16.1,25
311,1560,-5.1,3
290,1537,-14.6,1
171,1465,6,73
251,805,-5.1,79
915,691,-3.9,93
508,1621,-23.7,94
396,1209,25.9,34
705,886,-23.2,1
850,656,25.9,12
262,881,-2.2,98
472,1010,34.8,91
460,940,31.5,14
720,1457,-34.3,99
259,1568,22.4,26
266,1168,16.1,82
642,1075,-34.7,42
663,621,10,79
189,770,-7.9,15
405,964,-0.2,34
974,1530,-16.5,73
211,1737,27.4,25
600,1568,0.1,42
426,1757,2,91
170,1662,3.5,20
908,1592,-24.2,83
557,905,34,36
736,607,-24.4,64
966,1182,6.7,50
217,1404,-5.4,46
138,733,7.1,7
912,1701,-39,44
215,1259,-30.7,47
907,1722,13.5,56
889,1194,-5.1,78
120,1759,-26.7,26
461,898,-12.4,98
584,1088,-32.6,98
916,1285,-38,25
366,1203,-34.8,64
875,1157,25.5,31
858,1069,40.8,59
915,811,-6.2,29
576,1297,26.9,72
911,1151,-20.1,77
173,825,-34.3,46
993,1546,-0.4,41
856,1407,33.8,99
128,1339,-36.6,37
257,605,-39.3,17
383,1062,-12.2,37
453,1518,-37,58
476,1386,36.2,18
607,1438,-22.6,16
926,1174,-34.6,63
343,939,3.2,99
476,949,-30.4,28
251,781,-17.7,82
152,896,-20.3,11
129,765,15.6,57
152,746,-15,78
381,1386,-15.9,28
768,1021,10.1,41
431,1134,40.4,9
745,1393,-31.4,3
351,980,-6.1,10
397,679,-11.8,53
443,638,-10.3,78
178,801,5.3,90
582,1689,27.3,24
686,1702,13,34
980,1485,-22.5,51
750,853,9.8,67
214,997,-1.8,87
654,1057,-28.5,43
422,1736,20.6,81
879,871,-25.2,69
315,1570,-38.3,35
887,1729,39.8,1
741,1421,-26.9,89
887,682,-34.6,30
534,820,25.8,55
928,605,17.5,82
260,1321,18.2,71
140,868,-32.9,80
266,729,-30.1,43
617,1018,10.4,24
557,886,-21.5,80
520,1281,16.5,55
512,1291,22.2,44
534,1480,36,92
290,1068,-31.3,69
645,1241,-39.1,5
337,1138,-27,4
549,672,35.9,49
881,1595,32.8,95
197,903,-3.9,29
891,1364,-25.9,7
967,1535,3.1,36
258,1208,7.5,90
197,913,14.7,22
338,1518,-14.7,22
308,721,-38.1,1
407,1286,17.4,81
228,744,-3.1,17
199,1415,-2.6,43
117,1325,3.1,79
730,1491,37.7,54
908,688,-27.2,11
207,1385,-6.6,10
142,1401,-22.5,97
130,1452,-4.3,34
749,1070,16.1,55
244,939,-29.4,14
820,1593,8.9,51
487,971,14.8,19
704,1072,-12.1,2
746,1465,-25.2,71
958,1260,-18.2,30
419,813,9.6,63
443,605,27.9,51
276,1317,-17.8,79
937,768,-32.3,30
835,1316,5.6,46
603,942,-38.4,92
911,1544,18.1,40
191,879,-1.4,84
463,1430,-26.3,31
798,1575,29.3,99
897,1218,32.4,82
454,876,-12.6,66
262,1261,-17.5,51
1000,1798,17,48
963,1800,-15.9,3
394,1442,-23.5,18
673,1175,-38.6,6
524,1472,34.9,18
583,1653,-15.8,5
536,872,7.9,30
881,1255,2.2,49
911,652,3.8,99
474,1350,-9.8,59
889,1344,-8.5,67
356,776,-16.4,39
251,1196,5.3,8
743,1359,16.5,3
463,1056,-14.4,2
523,1152,-1,39
641,1792,-33.1,93
825,715,30.7,63
110,715,-29.4,5
226,623,-21.1,98
355,1068,-1.7,83
399,1126,5.3,38
512,1107,-15.7,18
776,715,34,29
333,1229,-3.5,18
261,919,21.9,9
249,1724,23.8,51
467,1199,35.8,71
393,1522,-37.4,71
909,688,-13.9,7
864,755,-8.3,85
257,955,-29.4,1
267,609,30.4,82
872,1551,35.9,64
466,1780,-39.6,47
351,1162,-21.9,21
612,1233,-37.2,69
960,1731,-10.4,70
192,1672,-7.4,67
972,1181,-12.6,16
170,1118,14.3,52
214,1569,36.7,29
551,1090,-36.5,68
592,639,5.2,64
593,703,-18.2,75
164,1185,24.2,32
561,1241,-4.3,36
618,1162,-5.9,6
276,967,-34.5,51
692,642,10.4,3
293,873,22.9,18
887,1676,3.4,37
781,1100,-3.1,49
375,805,18,58
458,1306,-27.8,59
233,1514,-31.3,93
495,1531,31.3,53
193,1514,40.8,13
319,1167,15.8,66
989,1050,30.9,37
456,1412,-24.7,42
601,633,-24.3,69
205,816,-37.9,58
995,1533,31.9,34
709,883,22.7,17
584,1486,-28.4,67
960,1031,-28.4,77
375,726,37.8,81
896,885,-6,56
759,1733,0.3,34
872,1375,18.5,8
910,1792,-5.7,22
728,1151,5,69
956,906,-18.7,76
999,789,-2.6,49
926,830,33.8,61
343,1386,24.2,96
397,1772,-18.7,63
940,1642,32,95
413,1060,37,9
640,1766,2.1,71
643,1094,-23.1,78
196,769,-15.1,98
246,1290,-10.9,4
315,1425,2,31
315,1378,4.3,22
344,1351,14.4,50
625,1345,-0.2,56
465,979,-22.3,16
119,1711,39.6,42
565,1459,-10.7,13
416,1307,-18.5,32
291,1339,-36.9,43
742,1209,-29.3,55
446,845,37.4,80
567,1727,-20.1,44
481,672,21.3,82
479,1538,38.8,76
324,1499,33.9,32
166,717,-26.1,71
243,1217,23.4,22
447,1333,27.9,98
357,1755,-14.3,55
910,714,17.7,50
803,1722,6.3,54
303,876,-16.8,59
827,1619,25.3,49
986,665,34.1,77
170,1722,-3.8,4
677,894,13.8,42
544,1738,-22.2,59
248,948,1.1,34
296,663,-28.8,20
636,861,-11.6,3
396,999,35,78
413,1031,-23,96
455,793,2.4,65
327,1238,21.1,99
452,1448,30,13
902,1072,-16.8,32
186,1405,3,31
904,1265,17.9,65
985,1052,3.1,88
952,733,-20.2,27
778,1091,-5.8,23
505,638,-37.6,64
620,1318,-13.5,71
809,1556,-24.9,17
939,1040,15.3,50
264,1035,-38.5,86
212,1100,-34.3,60
552,830,-13.9,71
932,1789,18,37
458,1012,-33.6,57
695,731,28.8,40
889,1174,-7.1,60
814,1618,30.3,29
918,959,-23.5,17
405,1256,34.4,42
441,1103,-13.6,65
316,791,-16.7,56
178,1027,-23.8,69
654,1684,-11,78
793,1499,24,42
