godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
411,1741,41,90
370,1013,-31.5,100
535,887,28.3,6
221,1219,-33,31
993,1395,4.7,2
554,1537,7.4,33
211,1478,-7.7,50
794,1796,12.1,97
319,1135,-10.8,57
503,1685,-31.8,17
540,1234,-10,88
217,1465,-33,35
555,1757,-23.8,17
919,830,22.8,5
888,1728,-30.2,35
752,1735,24.9,33
716,660,14.9,100
756,1194,-8,41
263,1313,-32.4,37
778,901,-21.9,30
154,627,-4.1,66
186,893,-2.7,61
561,1300,12.1,45
250,1166,-23.7,38
260,1567,-29.8,11
708,1795,-23.3,45
757,822,-35.9,87
932,1592,28.4,97
742,873,-6,9
168,873,35.2,27
992,693,-17.8,74
406,1713,-16.5,82
230,1362,-3.6,8
534,1613,32.6,75
828,1642,-16.5,8
911,1721,12.3,88
862,770,18,26
586,1148,-4.7,79
334,907,-13.6,40
226,894,-16.4,90
250,1028,2.6,70
892,1419,11.6,15
132,1337,6.5,73
632,1395,-7.2,77
796,1297,14.8,24
829,1231,19.4,57
910,1761,-26.7,16
569,1107,35,86
348,1685,-12.4,73
500,1164,33.1,72
759,1578,4.5,79
890,1342,3.4,51
862,1420,2.4,82
670,1192,-26.1,92
559,660,-39.9,71
994,631,10.7,15
291,1361,-2.3,42
442,1344,-35.3,100
621,1097,-2.7,27
129,1553,-25.9,2
851,915,-0.4,39
343,1570,34.3,5
691,1033,24.4,11
429,928,9.4,44
453,1449,-8,96
778,897,-17.9,28
673,1634,-20.1,1
492,1011,-8.2,38
932,955,38.9,55
725,1099,-9.7,61
231,1671,-16.1,34
744,1315,-16.9,93
363,605,-16.5,99
622,676,-38.4,35
215,1405,8.1,40
541,1421,36.3,30
615,1088,-2.3,90
977,1552,-24,90
915,1192,3.3,33
425,1440,13.1,94
734,946,29.9,32
268,1052,-3.1,29
763,1259,-6.4,12
497,1141,5.3,5
596,1399,-29.3,91
287,623,-2.7,2
813,1391,-2.3,61
932,1447,16,73
317,600,-5.5,83
307,1247,9.3,98
113,1497,36.4,34
413,1759,-7,74
867,1208,17.9,20
503,1642,11.1,4
845,1707,40.4,33
152,633,17.1,56
133,1411,-32.8,8
803,1152,40.6,55
875,849,3.6,67
503,624,-12.9,78
729,1488,34,15
951,1231,36.8,54
155,1578,-10,65
400,681,-30.2,88
777,1795,17.4,87
846,1792,16.3,36
404,670,-39.6,35
139,1527,39.2,8
535,1163,-20.3,85
406,1042,20.5,41
775,904,17.3,6
691,945,-30.1,77
236,1003,-15.1,45
681,1731,-8.7,29
385,1375,19,90
864,879,-18.9,24
731,886,41,2
167,1496,-8.4,29
448,1559,25.3,10
653,1367,-27.8,62
469,1739,2.4,15
666,894,-6.9,51
657,967,8.4,32
934,658,-28.9,15
890,1550,5.2,37
866,1141,-36.5,100
919,1726,4.4,92
936,1526,12.5,82
322,1285,7.6,85
937,843,-23.1,28
444,1298,24,89
955,877,8.9,25
214,1696,26.6,55
897,1293,-12.4,68
753,810,25.9,64
304,727,-18.1,77
539,1648,-6.9,91
269,986,-18.2,56
419,1015,-16.1,91
689,1044,-1.8,39
313,1736,0.7,55
542,864,14.3,96
836,1084,20.2,15
857,933,29.9,64
935,1321,-12.2,30
123,1026,35.2,56
307,1027,-23.2,33
836,830,17.1,87
180,1407,26.8,81
349,763,37.4,27
456,968,-15.9,20
767,944,7,99
322,1069,-1.9,7
539,1643,6.3,82
817,1435,-19.6,73
856,1735,-6.5,5
792,1463,-10.3,29
491,796,32.4,80
255,1057,-16.8,94
317,739,20.5,27
355,982,1.7,23
388,1616,27.9,82
480,612,39.2,49
442,1101,-23.2,44
595,668,36,95
695,1574,-9.9,16
757,1767,-31.8,66
658,1109,29.3,43
736,1057,-23.3,68
745,1461,-12,53
312,893,-37.6,27
639,641,15.6,63
399,1536,-38.5,77
752,1399,9.7,91
365,931,-13.4,82
338,1535,-35.3,70
918,1742,29.7,59
117,834,31.7,6
757,1208,-31.7,29
601,1141,35.5,71
451,881,28.6,13
728,1189,3.8,61
543,778,20.5,16
524,1430,1.2,88
626,1094,-25.3,65
191,981,2.1,46
920,1017,14.4,8
674,1242,-7.3,54
433,806,16.4,17
187,1377,4.2,24
863,1107,-16.2,57
843,848,19.5,2
172,1662,-36.4,98
887,1276,26.6,97
104,1325,-23.3,90
434,1081,10.3,41
827,797,-9.7,78
597,1208,13.5,40
812,1323,-0.7,40
958,1254,-33.9,39
532,1487,-28.3,65
772,1196,30.5,14
395,1378,-33.3,67
765,851,-26.8,78
394,1405,31.2,45
310,1645,26.7,33
301,707,-2.9,33
497,816,35.7,24
610,1360,-33.5,10
351,1298,-16.7,2
566,1387,-7,2
728,898,11.8,97
438,1300,20.7,36
131,1580,-20.8,56
999,878,34.7,50
294,770,-8.2,35
305,675,27.8,12
227,997,9.2,48
329,1219,-8.9,23
227,1046,-32.4,23
211,1462,28.5,6
789,1222,-28.4,65
276,746,-25.8,45
334,1681,11.4,76
225,722,-0.9,86
737,1503,-13.1,87
754,1048,36.6,18
374,1088,24.8,11
948,1559,4.8,18
264,855,-33.1,18
639,1744,34.9,50
848,607,-13,63
708,922,7.7,93
541,952,-31.1,93
369,752,22.6,4
836,953,-34.4,58
706,927,26.8,57
711,1510,23.3,10
526,1388,-0.4,3
872,1217,-27.8,91
658,730,-1.6,62
315,1396,21.6,12
723,856,-26.6,81
967,768,32.4,15
805,1644,16.1,82
272,710,8.7,31
151,612,-17.3,72
435,1305,-8.3,37
813,1643,31.9,91
612,1013,-30.4,7
689,1571,14,5
313,1382,-29.8,49
777,1181,-35.9,96
575,1392,-9.2,1
287,1126,-29.5,24
440,1352,32.8,7
762,1176,-20.8,62
367,684,-21.6,89
735,1440,-29.3,62
549,1232,26.8,55
538,1037,-17.9,21
443,1503,38.4,31
237,1069,31.1,88
854,940,-5.4,82
412,951,34.9,74
559,1557,35.3,31
625,1232,25.3,99
505,724,15.4,27
452,1368,-16.1,65
912,1372,38.7,88
325,1794,-37.5,73
183,1127,-33.6,12
696,1316,10,38
993,900,36.2,23
561,990,-38.4,4
383,1117,-18.2,21
124,1299,-19.5,62
350,629,-34.1,20
985,1545,-34.1,50
698,1288,21.1,25
529,1332,-15.8,21
301,1436,-20.6,98
954,1103,-0.8,28
121,1325,20.3,8
896,1779,9.4,69
326,1579,-9.4,26
273,949,23.3,66
555,1166,16.3,89
522,1585,1.1,79
255,1769,-25,53
848,1381,-29,15
950,1592,-28.8,36
205,816,-16.8,59
424,1657,27.9,70
813,1304,19.5,39
376,799,-26.2,72
659,853,11.5,35
411,775,-21.2,44
529,1359,4.2,58
183,1457,35.2,34
117,1762,26.7,4
540,627,-34.9,88
163,1119,17,50
965,1000,18.4,27
511,823,1,89
530,932,-14.7,59
820,1078,29.9,98
647,1679,14.3,11
803,1743,34.7,61
720,1546,27,25
310,1592,7.7,75
944,1078,-17.7,67
449,1098,31.9,14
223,995,-10,74
544,678,17.7,54
715,1177,-13.2,40
148,1234,-34.7,94
420,728,3.2,36
283,1174,-12.9,38
435,1613,-25,60
435,1761,13,57
504,1731,-12.5,5
815,1250,-16.1,89
935,1077,14.2,50
641,1053,23.3,50
191,1725,-16.1,32
559,1539,-8.6,47
300,1129,18.2,59
991,1039,-14,2
551,810,3,85
917,959,-2.5,92
590,664,-14.5,21
572,1731,-36.9,45
934,630,31.1,24
807,1737,-2.2,5
230,1170,-8.9,60
821,976,-8.8,21
332,620,-6.4,78
299,738,16.9,26
782,1259,-30.5,45
703,1463,14.8,30
275,711,-7.7,30
541,1701,40.1,54
856,1351,-35,90
627,1545,10.2,2
583,1332,0.7,42
844,893,30.4,46
625,1625,-29.3,54
276,1391,24.2,89
402,1071,28.9,62
840,1078,-21.1,93
479,806,-39.4,34
323,785,-0.9,60
893,1510,-0.2,41
101,637,9,70
750,820,-36.5,12
418,939,-36.8,43
718,1333,-26.1,14
255,864,-27,14
887,1365,3.4,80
203,1449,-29.6,91
512,1660,-1.3,18
349,1508,-26.1,95
639,1472,-23.1,85
702,942,-4.2,11
283,1454,-23.7,55
185,639,-20.2,17
999,1115,-26.1,82
652,1493,-12.1,77
144,1388,36.2,10
245,988,-27.6,74
309,1295,35,93
770,991,-7,17
1000,1161,-36.6,99
461,1082,38.2,93
376,605,-9.8,82
296,1771,-0.6,38
609,1008,-8.4,94
855,830,21,72
905,1646,-12.7,65
253,711,33.6,71
147,1448,13.4,88
733,1662,37.7,75
842,797,19.7,73
478,945,-27.7,16
663,1449,36.1,9
526,654,14,14
926,1729,-29.4,57
875,1026,29.2,86
586,1603,1.8,100
441,1094,-28.8,35
361,1254,-12.4,33
366,673,1.5,42
818,1443,-36.9,25
864,930,-15.3,14
969,782,-0.2,17
545,984,23.6,67
205,1006,-32.1,41
102,1553,24.8,82
