godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
979,1435,33,72
305,601,-10.8,84
806,852,1.5,77
593,1021,-3.1,57
973,719,28.7,48
849,688,37.8,35
935,1795,-28.3,4
152,1783,21.7,66
624,1008,23.9,26
839,931,26.2,68
346,1610,-8.6,19
514,1448,-29.1,33
960,1078,-3.7,5
595,633,34.7,52
588,937,-3.5,85
520,647,29.5,97
363,785,-20.4,11
539,1232,19.7,91
462,1005,-38.3,21
382,1424,16.4,76
249,754,30.2,88
883,609,29.6,85
119,1697,-6.3,10
916,979,16.4,49
759,683,-17.3,37
862,788,20.1,29
887,1185,24.7,20
403,1477,-24.1,78
266,1361,31.9,94
159,622,40.1,7
819,845,-30.1,66
231,1324,31.9,62
620,741,-9,12
119,1515,-14.3,49
182,1576,26.4,79
222,1773,2.7,92
574,1047,11.4,11
625,1227,19.5,29
154,764,4.4,57
220,972,18.6,9
523,847,-34.6,39
781,1549,23.3,93
230,938,-20.6,51
802,909,28.5,26
628,1073,-24.3,43
361,1391,4.2,47
794,632,-34,21
171,1361,-16.1,83
587,1294,39.3,24
307,981,-23,57
920,1529,-23.2,14
294,1563,6.5,2
789,1702,15,11
471,1026,-22.1,80
146,1520,-32,15
570,723,-12.7,13
483,1121,27.5,21
249,993,13.1,50
673,1692,-4.5,29
533,1245,-11.1,64
685,1597,-25.8,28
977,1122,-2.4,74
654,1192,6.3,19
121,966,36.1,76
702,1378,37.2,42
854,1544,39.6,22
126,684,38.8,27
678,1008,14.2,38
657,1166,17.3,49
644,788,-10.8,59
518,1304,19.2,3
154,991,-35.3,65
223,1412,-15.9,55
121,708,2,93
828,1335,22.5,92
457,1492,-8.6,100
859,1435,-35.3,3
621,1765,-2.3,12
958,649,-19.1,65
142,1298,-5.5,44
933,1685,-23.3,12
123,791,-8.9,50
870,812,19.9,68
214,1533,3.2,88
682,1497,-32.7,88
597,1699,2.7,11
384,813,4.4,67
500,790,33.7,85
583,1001,-11.6,43
552,967,35.9,15
368,1628,-18.3,1
152,892,-22.7,88
963,1799,-20.5,61
601,1093,-17.8,70
363,1257,18.7,32
929,981,23.1,19
345,1058,5,47
386,1408,30.9,23
381,1470,-4.4,86
369,685,2.4,70
545,997,-1,55
525,1041,-5.5,80
372,1711,-26.6,24
703,851,9.6,21
382,1773,-0.5,82
342,1699,-10.2,62
370,1488,-4,16
493,1606,27.5,74
458,1667,-36,54
341,860,30.8,71
322,1202,-16.1,57
399,917,-24.1,48
849,1534,9.7,9
221,1524,21,15
438,723,-28.6,96
713,1581,37.7,5
139,1647,-4.9,13
414,1554,-27.3,95
696,1366,-8.5,34
277,662,39.7,76
994,1138,-28.6,47
739,909,13.5,73
379,1046,-8.4,79
300,1203,-21.8,2
697,1040,-32.1,72
428,802,8.1,99
759,632,-6.3,22
451,1349,-20.7,94
329,1013,33.8,23
716,904,-2.7,67
194,1167,-36.2,27
999,1255,28.8,96
250,1565,-5,23
599,806,6,4
800,1768,20.8,16
820,1497,20,99
909,1084,6.8,82
458,657,9,86
374,812,-2.3,99
408,1141,-22.1,64
997,1033,1.2,17
590,863,36,49
703,742,10.7,3
199,1259,25,23
810,1652,5.7,5
845,1163,23.3,42
930,1440,-0.6,10
278,1172,30.8,63
160,1014,22.3,45
474,1150,-12,36
776,1261,9.7,37
943,1389,-22.2,10
789,1460,-9.3,39
164,1273,28.6,74
558,997,-2.1,77
662,1067,5.8,64
638,1639,29.7,95
680,868,-25.8,84
339,1428,20.4,26
172,914,17,84
904,966,-34.9,40
916,1640,-21.6,70
381,1515,32.1,57
613,803,33.1,32
882,839,17.9,37
562,1514,23.9,94
608,800,-19,31
383,1600,32.4,14
229,1396,10.1,15
613,1236,21.7,8
252,733,14.6,77
744,1101,26.2,97
712,1654,39.4,38
816,1238,-15.3,80
754,1412,-13.7,68
426,871,-33.9,82
306,1427,23.3,57
962,1111,-11.4,25
157,1665,-6.5,10
713,1112,-3,96
201,601,-15.2,24
304,1714,-21,100
177,1336,-34.9,93
617,867,17.7,38
359,764,2.8,7
390,1768,26.7,3
930,1325,-32.8,17
294,680,-29.2,63
218,857,3.9,53
591,1116,4.3,70
544,1729,35.6,5
161,865,38,55
595,642,32.7,29
421,1753,23.5,43
170,852,38,10
163,1570,-4.3,93
423,1462,32.9,45
201,1215,-28,1
676,699,-37.5,40
388,1747,-11.2,27
844,1672,35.7,23
203,940,37.7,80
510,1584,-16.9,22
506,1432,11.9,44
467,1478,21.7,42
866,1447,15.5,41
509,768,-29,61
323,639,-11.7,86
268,1116,11.6,14
472,1083,-30.5,85
893,742,32.4,89
555,1761,5.3,47
274,1570,-28.5,53
957,1366,0.3,65
914,1115,-6.3,100
887,605,3.7,20
554,721,-2.5,42
320,1253,26.6,49
496,1273,-36.9,90
553,753,-33.1,20
477,1349,-36.7,55
107,1241,32.8,45
818,654,-34.9,77
560,1063,2.9,6
868,861,-23.8,61
381,698,-9.8,98
355,650,2,91
192,1051,37.9,94
646,1590,-17.2,98
842,752,13,79
723,767,34.4,77
379,1781,-9.7,50
985,1483,-22.6,100
988,807,18.7,17
969,1433,27,69
376,802,36.4,59
363,1450,16.7,61
304,1745,-32.2,14
160,1078,-14.4,70
839,953,15.2,49
331,1285,33.2,42
356,1139,-15,5
484,1714,40.7,75
761,1604,17,44
828,1547,30.5,90
941,920,15.5,74
130,1411,-3.2,95
453,904,19.7,26
676,1416,37.1,31
485,883,40.3,77
329,1746,-18,43
346,1532,-7.4,15
870,1249,24.9,1
554,922,-2.6,46
320,1210,26,50
630,756,31.8,29
283,760,20.9,97
979,1529,-12.1,5
706,816,7,32
631,1329,-29.1,70
820,1403,-22.9,86
204,1685,22.5,50
739,1147,-0.5,50
571,1760,27,8
616,752,24.9,30
125,657,40.5,24
678,829,-11.1,1
858,1577,-3.3,74
439,852,-26.1,86
343,885,-13.7,77
962,1204,-32.9,10
495,1498,30.2,5
631,960,21.6,85
589,1031,26.5,83
154,1368,-6.4,2
423,1226,-9.4,86
153,1027,26.7,15
579,926,28.9,96
401,1305,1.2,34
279,1767,9.6,33
178,1064,2.9,90
669,952,-1.7,73
189,1674,4.5,19
390,1698,4.5,57
890,1247,30.4,72
300,703,-5.9,56
134,1654,-7,41
566,790,34.1,86
917,1710,26,86
367,1408,-1.9,60
309,1344,2.9,48
909,1371,-14.1,29
632,854,33.3,57
470,1016,37.9,69
753,825,38,36
563,1578,19.3,17
448,1023,6.8,64
835,758,-26.6,85
594,670,34.5,94
547,1260,-34.1,25
839,1065,-38.8,36
724,1017,-38,42
751,1291,18.3,70
277,988,-23.6,21
442,1366,-35.9,61
169,995,-9.5,20
128,945,5.1,100
257,1381,36,65
384,1037,24,38
853,1075,27.5,96
346,734,11.2,14
342,1010,-1,38
155,1486,30.1,32
328,740,17,60
600,1460,-26.8,59
554,643,-9.5,86
110,1383,11.9,88
263,1407,-10,22
484,846,-30.4,33
870,1617,9.1,44
598,1746,5,31
462,1069,-36.9,30
749,1463,-6.9,39
733,1766,-23.4,78
607,1317,-34.2,2
645,1674,-38.1,1
960,1700,-31.8,58
462,1105,-4.7,72
725,785,23.1,51
867,772,17.7,84
195,1696,34,14
512,1710,25.2,47
209,1058,-14.2,49
136,1670,-30.3,61
133,1051,34.2,73
498,802,15.2,31
187,1684,-15.9,42
616,1511,-6.1,36
598,1758,-30.5,98
584,830,-32,100
524,1575,2.2,67
451,1519,23,74
318,1211,-25.1,36
971,657,28.8,82
473,1421,29.7,20
558,1450,29.7,30
820,1727,36.5,88
518,1693,-20.2,55
289,1534,15.3,60
628,651,39.1,65
680,1611,9.7,3
601,1294,9.9,57
220,1097,-28.9,47
450,999,32.7,8
798,701,-14,29
151,684,21.7,95
328,1733,-26.9,30
640,1230,-26.2,86
387,1127,8.2,3
652,1762,27.8,8
785,938,-31.8,15
221,1421,9.6,62
236,1428,7.4,54
299,737,-31.4,56
976,903,-31.2,59
520,1101,27.1,86
403,928,31.8,100
829,1451,-10.5,91
197,1499,-8.5,88
138,931,-2.6,86
726,1768,28.6,5
791,882,17.7,26
318,1687,20.4,76
347,604,31.2,2
267,743,12.1,26
515,1069,-3.3,9
141,1291,-3.1,13
923,871,-22,29
889,1743,-2.7,31
741,790,-14.6,52
386,925,-38,99
597,704,14.6,67
415,705,6.1,53
956,1482,-2.3,86
330,1167,12.6,92
799,1353,5.3,40
456,1060,-0.2,97
906,754,2.8,62
240,1548,12.8,98
609,1516,-34.6,56
312,1186,17.8,74
821,1777,31.4,87
429,632,-10,51
202,1278,-19.6,5
322,988,29.4,81
109,1199,2.1,65
875,819,9.9,14
274,1157,-11,74
815,1155,40.6,28
195,1444,-1.5,99
242,1499,-34.1,3
775,1334,3.5,36
798,1205,11.1,41
793,1342,32,33
141,1385,-24.3,75
895,1504,-29.8,27
750,1237,-16.5,45
986,1476,-38.9,83
466,1667,-8.3,98
937,1233,36.3,75
811,1130,-7.6,33
736,1228,24,91
1000,1094,-33,65
714,1478,12.6,47
635,1690,9.4,99
800,1090,-9.7,91
882,935,4.2,45
652,1323,-18.9,76
126,700,11.2,7
230,1118,39.9,60
437,1208,34.9,9
248,1789,40.4,59
978,1769,-16.2,87
347,1227,-31.3,61
640,1412,25.9,36
961,1664,20.3,78
262,761,18.1,53
933,829,-37.1,8
378,968,-24.2,7
892,1772,-0.2,72
119,916,-25.8,56
959,857,30.9,75
696,1679,5.8,1
349,1543,-34.7,51
337,743,16.3,5
154,846,2,30
757,1416,34,79
810,1023,-11.8,58
601,1567,5.2,44
532,1743,22.5,35
157,889,-31.3,75
589,1026,37,27
388,1645,38.3,27
282,1676,-36.7,74
340,1607,19.9,20
926,1293,-22.7,64
595,1611,16.1,99
205,1741,27.5,67
469,1736,-17.3,12
177,1065,-19.3,1
845,1225,30.1,65
217,1471,25.9,41
870,867,-31,16
120,1488,23.6,79
482,1150,-10.1,9
498,1684,21.6,39
832,738,-22.6,60
526,1029,-29.3,15
283,813,32,20
454,1109,-27.6,46
115,1207,22.4,46
329,1186,-6.2,18
622,1716,18.6,13
470,1783,6.1,75
415,1466,14.8,6
740,1288,5.3,90
693,1181,17.1,67
550,748,21.1,18
292,747,-22.4,66
957,1058,-19.2,40
889,1222,6.1,23
585,1275,14.5,75
802,1133,-14.5,29
428,602,8.3,7
917,1475,2.3,47
307,1119,13.3,37
324,1133,-9.5,61
750,602,0.9,71
844,1373,-2.3,99
515,1773,35.8,95
755,1536,-34,76
566,1428,31,36
209,1792,-39.3,35
399,1552,30.4,71
190,666,27.4,19
109,939,-12.3,18
942,1339,31.7,93
167,708,-31.2,45
102,1757,-27.1,39
628,911,31.6,43
993,956,-34.5,73
136,1775,8.2,35
822,1697,-36,47
290,773,-19.6,96
490,1365,36.5,31
308,1479,-15.6,49
300,786,17.5,89
629,1457,35.7,32
374,795,0.7,6
126,1021,-29.3,39
249,1465,-23.7,9
393,1768,35.3,6
377,1398,4.4,54
442,886,20.1,18
964,1554,28.5,54
745,1481,4.8,40
804,1574,20.2,86
767,984,3.5,70
570,735,24.3,66
665,1574,-38,87
300,1249,19.9,88
118,679,6.5,75
239,1527,38.6,77
289,762,13.9,66
557,860,-18.2,60
366,899,4,13
363,1698,-36.7,6
101,782,39,4
283,1477,31.2,96
542,1151,-37.9,67
826,652,4.1,39
353,842,-28.4,55
915,897,-0.4,34
951,732,-35.4,33
684,1057,-2.7,55
652,834,-25.9,86
289,1700,19.7,76
536,1247,-26.1,11
119,1652,37.5,15
326,787,36.5,84
183,1735,-11.2,52
845,1264,29.3,65
845,1524,-23.8,22
278,1161,29.9,5
322,1447,26.7,11
414,1655,8,98
459,1596,-7,29
935,841,10.3,84
544,1416,-13,31
665,1435,-2,64
664,652,33.5,72
400,1386,24.3,72
698,1658,26.8,88
126,633,-7.6,1
172,748,34.2,32
461,921,-30.8,84
548,1235,-36.3,2
420,724,-29.8,31
481,1526,-19.1,92
111,1199,-33.2,57
491,1626,-8.5,29
237,1637,-16.3,31
783,1315,35.7,41
899,1008,-3.3,22
159,665,-27.4,7
828,1645,-13.7,90
122,883,38.2,77
218,1454,-31.7,62
688,1518,12.6,92
463,889,21,21
320,620,20.1,92
681,1612,31,93
458,854,-18.1,15
207,901,2.1,17
877,633,34.5,48
635,1273,-34,46
177,1733,-33,55
547,693,7.5,89
568,1420,-7.9,18
795,966,32.4,55
186,775,-1.3,92
338,1240,-2.1,44
213,1424,18.6,89
537,844,24,78
120,647,19.7,70
899,1124,-39.9,30
861,1720,29.9,71
670,1561,-21.5,60
719,903,-6.6,71
382,1089,-22.2,66
686,1459,-4.7,10
819,1479,-39.9,92
338,1433,-21.6,81
422,1441,-17.1,48
912,728,33.7,14
629,1371,-20.1,31
749,1727,7.3,29
131,1063,-26.5,86
380,1218,31.6,58
181,1674,11.1,98
161,1027,-30.1,45
568,1077,-29.3,71
568,1279,-26.1,96
233,762,-33.2,30
602,1532,11.7,34
748,1021,24.6,75
140,1436,31.4,22
676,1428,-13.5,36
644,1303,-38.4,33
909,1172,32.1,36
452,1561,-30.5,12
275,1284,-20.5,13
318,882,31.1,46
181,1092,-31.2,21
858,1083,-29.3,74
280,1478,-17.2,25
445,1017,-39.5,14
676,1372,37.2,64
632,1243,-9.1,5
527,1199,5.7,72
390,913,21.1,23
511,1192,34.2,70
787,1212,2.8,33
429,1107,-34.9,98
219,1338,23.2,76
502,1316,28.2,89
621,1601,33.3,5
525,1763,37.3,81
830,700,6.6,58
732,688,-6.7,74
529,1694,-28,47
642,1438,-32,33
373,740,-23.5,12
636,1267,11.6,28
954,724,39.4,56
415,925,14,94
472,1701,25.1,16
884,1115,12,7
108,1450,-12.6,58
407,935,33.1,7
331,865,14.6,77
295,1172,4.6,72
662,1343,9.6,80
583,916,-5.8,42
830,971,20.9,70
769,1793,23.6,41
571,783,-12.3,4
180,1294,-29,50
706,887,38.9,12
669,972,14.7,20
252,1154,25.7,68
114,1483,-38.7,50
407,1410,36.7,55
768,1586,-39.8,46
151,1724,22.6,76
849,1266,-26.4,98
258,1416,-16.5,68
750,1664,38.4,6
961,734,28.2,68
169,1397,37.3,19
593,986,39.9,50
968,859,-17.7,1
913,1471,-8.5,80
943,1296,-31,9
