godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
827,1314,12.4,32
459,647,-19,81
206,741,11.1,75
143,808,11,62
463,1223,17.5,1
860,1636,-1.9,50
854,1505,28.7,25
162,1307,-36.2,34
576,689,20.5,93
990,1076,-9.9,77
1000,681,-31.1,60
962,1492,37.2,29
704,1200,-39.7,94
465,1706,4.9,46
884,1055,35.9,74
844,1763,5.6,91
128,892,-9.5,71
880,1171,15,15
830,1728,34,18
557,1756,25.1,31
783,1597,30.9,44
376,1470,24.9,48
797,1439,-22.6,59
346,1383,24.3,86
656,902,5.6,8
689,1283,-16.4,61
768,1431,17.7,64
293,868,-11.7,92
896,658,16.9,99
449,678,35.9,26
862,789,-33.1,76
277,1682,11,41
633,1041,1.4,90
347,1467,-37.8,87
336,1275,-38.3,52
389,1426,-30.2,30
513,1305,-23.6,71
693,1029,36.4,35
261,978,4.1,7
850,1379,-30.3,70
633,1206,1.8,37
601,1559,13.9,58
452,1346,-34.7,99
141,1151,36.3,80
814,1003,-1.7,5
378,1763,36.1,24
746,672,18.7,87
903,863,-22.4,16
589,1387,-28.7,81
140,1166,14.4,47
813,1665,3.3,88
376,786,-11.6,63
248,1002,-15.3,86
728,1425,8.8,73
435,653,10.3,18
762,1210,34.3,65
993,844,-5.5,39
473,1581,30.7,16
361,1439,18.1,88
815,889,-6.3,67
309,1029,33.3,78
330,1432,28,89
187,1354,-37.8,48
241,1474,38.2,72
710,1546,-24.3,49
786,1564,12.6,83
289,1482,17.8,53
775,1450,10,46
397,1370,22.6,74
127,733,-14.1,91
213,1443,15.7,70
873,704,-35,10
254,1645,-11.7,29
220,1229,22.8,4
600,1489,-3.7,94
656,779,4.1,14
201,1351,37.2,59
773,796,-2.7,79
737,848,38.7,55
820,601,28,23
671,1227,34.3,79
351,878,10.9,95
725,1731,-36.8,81
769,1100,9,14
628,1266,9,92
496,1480,37.8,9
706,908,29.6,19
655,1405,24.4,20
233,1670,1.1,91
660,970,17.7,52
188,1640,0.3,74
534,646,-28.5,9
862,954,14.3,15
438,1776,-32.4,87
540,1625,-8.4,61
628,1620,-3.7,23
418,754,18.7,21
729,765,13,25
489,788,-3.4,67
936,798,-15,16
488,931,-13.8,21
472,1380,11.4,17
845,833,-3.8,29
314,841,13.5,42
833,1007,28.2,36
468,1290,4.6,19
644,1199,40.5,84
