godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
724,732,29.9,95
323,726,10.2,43
418,783,-19.5,54
189,1207,18.8,46
176,667,2.6,20
948,1588,11.3,16
931,936,-9.6,62
562,1003,-6.6,78
922,868,25.2,28
745,1785,18.5,60
474,826,-7.4,39
760,1172,16.2,29
620,1717,19.6,93
619,917,24.9,12
961,1123,-38.3,82
774,1125,-19.3,81
946,1723,-0.5,6
937,1797,18.7,88
581,973,-7.5,99
977,999,19,73
234,702,40.5,65
579,1633,29.9,32
637,1113,-13.4,32
801,916,0.9,47
402,744,23.3,40
839,625,27.9,25
523,647,-11.1,65
425,1354,-19.2,5
186,1060,11,52
676,1373,10.3,23
137,1723,16.2,14
666,1501,-2.5,75
888,837,-16,18
479,1400,3.1,69
798,1785,-39.9,70
478,732,8,10
197,1129,4.3,76
947,929,38.5,55
375,1116,31.6,81
180,1690,34.5,47
181,1637,23,66
450,1193,-35.2,89
758,1229,24.1,72
614,1282,-30.2,34
640,1695,29.4,73
658,1378,31.6,77
267,1496,40.5,75
108,744,21.3,46
688,1162,20.7,14
729,838,34.7,23
832,1694,-16.6,57
949,665,-9.5,34
455,1015,-18.6,59
625,1131,-19.8,23
530,1535,-19.2,77
918,1306,30.5,24
118,1635,17.7,33
248,1360,-4.9,32
807,1493,9.4,13
562,1152,-37.8,76
998,676,3.6,49
922,1411,17.3,26
432,656,-26,39
896,649,-38.9,43
921,1417,-26.7,14
328,1004,20.4,52
659,1498,-23.3,14
500,1654,-32.7,90
463,640,30.7,54
182,1455,-39.2,83
557,1625,-9.9,44
154,1751,21.4,38
524,765,31.8,73
143,729,-23.1,51
433,675,-18.5,90
370,1077,3,81
484,1389,-26.9,29
861,1112,19.7,41
419,1238,22.1,26
623,728,-27.6,93
870,879,-26.7,86
597,833,37.1,26
446,1465,-17,11
486,1194,-27.6,40
845,1476,-22.3,9
656,1080,23.5,69
320,1003,9.9,62
478,649,14.9,72
232,1484,-6.6,12
211,1578,-32.1,37
295,979,33.5,64
712,616,19.8,100
774,1195,-17.9,4
790,1084,-0.1,31
262,1685,26.5,52
943,784,-15.8,19
255,766,-3.8,2
728,1535,29.4,85
573,655,26.2,51
115,1502,-12.8,16
855,1753,34.4,34
255,1222,5.4,65
647,924,38.4,62
518,1600,3.2,62
807,1371,33.4,54
498,1174,-21.4,75
262,921,-26,27
706,837,-10.7,79
402,767,24,91
805,1291,14.5,25
954,905,39.3,67
511,1506,-20.8,24
716,1201,13.3,36
916,846,-14.1,31
474,902,-0.8,60
931,1305,-7.8,2
222,1614,5.9,36
312,1667,34.2,55
432,769,-16.5,29
467,1013,-0.9,8
959,665,15.1,45
421,1402,-37.2,92
165,767,-17.5,50
530,660,17.5,63
562,1448,27,71
505,1022,40.7,41
522,811,16.7,36
104,923,-33.7,2
837,970,-21,14
337,874,39.2,11
493,812,-10.2,56
707,1376,-30.1,62
626,1703,3.7,77
940,893,25.1,73
261,1351,-17.3,57
769,1222,27.4,19
947,753,33,57
173,667,20.1,10
883,795,-8,43
245,1303,-11.4,56
179,1603,-14.7,49
931,1228,14.2,15
106,1339,37,53
497,1162,-11.9,62
260,1515,3.4,35
504,666,16.4,55
372,1788,-33,13
199,1607,7.6,56
254,1262,-35.7,45
270,1798,-30.4,18
934,1027,20.9,3
869,1439,-39.5,37
884,616,20,8
827,1422,28.1,61
373,1276,27.7,73
673,600,-28.3,13
590,801,35.7,94
684,1428,36,75
340,870,-26.2,14
394,1123,-3.9,49
868,706,38.7,99
819,670,-14.5,19
172,1737,-21.1,95
274,699,30.9,3
648,1761,4.9,21
761,960,-23.8,45
618,614,-27.3,42
282,1183,10.3,43
623,683,3.5,63
942,1656,-9.8,88
616,1533,-34.4,66
910,787,35.2,64
698,1739,-39.7,33
803,817,38.6,30
883,1003,-3.7,36
608,1305,-4.8,45
551,1545,-35.9,29
902,1483,-11.8,50
815,835,10.6,77
459,1342,-16.6,39
161,1281,-17.4,3
318,894,-37.5,39
872,975,1.8,28
788,858,-26.2,53
933,665,-37.5,18
715,1343,-21.1,100
184,1677,-7.8,37
529,1470,-21.4,30
813,655,-26.9,24
590,749,-22.5,56
820,1516,34.1,22
405,1249,21.3,30
705,655,-22.9,49
387,1700,37.8,39
635,1353,9,27
489,1712,29.3,8
468,720,-21,88
177,1472,-28.1,3
761,1255,33,77
561,1022,4.6,27
459,1609,14.2,43
384,1307,7.1,14
364,1050,12.7,89
490,908,-23,91
951,655,21.6,75
835,1634,-26.8,64
808,1540,-13.2,82
204,1498,-14.3,95
150,1067,-2.7,8
554,1022,-18.5,68
184,1204,-7.7,45
925,1545,-27.5,77
100,964,2.4,97
151,1087,5.7,60
843,1311,-23.1,19
641,1147,-8.4,13
177,1244,-37.3,56
147,1249,6.3,85
893,1140,10.4,74
289,684,-17.2,23
715,810,6.5,9
972,1261,-23.4,98
916,610,-9.9,47
925,830,28.2,5
299,844,-7.9,97
680,772,-21.7,14
914,898,-10.8,11
154,1607,14.4,23
491,1348,32.4,83
455,987,26.4,23
117,1132,14.2,66
253,1395,-10.3,26
178,921,26.2,61
484,1345,40.1,59
751,989,24.7,78
910,617,32.3,42
102,1356,-20.2,87
695,1393,-33.9,28
747,816,-29.5,93
972,1621,-6.1,28
874,997,-8.2,13
523,1698,37.8,54
753,862,25.2,12
859,1679,33.9,71
723,1513,37.8,22
874,1673,40.5,65
770,972,34.2,64
367,1601,-5,11
153,682,25.8,35
601,1610,-30.2,52
909,1137,-14.2,14
300,838,-7.7,65
199,1615,40.8,23
830,697,7.5,35
109,884,39.8,100
719,1631,29.1,46
174,1385,6,58
846,1738,-23.7,9
321,980,-19.4,92
580,1715,25,70
303,1557,11.8,65
311,1737,-25,93
424,748,-35.6,18
183,627,34.1,21
252,980,-9.4,83
927,1661,4.8,80
317,1442,31.1,6
997,1000,35.4,83
251,1623,-32.4,31
378,1584,-37.1,58
191,1539,-15.3,11
276,1093,7.6,96
949,1760,31.7,24
119,1489,-35.2,24
334,903,-38.8,32
835,1146,31.9,67
648,1297,-11.6,38
397,790,7.7,22
778,1252,-7.4,46
798,1654,-32,34
145,726,-36.8,83
621,1225,29.9,30
890,1424,11.7,68
864,1770,16,90
746,1567,27.1,86
820,1259,24.3,16
166,672,40.8,59
608,842,-28.6,60
655,1443,21.7,8
942,794,-0.2,26
302,861,7.8,2
925,1168,26.2,35
123,1048,18.8,78
941,1029,-16.5,23
314,1600,-9.9,38
121,1285,-25.8,73
166,671,-13.6,16
369,754,35.8,40
139,739,6,88
692,1713,-32.8,17
275,1301,-23.9,75
128,1796,30.4,21
553,1557,23.2,73
789,991,30.3,34
610,1116,29.2,5
966,1181,-39.9,82
952,1630,-0.5,49
503,817,-26.6,8
220,1144,-34,22
142,802,-36,75
158,1391,-1.2,27
603,738,22.3,53
829,829,-16.4,40
262,1099,-0.6,1
667,706,8.5,87
307,960,15.6,38
936,961,-34.1,45
670,1326,23.6,39
990,1773,-28,94
131,1705,14.4,77
756,1750,-2.3,37
768,715,23.5,86
507,682,38.6,48
865,929,-33.7,69
640,1758,35,56
639,1493,-34.7,21
911,1331,20,94
971,1053,-11.4,73
479,1059,-29.9,91
326,884,36,41
129,1072,-15.8,51
173,1763,2.7,16
669,1026,3.7,90
908,1754,12.7,33
959,1478,-30,58
417,860,-4.6,86
262,1686,-15.6,95
779,745,12.2,38
596,1257,25.8,31
599,1293,31.9,23
428,746,23.1,3
619,1775,-16.9,25
810,821,-14.2,93
693,1310,-38.7,89
420,1639,2.2,41
346,646,25.9,74
168,1118,35.5,95
415,1643,3.6,81
488,1221,18.3,98
239,1079,-24.1,84
831,1561,9.7,60
283,1045,-12.4,38
874,837,-28.4,20
236,802,-33.8,6
197,661,-14.3,58
563,1520,-21.5,41
193,1235,30.3,100
415,1400,17.6,2
939,679,-28,14
786,952,0.8,56
918,1527,16.9,28
636,628,-35.3,20
445,1169,-21.3,78
420,1788,-35,86
638,852,0.2,78
207,1305,-27.6,75
566,1712,25.5,65
205,1782,-24.9,57
866,712,-7.8,23
270,997,-27.5,2
370,703,-18.8,97
763,1164,-9.4,65
518,1685,22.7,24
655,1114,-2.6,56
234,611,8.7,93
276,890,-4.2,96
999,1257,-37.2,92
213,1459,25.3,40
991,1250,-25,65
978,1432,20.2,36
502,1630,-30.4,76
463,655,6.4,5
658,1481,9.3,74
961,1667,7.9,11
603,911,27.2,16
940,939,39.7,38
630,735,21.9,95
602,1632,-29,38
791,1343,13.9,78
309,1655,15,66
488,1177,2.6,11
511,1182,-38,26
507,1057,8.3,85
967,1627,11.7,95
317,774,-15.8,83
166,729,16,50
702,1536,-7,94
404,880,16.4,23
575,745,20.5,45
840,933,11,81
542,1022,4.4,100
425,1530,-38.1,99
354,1213,-32.9,90
709,1642,-12.8,89
838,1570,5.3,71
883,766,-7,82
171,1058,39.1,88
868,937,-15.1,24
976,1676,-12.2,100
457,1713,6.9,2
898,616,20.3,70
443,1800,37.4,6
455,1780,-6.8,35
777,797,-32.8,75
867,1538,-20.3,24
269,1029,40.3,74
285,1472,-12.9,23
308,984,-12.7,61
891,1144,-1.8,26
499,693,4.5,87
330,1285,35.6,86
121,1259,-4.4,24
805,646,32.2,7
154,802,-37.5,70
582,1296,6.8,29
291,1021,14.2,50
589,603,-26.3,23
924,1494,23.4,35
527,1512,12.8,81
811,1690,28.7,71
611,768,-15.6,84
797,1241,-34.9,71
544,1160,0.4,93
998,999,32.8,87
503,1025,-31.9,24
760,1108,-34.9,92
655,1571,-30.1,26
332,1661,24.3,78
368,1523,-26.8,69
805,735,0.9,24
661,941,31.7,65
940,902,32.7,51
255,924,-27.9,58
607,696,18.4,76
436,1432,9.4,44
698,1444,30.8,92
797,1637,31.3,51
942,660,24.7,97
263,1239,37.5,48
626,840,32.6,62
327,1223,25.3,4
876,1018,0.9,71
652,1198,36.1,1
756,1533,-6.6,38
585,691,2.8,50
467,1074,-11,99
969,830,-11,77
120,1069,-35.8,70
461,1708,-34.4,8
312,1072,-6.7,12
868,1756,-6.2,15
522,1262,-1,11
929,747,35.7,99
417,1280,7.3,83
296,644,-2.8,99
457,931,-1.2,9
414,1167,11.6,84
823,1023,11.7,15
788,1209,40.9,40
321,1583,-2,85
994,1408,14.5,100
963,1623,34.5,25
708,1505,8.7,19
447,1312,-26.4,65
568,1163,-9.2,49
840,892,-31.5,21
243,1076,21.9,41
308,964,-7.5,91
128,1028,-37.9,95
888,1379,-30.9,65
937,613,-33.8,32
312,796,-21,22
253,1253,31.9,57
199,787,-11.9,49
863,1299,-30.7,14
522,1329,34.1,51
279,1274,-28.6,48
262,1104,39.3,72
444,1728,-35.7,92
512,844,34.3,21
975,610,-38.5,85
357,1226,24.7,78
603,1628,-10.6,18
237,1170,30.1,97
104,1618,-33.5,8
955,704,-32.5,60
724,1382,20.1,69
243,1053,-5.2,13
776,848,-9,98
571,1752,-26.6,16
290,602,14,56
196,710,-3.1,42
573,869,-15,91
562,1135,15.6,45
668,874,-26,100
648,1622,-10.7,39
420,1156,35.8,76
659,1372,0.4,43
769,967,36,40
259,1717,12.3,76
949,1008,-18.7,84
453,1546,30.2,45
718,638,40.4,52
241,763,-26.7,33
871,1540,9.4,97
769,1442,34.6,53
142,1208,11.8,71
276,1426,-38.6,56
164,689,-30.4,49
949,1570,-17.7,79
134,1055,30.9,55
149,1283,10.3,80
933,927,-22.9,34
128,1432,28.8,27
590,803,3.3,27
876,1338,19.3,19
173,1652,-19.2,7
699,1699,22.9,37
861,1508,-35.5,40
753,611,-31.6,73
784,1082,-27.6,3
343,1637,-4.8,49
778,1601,29.5,86
997,667,-36.5,2
990,1044,13.2,22
756,1012,8,84
783,1535,8.2,83
910,1542,26.8,35
886,1654,37,35
414,1263,24,43
618,1511,-23.5,27
276,1327,-11.4,75
974,718,32.5,55
504,1412,33.5,100
682,920,-1,29
