godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
601,1762,-12.9,11
645,842,24,39
629,1604,16.7,84
269,1467,38.1,9
587,1416,21.6,66
338,634,0.9,49
447,1552,-11,96
323,1250,20.4,64
123,1125,-37.5,83
849,1161,-25.9,29
787,1536,22,37
557,1016,-36.7,19
755,1228,20.9,88
512,1535,22.9,89
459,740,-37.5,47
622,876,31.2,41
908,1791,4.5,93
207,1371,17,46
915,1712,10,73
373,1210,14.6,99
291,1274,-1.2,20
611,706,-21.1,41
299,720,32.7,89
177,975,-12.9,75
782,1475,-13.1,43
163,932,0.2,59
488,1129,-10.6,63
242,930,-36.5,35
478,1768,1.7,94
133,1420,-24.1,6
132,1526,12.2,10
215,957,21.4,99
796,1499,-35.6,88
592,624,-22.5,34
440,1027,-4.4,98
238,1500,27.4,12
714,984,-2.9,10
506,1414,-21.8,38
813,1341,36.1,81
115,913,1.2,55
168,647,-19,57
417,612,-7.9,54
682,1565,8,3
521,1396,4.1,7
274,882,31.2,6
236,1581,-12.7,90
577,1051,16.7,2
481,1698,12.6,98
712,699,-23.2,90
705,1229,13.2,30
666,1174,-19.1,16
477,928,-39.5,11
631,1785,39.7,34
234,1573,-2.8,43
731,771,5.6,33
636,1554,6.5,84
811,1046,-20.6,5
517,1040,-39.8,57
104,1382,-16.5,56
281,1255,26,43
766,617,40.5,69
234,1387,-21.5,64
689,1087,40.5,90
245,1234,12.1,89
496,1315,13.1,100
931,1398,32.6,76
391,897,-34.2,54
910,1750,-1.1,82
843,712,-7.4,18
156,1261,9,97
452,704,-28.3,94
918,1181,33.5,31
964,1550,4.7,100
196,858,6.2,12
707,1165,16.7,40
903,1468,24.7,65
206,617,-29.7,52
579,1536,-26.2,73
111,939,33.5,6
887,617,27.9,72
260,1656,-30.4,45
244,1163,-8.5,74
139,903,-15.8,40
227,980,38.3,15
256,1283,-15.7,57
952,617,-12,64
295,1645,11.2,48
875,1046,-36.2,96
828,1325,2.1,19
835,950,15.5,36
207,1189,9.8,37
403,1459,-12.8,87
547,1651,-38.8,85
867,1782,3.5,81
466,1168,13.7,65
212,1234,2.9,73
666,974,1.3,35
813,984,3.8,48
228,1202,-30.2,91
141,904,30.7,94
382,1509,-1.4,42
282,617,-7,16
982,1597,-11.3,41
485,659,18.2,13
422,1081,30.1,30
348,676,28.8,14
225,1756,10.6,96
892,1136,-1.3,1
156,1508,-18.8,91
962,1383,-33.5,25
730,714,-19.9,70
386,983,1.6,61
119,900,-16.9,12
431,791,32.2,29
235,920,-39.8,92
345,1344,-10.2,28
134,1266,21.7,12
507,1094,-25,25
673,1233,-21.3,73
197,1549,11.4,64
683,1173,-4.5,78
993,1777,-27.8,62
980,1601,36.2,56
877,1205,12.7,7
974,1369,18.5,11
747,1540,-20.8,20
138,1602,-5.7,9
873,1422,23.1,94
141,633,-19.9,91
953,1525,28.9,75
709,929,33.5,48
826,1308,-21.8,32
510,1120,32.3,94
532,1593,12.6,8
484,1515,-17,9
511,1618,21.4,94
636,1541,-8.9,88
329,1372,-17.6,50
417,873,13,90
582,698,40.9,20
143,1239,0.9,88
350,1780,40,38
777,639,-1.8,69
972,885,-25.9,31
238,769,17.6,47
604,715,38.7,46
828,807,18.1,70
392,1727,27.5,8
809,1385,-1.1,25
192,1243,15.8,83
849,1442,-16.3,63
399,1614,26.9,20
805,1049,11.7,58
692,897,32.9,51
449,1073,-38.2,23
257,1182,-4.9,20
111,963,38.5,60
125,1744,-7.7,96
494,1117,-0.8,43
941,1169,36,97
147,1418,-26,42
258,712,3.4,32
199,1627,-11.1,61
448,1308,10.7,60
869,1148,-32.9,37
511,707,21.5,90
640,917,-15.5,36
609,1708,2,48
110,1632,13.4,28
958,1690,-39.4,73
265,1161,-34.3,32
909,741,-37.2,94
492,1087,-29.7,23
863,1593,-17.4,54
564,1740,-26.7,98
665,983,-1.4,73
658,1630,-32.9,64
248,1554,-26.1,90
538,1054,3.1,59
599,913,-22.9,41
535,1694,6.1,91
890,1749,39.1,43
968,795,27.8,55
759,1194,37.2,54
515,803,17.9,87
535,1722,0.1,93
192,715,40.1,48
924,869,27,66
560,1103,17,28
431,1128,-31.1,2
137,920,23.2,29
988,949,-5,76
272,700,6.6,32
440,1551,37.3,1
934,868,25.8,49
431,1372,-26.5,83
