godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
400,1408,-24.3,74
464,1387,-9.1,87
574,1545,25.7,57
865,1741,12.8,52
670,843,-26.6,78
733,842,12.8,94
171,865,30.2,61
393,1051,-34.5,78
711,1102,-1,21
472,911,-21.5,18
380,1058,-37.2,19
372,1366,39.4,7
779,1366,-12.6,10
556,1460,-37.6,71
617,667,-5.3,2
123,1681,17.9,55
276,1367,-20.4,62
851,1102,-9.1,61
403,876,27.3,17
723,1405,39.7,56
665,1747,4.6,9
813,986,-39.1,29
137,617,-37.1,15
930,1610,13.8,94
736,1624,12.2,78
385,1452,29.6,6
207,707,18.1,55
413,1426,1.5,36
991,1505,-16.2,26
890,611,-15.7,64
991,728,8.1,45
828,1730,-15,86
831,1061,24,30
183,865,3,4
167,1322,11.1,56
606,1800,31,38
929,1198,-37.3,13
112,1259,15.2,20
476,945,8.5,28
130,1151,-12,52
801,1298,19.2,19
427,946,-5.3,92
567,943,-23.2,56
475,1366,-37.2,48
357,1486,-1.8,42
145,1447,-36.4,2
346,1624,-30.2,27
687,618,25.3,85
877,1698,-25.7,80
647,1330,10.5,54
610,1440,-31.1,20
338,1006,-36.8,91
610,622,11.3,59
666,1740,5.9,9
281,1362,13.8,97
583,1477,-11.8,72
654,1326,3.2,54
799,815,33.4,32
969,1366,21,29
657,1707,19.1,38
972,1074,-26.7,59
569,869,36.5,11
888,1261,-8.2,57
873,952,11.4,74
374,1527,28.5,48
199,1284,-12.9,12
253,650,-11.7,32
336,1573,4.1,44
556,857,-25.5,58
116,958,32.1,81
697,724,3.4,73
582,1344,-40,67
358,1080,-20,46
797,1386,12.5,69
711,1776,27.2,88
382,1215,2.7,1
166,1722,8.7,68
261,1477,-18.9,17
852,997,-29.7,86
837,1269,28.8,24
960,1100,-39.7,14
587,1010,36,53
111,648,-38.6,47
388,912,-0.9,89
774,1344,5.5,75
735,1209,26.3,68
413,1202,-30.3,56
134,1190,-30.3,8
674,949,-39.1,31
578,1392,-36.7,2
638,1554,-10.5,59
139,1397,-26.1,17
333,908,28.2,97
