godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
395,1252,-0.5,75
873,1432,-21.2,81
873,1486,-25.9,72
998,1479,-36.7,81
867,648,-22.3,91
197,1052,-30.6,7
741,1793,-25.2,72
616,1517,-26.8,53
461,676,-36.8,27
713,717,-4.6,98
543,1110,30.3,40
534,646,-34,54
243,1713,-32.1,81
485,1040,-25.6,23
191,1046,-10.9,72
688,1460,12.6,73
587,864,23.8,36
837,1301,21,35
651,1600,19.3,7
266,1355,-0.9,74
441,1139,-23.1,9
735,1737,0.1,9
971,1314,-1.2,47
375,691,-30.5,11
890,609,-8.6,55
740,881,29.8,80
845,823,-26.7,67
318,1437,34,78
508,1164,-2.8,54
795,1704,22,32
380,1510,-15.4,94
256,867,1.9,64
451,1221,9.6,72
880,1478,6.8,2
934,1050,-10.3,91
728,845,35.3,51
750,1481,-1.1,88
174,1371,-34.7,24
141,1160,-5.2,7
543,1308,-36.2,72
361,1741,32.8,27
298,1209,5.1,39
267,823,-15.2,98
109,725,-34.5,65
683,1097,-39.7,19
259,1097,-31.9,28
299,766,3,53
485,1670,-21.9,32
995,1246,33.8,8
415,669,8,31
423,1164,30.7,37
420,1666,7.4,93
254,1057,24.4,63
111,1104,6,40
547,1659,-30.7,55
895,699,-16,81
883,1137,-1.9,97
259,1782,-37.2,70
746,1070,37.2,8
396,679,-9,61
207,1132,24.5,76
968,1323,32.7,12
852,739,-17.8,86
106,1739,-12.8,31
814,1797,3.9,74
647,1529,24.5,51
221,843,16.4,21
898,910,4.7,45
123,898,18.8,61
525,759,-9,69
452,967,27.7,12
670,1639,20.2,57
338,780,32.2,20
859,700,24.1,64
415,1558,0.8,55
495,872,-16.5,99
754,1343,12.9,52
969,935,6.1,4
758,1063,-22.6,83
221,1390,6.4,70
150,1387,18.2,99
919,1520,36.8,60
236,1163,20.7,22
167,1078,38.3,59
816,861,19.5,65
174,737,-18.5,2
514,760,-9.6,30
533,1542,-25.3,89
679,874,-28.4,76
631,1523,30.6,40
335,1401,9.5,2
433,1427,-29.5,91
530,1446,-8.3,27
913,1051,22.8,58
451,772,-23.7,95
443,1338,-4,24
623,826,-5.5,98
692,603,5,46
829,928,40.5,26
872,1665,29.4,45
128,970,7.5,47
625,1033,4.7,98
727,1016,19.5,22
610,1432,-31.9,92
988,688,-6.1,9
969,891,-0.3,30
242,1036,25.4,26
450,1747,20.2,64
119,1429,0,70
423,788,-25.7,22
172,1500,24.5,15
126,1013,24.4,83
228,671,2.5,47
967,1219,11.8,5
891,783,-6.8,92
976,623,-27.2,42
615,1138,31.9,18
902,1188,-22.1,78
145,628,-17.4,27
904,1009,-29.6,70
821,1754,34.3,82
884,1368,-17.6,20
800,1033,-34.4,1
635,1193,20.6,50
435,1335,39.9,90
340,691,-39.4,90
496,1582,37.9,2
998,1473,-26,94
161,905,-33.5,38
484,992,19.9,24
580,1496,38.4,40
668,1160,-25.8,79
143,1159,-37,8
743,607,-11.5,43
259,703,2.6,98
913,647,25.3,47
119,1338,-23.8,44
