godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
603,1749,33.2,5
974,886,13.2,47
608,1730,-25.2,1
961,935,30.9,53
411,1690,12.2,12
368,1343,0.7,62
434,825,2.5,81
100,1551,-10.3,15
950,1156,-35.5,2
139,1071,-14.3,82
306,740,0,91
541,1118,11,49
158,1372,37.9,33
651,731,-8.3,28
513,1793,-23.8,83
463,1104,3.9,86
629,1172,-13.7,11
727,696,35.6,25
677,1486,20.3,59
954,1015,32.5,26
780,832,24.1,67
995,761,-19.1,99
314,1471,25,66
112,949,-34.1,9
900,1227,-7.3,16
656,1264,0.4,31
740,1259,15.4,70
807,1573,35.5,66
373,948,-24.1,63
493,1059,-11.4,32
211,721,-24,60
455,1023,-13.5,51
731,1418,-5.8,46
191,1121,-32.4,49
712,1634,-20.4,44
952,1714,39.5,28
572,1412,12.1,78
660,925,3.7,76
265,1345,-21.7,71
781,1150,-20.2,32
989,1619,-9.2,67
508,1258,-12.8,16
583,1624,13.8,94
337,782,-36.3,90
676,834,35.9,21
978,1764,-11.2,72
721,930,-6.4,9
456,1205,-3.8,30
339,1030,39.2,41
413,814,-5.7,70
195,1608,4.2,94
656,1433,11.5,74
772,1587,9.6,4
591,977,-32.9,73
238,618,-28.7,9
958,600,37.2,78
556,1190,8.1,51
798,1410,-17.5,64
503,1003,-16.5,73
640,615,-35.7,79
260,1759,-7,2
124,1647,22.1,97
864,1727,-1.9,1
635,1135,7,25
158,714,-7.8,64
577,1104,-23.6,41
401,1299,-25.6,27
836,985,40.2,69
252,1785,-37.4,64
300,613,20.1,49
656,1020,-31.7,32
767,1367,9.7,41
323,630,24.6,10
507,1034,0.5,57
629,1620,3.3,37
603,951,12.6,24
174,1627,-1.2,79
275,790,5.8,84
599,1557,5.5,1
756,1375,-29,51
967,1250,-12.2,85
489,1234,-11.9,86
594,1353,-37.6,50
805,755,12.6,56
915,1167,1.8,75
213,1366,7.9,39
472,1318,-23.3,64
444,1246,14.6,17
730,1343,-13.3,66
376,1475,-29.4,6
461,875,-17.6,69
618,1009,36.6,87
612,1553,-8.7,40
717,687,15.7,95
588,1736,36.7,93
437,1799,9.5,54
829,1459,-33.7,19
926,1745,-25.5,56
885,1041,14.6,95
322,772,24,48
826,1306,23.5,44
950,1178,26.1,53
484,1677,-11.1,60
973,1361,-15.3,17
587,1770,31.4,55
320,957,18.8,11
904,1402,-18.8,84
201,1093,-7.2,29
214,895,27.6,13
453,798,17.5,74
887,1437,-15.8,1
783,938,-19.1,78
192,1526,2.6,82
977,1330,-6.6,50
120,1685,12.5,33
437,719,-37.9,49
292,630,33.1,45
984,686,-17.5,51
388,739,-31,94
316,1115,11,17
336,1657,6.6,84
809,1344,-23.8,61
173,631,-26.9,89
719,784,-21.5,33
461,992,18.7,39
835,848,40.5,41
212,842,36.8,11
577,1385,-11.8,25
668,803,-3.3,67
734,1192,5.2,25
155,1568,10.5,20
109,1659,24.8,82
528,647,-33.6,61
411,1131,-32.8,58
957,948,3.4,26
441,1326,6.5,7
792,1301,21.1,31
436,779,36.1,39
314,1053,-30.7,26
512,722,-36.4,43
902,1400,-18.6,74
449,1633,24.4,48
803,1289,-6.1,93
473,1381,-12.3,12
422,1222,-31.7,24
414,696,38.7,23
129,803,27.1,59
984,1655,14.6,64
242,1723,-26.9,81
295,1167,-8.6,65
221,1696,37.1,28
523,1040,4.8,55
365,1177,11.5,17
141,907,-6.7,17
513,1780,36.3,62
405,1623,-8.4,28
