godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
953,1588,-20.7,73
293,1437,4.4,34
237,1391,-32.3,29
418,1134,21.8,37
292,982,-23.6,1
396,990,-10.3,45
460,867,32.3,55
393,1489,37.4,45
309,1259,-37.7,64
723,1389,-11.8,83
550,605,25.3,99
505,1065,35.9,41
723,1700,27.7,18
737,685,17.2,92
562,685,6.1,42
340,1453,8,28
822,1558,-19.6,88
365,1024,-39.2,35
659,1072,29.2,86
690,1422,-14,61
130,1565,8.9,52
473,832,-34.3,36
758,1058,-3.6,51
808,1083,12.2,32
636,692,-31.5,47
174,1632,-24.6,86
737,1084,14.8,32
861,888,34.6,95
176,1070,-34,6
998,1514,-27.1,33
696,1178,0.9,100
274,1096,-15.7,16
754,741,-16.6,71
374,1755,36.8,100
362,1491,-4,79
377,1515,-27.9,18
665,1020,16.2,83
396,1086,0.9,58
804,846,-8.6,69
943,607,34.2,72
384,890,-11.8,67
590,713,-23.6,21
362,905,19.9,4
730,1632,21.5,36
509,1565,5.3,40
902,1591,-8.5,42
414,1268,24,16
484,740,-12.9,63
743,717,35.1,15
805,1766,-10.3,75
460,1344,36,6
532,1684,37.7,37
545,808,11.5,66
911,1270,-6.2,89
779,771,-25.6,7
360,1292,17.9,49
839,1192,-27.6,58
399,1308,37.9,11
221,1736,1.2,7
563,1290,3.2,11
582,1649,-9.4,39
821,681,-13.6,41
509,1195,-33.7,12
800,1261,-2.3,82
596,1315,-8.9,95
186,950,-23,70
598,1378,-37.5,3
564,1627,19,8
291,1143,33.3,36
402,658,-39.7,3
822,1591,8.2,100
671,1522,-20,33
148,982,-7.1,1
373,1402,36.1,41
217,1591,-3.3,70
190,1092,0.2,97
856,651,-37.7,24
884,1594,38.6,56
751,716,10.7,16
836,859,13.9,31
339,922,30.8,63
649,1693,-10.5,49
111,1217,-27.7,26
310,985,26.7,55
786,750,10,8
274,996,-3.1,35
897,1428,12.4,61
409,1324,17.8,86
797,760,11.4,77
697,1048,-31.5,45
937,739,2.7,4
443,622,31.7,65
229,1689,34.5,94
155,902,11.3,58
339,1245,-18,43
150,693,29.2,73
540,855,39.7,75
455,1151,-32.5,19
153,948,11.5,32
150,1659,-0.7,13
825,749,-17.2,91
816,1285,-15.6,18
252,1290,29.7,10
850,1524,2.6,40
737,607,8,92
535,1229,-37.4,50
229,630,-22.2,20
380,1457,-6.1,48
729,1654,-3.9,68
241,1006,34.1,62
486,892,-30.2,60
914,971,-22.6,23
831,808,28.8,31
741,1625,-25.8,62
734,879,-2.7,31
818,1124,29.5,6
603,1365,0.4,41
674,1130,-10.6,90
630,982,5.4,1
541,1169,-16.4,100
436,1169,28.4,7
494,1511,-35.3,5
492,1171,8.3,46
961,1071,-28.9,47
735,833,35.8,87
652,1603,-34.6,13
589,1133,5.1,77
678,881,31.3,54
911,822,20.9,50
326,1284,-19,20
603,1141,-29.8,92
947,1559,-29.8,37
685,1483,-34.2,99
393,864,-25.7,30
426,1569,-11.2,6
296,764,36,35
518,1450,-17.4,28
884,1137,18,91
315,1209,-25.6,29
728,1262,19,29
644,787,-1.8,14
486,685,20.7,97
216,1473,-21.8,2
460,1716,-22.5,12
425,1261,20.1,17
932,740,-15.2,26
674,794,-24.5,32
588,870,-10.8,27
858,1745,-14.2,68
584,1008,8.4,71
134,930,-14.5,30
854,1706,36.4,93
135,1725,34.9,2
475,1335,-6,76
492,1099,24.9,2
307,1191,-18.6,55
637,1256,-22.4,57
164,1791,39.4,67
843,1596,1.1,31
269,1461,-34.4,77
371,1754,0.5,77
446,730,34.3,26
729,631,38.8,76
526,1323,-19.3,73
249,1390,7.8,26
736,1216,-31.9,35
773,608,11.3,79
555,1307,-25.2,15
532,1108,-7.6,55
819,625,2.6,6
349,829,-26.3,13
393,1400,-32.4,84
945,1689,20.9,72
870,1525,-30.3,52
838,1271,-4.7,4
492,611,29.3,99
942,1384,-2,7
125,1218,-28.7,94
881,639,2.7,61
374,851,-25.2,61
888,666,39.2,16
488,791,10.8,97
157,1486,25.7,100
299,1098,-1.1,57
710,1628,30,13
596,1794,-29.6,69
208,1368,-16.2,8
155,1440,-31.7,39
458,1401,-11.5,74
674,1757,10.4,82
819,1640,20.2,39
288,1402,23.3,90
689,1779,38.5,23
559,1463,27.9,11
510,752,18.5,54
583,900,-17.8,28
915,1780,-8.4,28
830,1605,-11.1,40
938,1443,-29.9,14
431,1674,28.5,17
807,1173,-26.3,21
943,1087,-20.8,72
215,876,20.9,27
633,1037,-10,23
832,1603,-28.5,27
410,600,34.1,1
495,1364,22.6,2
984,813,-35.2,6
459,1643,30,78
550,1675,6,5
615,1294,38.4,75
187,1707,-36.3,14
731,1004,-7,44
749,1008,-10.5,8
740,943,-27,95
956,1072,-6.7,47
176,826,14.4,85
281,812,-21.1,17
661,740,-19.5,66
447,657,26.6,79
975,1391,16.3,60
971,638,25.5,70
323,1454,5.2,88
935,1394,13.2,28
871,1510,-27.7,15
237,1131,11.1,15
924,1458,1.7,95
111,1053,27.1,37
699,1180,37.5,76
305,1618,-7.2,14
879,1215,16.7,85
375,1546,16,71
677,1225,-29.3,74
562,601,15.4,84
859,1451,-38.4,5
306,1230,38.3,86
496,1599,37.5,97
141,685,-16.1,79
323,992,19,86
845,1753,-34.9,20
656,956,-38.9,43
915,632,13.6,77
841,1430,14.1,12
876,1275,2,6
762,778,-0.3,65
622,997,-36.2,34
144,1208,-19.8,71
721,1787,40,90
944,1602,-6.6,15
259,979,31.6,99
457,1323,-16.6,94
218,802,0.3,29
310,1073,-24.1,94
170,744,40.2,52
956,608,0.5,36
896,701,18.9,8
659,1468,-17.6,51
196,996,38.5,49
328,1617,34.9,13
261,1479,-36.8,36
408,1063,24.1,3
476,1608,-14.2,45
579,762,-24.3,10
512,736,0.9,74
121,1298,4.1,30
227,769,-19.2,20
312,1390,-31.9,89
218,990,-37.9,86
884,1394,-33.5,58
719,1404,-31.1,34
404,1581,5.1,83
614,1469,-34.9,16
462,1363,29.9,55
316,834,-23.6,97
553,1297,-1.6,6
430,1063,-27.3,42
432,1337,-26.4,51
894,1047,-24.8,46
518,899,39.8,97
727,1705,30.9,20
399,1354,-5.8,39
248,932,18.6,69
