godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
492,859,-23.5,47
567,752,-36.3,91
234,1095,-38.4,40
189,916,-1.1,32
913,1101,-7.2,56
604,1763,-30,57
947,1423,-23.2,12
300,626,30.9,5
983,1216,-13.7,99
271,1040,-0.9,10
672,1198,4.8,91
260,921,-26.6,88
365,772,-9.9,93
444,1259,-37.5,40
128,1791,32.6,71
151,701,7.1,97
981,992,-34,74
214,743,-20.9,43
998,941,21.1,69
933,1208,40.6,25
713,870,13.1,14
196,861,30.7,84
740,1551,-39.8,43
503,1741,-12.5,53
824,1682,-31.2,85
995,1791,2.7,41
929,617,4.7,61
626,1733,-32.5,25
993,1056,-2.6,65
497,843,37.7,30
160,739,9,16
825,662,-27.5,34
680,1619,-30.4,10
613,1159,32.3,19
566,1085,9.8,12
492,1482,29.6,52
470,726,-17.8,20
966,1520,-13.2,1
403,1303,22.6,61
696,1297,-18.6,58
644,630,-6.4,30
271,1788,-12.9,53
680,802,-39.9,81
602,1005,-22.5,10
955,1485,4.3,63
463,848,-22.4,92
569,1102,-29.4,100
446,1376,39.5,53
581,1023,-15.4,35
472,972,18.1,20
682,1224,-26,11
727,694,1.6,46
323,1580,-2.6,20
431,820,10.6,21
820,1451,7.8,83
761,905,1.5,55
334,674,-1.4,91
611,1240,37.4,47
555,1527,-15.3,13
471,1781,16.2,55
936,1338,-10.7,5
422,758,4.3,7
414,861,7.9,58
202,1341,23.2,79
361,973,-10.5,79
796,1356,-34.2,43
584,1251,39.4,33
464,739,-28.7,13
809,1085,-39.7,90
397,975,12.8,50
433,1251,23.7,42
131,633,-26.3,76
205,1445,-38.3,5
660,1638,-22.7,37
574,1504,-18.1,45
585,1204,-23.5,85
967,1118,-19.3,63
630,1259,20.5,8
929,1026,9.5,75
904,1583,10,54
880,625,27,90
703,1249,-29.3,32
655,1471,-27.2,27
866,1322,-21.7,43
750,1228,-14.1,9
439,1421,-8.3,36
545,1359,-38.9,48
462,697,10.3,1
888,799,-21.7,38
622,887,-6,8
352,700,-33.4,34
596,1049,-6.3,75
758,868,26.4,72
902,1093,-17.1,67
979,1591,34.8,63
288,877,28.3,22
689,1453,-7.3,40
128,1158,2.4,70
284,1581,19.8,11
430,717,8.1,77
376,1372,32.3,69
983,953,-35.5,31
689,717,16.2,13
466,830,-34,14
773,1057,12.3,61
878,770,-8,16
380,1649,33.8,62
482,967,40.7,18
700,1281,-6.8,100
913,1156,30.2,11
872,903,33.2,40
153,641,-25.1,29
503,1473,15.6,23
127,1704,12.5,63
241,1086,2.1,82
650,1741,-16.2,69
370,1044,-28.2,70
901,1689,-33.7,96
725,1398,-4,87
903,1458,-1.3,30
749,858,39.7,59
485,1085,20.7,74
513,1742,-37.6,87
189,825,9.9,49
626,1056,-26.3,41
559,677,12.4,89
408,1328,9.8,56
381,1648,-14.7,17
494,1166,-18.6,8
682,1144,20.5,75
963,1188,-5.6,84
858,1474,35.7,54
769,838,11,41
853,1617,10.7,66
721,823,8.9,8
857,658,8.2,3
579,1663,4.4,11
799,1142,-22.3,96
512,1156,6.7,4
771,670,9.7,7
884,883,-38.2,8
494,810,-33.5,57
169,1514,7,30
438,1699,-8.2,12
974,1390,-2.5,54
117,1514,-37.6,27
641,776,12.6,10
514,610,10.1,100
390,1042,6.6,27
449,1418,-19.8,3
753,731,-3.8,35
178,1120,-11,84
750,1237,-28.4,100
211,678,-9.1,32
900,1410,33.8,74
325,1754,-28.3,54
846,680,-23.2,97
351,728,9,66
753,1529,-18.6,8
721,731,21.9,70
105,1108,-29.6,16
190,1564,24.4,1
270,1640,4.8,92
494,894,-26.2,89
591,1658,-3.6,43
127,873,-29.1,60
872,634,-21.7,70
480,1571,-4.8,49
516,794,1.3,68
313,1094,25,88
970,784,-14.7,86
537,1220,33.8,39
603,939,1.1,90
555,1451,-13.9,73
498,1110,-11.5,74
248,1220,-17.8,74
831,1779,-25.3,18
142,867,15.9,28
212,1270,-28,94
980,605,-17.5,97
255,1183,30.5,84
391,851,-4.9,43
277,1611,-4.4,85
214,1317,-15.9,9
555,1481,-2.2,96
701,1083,-8.4,54
348,765,-22.9,31
495,1203,-19.2,72
443,912,11.3,41
157,1291,-32.1,17
885,1037,-20.8,9
732,1006,-23.7,57
654,1574,-30.4,10
794,1748,29.5,39
120,1673,-18.3,92
930,1774,-28.3,11
361,1108,-10.7,37
643,858,1.3,6
562,1221,38.4,24
667,792,36.9,33
990,1448,-31.3,56
550,766,-11.7,39
970,701,18.4,63
622,931,36.3,86
987,1448,-22.8,69
736,1416,19.2,2
847,1377,-3.4,78
748,1640,-2.5,67
950,620,-18.8,81
693,1268,25.2,44
648,1019,39.6,58
527,1052,3,41
138,617,6.2,9
870,1775,5.1,13
938,821,28.5,32
228,1575,-32.4,54
227,1506,18.3,16
810,1033,21.8,36
343,1220,15.5,17
691,1258,-33.2,35
569,867,29,1
899,1665,-30.8,87
717,1069,-35.8,91
406,1735,-9.8,40
332,1338,12.8,67
263,874,5.5,18
773,638,15.9,100
938,1549,27.9,92
558,895,-3.9,67
737,1597,32.3,10
631,688,-7.7,41
353,763,30.1,56
859,1765,-16.3,72
821,964,15.5,86
649,845,3.9,37
183,867,9.6,47
225,631,28,66
432,766,-38,6
709,1652,-8.6,67
243,966,14.8,73
228,785,-32.7,76
196,840,11.9,34
742,916,11.2,69
843,1085,-31.7,36
381,1683,-11.2,86
328,1263,-21.6,70
272,1031,-22.1,98
677,801,-13.2,56
789,1245,4.1,78
255,1338,-22.4,12
153,1387,-31.9,65
249,1692,-35.1,40
120,1211,-32.3,24
288,1218,1.5,70
328,1736,26.6,38
151,1742,28.5,46
652,1397,24.8,15
667,848,20.2,92
196,789,-12.4,39
719,673,-4.2,25
348,1079,-0.5,82
844,714,-40,37
822,1145,38.1,39
391,1027,29.1,26
