godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
237,1126,-2.7,9
357,754,-14,70
968,1272,-26.4,35
223,726,-14.6,86
896,874,31.2,30
498,1321,26.2,55
886,1276,19.9,49
770,1418,30.3,28
863,1692,9.9,50
278,1026,26.9,16
285,1046,17.8,70
646,969,-38.1,6
693,1489,-13.7,97
120,617,6.2,51
349,1383,22.2,35
298,780,-19.5,40
379,1607,-31.8,44
105,1152,30.6,94
831,892,-11.2,77
276,1094,1.9,97
717,1061,17.2,38
253,1349,-7.7,84
737,1756,15.9,25
959,1618,3.3,4
630,963,-7.3,24
287,1378,-29.6,19
860,1673,-18.4,77
616,893,29.3,5
564,1096,-35.6,26
991,1123,-6.5,4
787,755,-12.9,83
184,1652,-0.1,7
670,858,-20.1,19
144,1737,10.2,53
931,1141,38.2,4
875,1164,13.3,67
635,685,-2.4,64
295,982,-26.8,72
364,1524,40.5,65
560,1389,12.3,73
300,1005,-0.2,92
305,1335,8,27
1000,1420,-25,28
283,1370,-8.6,28
279,900,2.2,73
530,775,15.7,32
827,1247,3.3,3
874,1450,9.2,83
858,1650,-27.6,6
373,1049,-3.6,91
784,1230,37.3,3
318,1046,-6,25
209,1351,6.6,29
857,1234,-26.2,35
553,1683,-24,23
604,997,8.1,59
448,1009,12.3,80
802,1286,30.3,52
200,1770,-9.3,59
385,863,11.6,88
868,1536,-9,69
561,1361,-33.9,3
218,637,14.5,42
425,1495,-2.1,87
593,1188,-8,77
706,609,-14.6,13
372,1644,-11.3,46
623,1412,-34.9,38
640,1533,27.8,8
306,1725,-34.9,25
962,984,-22.6,40
836,983,34.5,72
139,893,-9.2,31
451,1391,-10,20
919,1291,31.3,80
687,890,-20.4,46
213,1233,39.6,5
619,786,29,25
647,1184,4.4,97
157,669,37.2,67
543,972,-7.6,67
940,942,-29.5,5
556,1610,11.4,67
779,1192,37.8,29
717,1359,12.8,1
440,1121,25.5,65
643,822,-21.1,18
810,789,20.2,38
896,779,2.7,73
978,1403,19,79
727,1594,39.1,53
350,941,-0.8,31
456,732,15.3,53
720,1103,-36.1,5
695,1404,3.5,20
560,1219,-26.3,94
414,1129,-28,72
604,847,-5.6,19
628,922,-14.9,72
650,774,-0.9,32
870,1564,11.7,75
166,1278,36.2,25
510,1789,-25.6,36
584,1308,-25.2,63
102,1573,10.8,70
810,1414,-10,17
985,1734,29.4,81
468,891,38.6,86
356,969,18.1,97
256,1739,6.6,66
251,704,-39.1,13
545,764,15.3,21
192,1167,-37.4,30
888,1015,3.8,23
901,825,-29.2,6
814,683,-12.4,20
308,715,10.7,95
584,810,25.2,26
626,1582,-2.2,85
336,1115,-19.2,76
948,1021,10.2,62
978,1648,33.5,78
464,1563,-26.2,41
191,922,-21.5,83
229,811,-15.7,98
662,1163,-31.7,65
274,1313,17.8,24
433,1515,1.8,98
143,1409,7.4,56
425,1412,-17.5,34
128,744,-10.2,23
230,1574,0,22
681,1766,-21.3,51
291,1061,14.1,52
418,670,-12.7,85
849,825,19.6,70
676,939,8.1,51
497,928,28.4,6
922,1358,39.6,18
306,866,-24.2,92
942,1582,17.7,29
938,907,-20.5,84
891,709,-15.8,19
720,1575,21.3,39
178,1074,22.8,45
433,1425,39.3,24
489,976,-33.4,86
822,1430,29.1,18
830,721,34.5,97
375,1595,30.4,32
488,955,3.4,71
788,1481,31.2,21
336,1120,4.2,52
551,826,15.6,16
853,852,30.5,33
338,1016,-17.8,89
234,1576,-37.7,45
249,1588,3.8,36
349,817,23.7,45
191,1314,22.6,29
738,848,-24.2,79
780,1407,-7.6,46
495,1062,19.4,11
553,1074,12.9,37
296,1675,-1.7,56
304,840,5.4,10
264,1099,14.6,67
252,1425,-19.8,74
185,1768,4.8,75
413,1285,-5.5,56
857,1157,-15.2,42
620,936,6.5,37
615,1057,-10.8,73
816,705,-31.2,33
592,768,-18.4,47
212,1449,-8.7,68
645,710,29.2,52
771,1326,-14,44
192,1122,-3.8,65
818,1175,29.5,79
213,1635,-38,40
532,1651,21.3,6
779,1372,40,13
977,1728,-17.3,32
509,719,17.1,16
953,933,-34.5,19
424,1126,-17.4,57
186,902,0.9,77
171,1410,34,77
840,1645,8.6,15
468,640,40.6,78
898,1319,12.4,72
901,1305,-36.1,4
379,1408,-4.6,51
267,1588,-39.5,29
516,1120,29.6,31
286,823,0.4,61
457,1205,29,78
998,1199,6.9,96
108,1679,29.5,61
648,1568,-28,76
833,601,17.8,41
644,1619,29,36
795,1448,-28.1,97
636,1352,-16.8,1
395,993,-19.7,95
917,1059,8.5,87
811,690,31.1,96
983,1518,22.3,99
762,1157,-39.2,39
122,1004,40.4,47
848,1739,-5.5,32
417,1461,5.2,8
799,873,25.4,93
816,1257,0.2,50
587,1261,28,54
669,612,9.6,78
575,1772,-5.8,1
976,1049,23.9,47
226,694,-18.6,47
627,890,-38.2,62
111,932,-28.8,62
538,1392,0,72
400,836,-25.9,89
726,1736,-25.6,11
886,1149,7.5,13
565,1697,-22.5,27
101,730,19.3,22
740,1757,-31.7,33
676,1713,40.6,15
897,1337,-7.5,28
238,1739,-32.1,19
301,879,29.4,45
705,1024,-16.3,32
666,606,37.6,15
807,1738,1.7,67
479,643,-39.3,80
169,1621,14.3,59
331,1423,1.4,19
117,642,11.2,78
655,603,-25.2,29
592,1767,11.8,89
984,1497,-24.2,2
158,700,-23.8,10
791,608,-30,15
462,1432,35.4,90
160,1511,-22.4,71
927,652,-30.9,48
692,888,-2.9,85
316,1296,-18.8,79
273,1483,-0.6,23
491,906,35.6,67
421,722,28.7,51
956,1652,-8.8,86
490,1493,2.3,60
479,1603,-24.3,31
110,886,-34.4,3
199,884,9.1,54
371,781,-17.8,14
266,1122,26,55
647,1179,38.9,6
888,1365,-4.2,42
893,1637,-8.1,96
724,1647,14.7,30
114,610,-13.1,77
786,1208,-10.6,65
594,1766,-25.2,86
581,685,11.4,83
703,635,35.6,83
985,960,18.3,79
661,1730,-31.1,96
464,1658,24.9,25
267,1216,-28.2,54
962,1777,-31.5,96
312,1314,25.7,39
627,1617,-36.8,5
583,1527,-27.9,64
564,1782,9.1,73
893,1553,6.6,33
329,897,24,4
397,1032,-12.7,64
242,1469,7.6,98
973,1223,15,89
787,774,8.4,46
348,643,11.8,11
275,985,0.3,73
934,689,-11.2,25
798,840,-9.4,71
421,838,19.4,11
365,1682,12.9,89
231,1299,-3.8,78
334,1620,27.1,44
633,1032,40.4,83
929,1152,-10.9,1
316,1005,-11,6
195,1445,-13.7,65
431,979,-3.4,23
143,1058,-8.5,86
638,1667,28.2,17
773,917,-28.1,58
524,1305,18.6,60
236,691,-6.4,20
426,828,-36.1,88
120,1219,25.5,24
521,1115,33.5,55
385,1533,24.8,39
923,1191,-6.8,96
525,656,-35.4,16
342,1646,14.3,85
938,1338,-5.2,66
669,1382,-33.9,69
627,674,-20.8,69
793,1018,-34.2,71
340,1309,40.8,61
406,1388,33.3,17
730,1636,34.5,62
651,874,-22.6,72
761,685,-3.9,95
114,1497,24.5,43
500,1267,-9.7,52
770,1630,30.5,23
100,1251,-27.2,5
101,1510,33.7,23
833,915,37.3,37
300,1728,-37.9,95
915,698,-25.4,82
801,1279,-8.3,59
260,703,-23.6,85
111,1087,-25.7,38
843,1461,19.7,67
213,811,26.1,72
883,1251,-36.7,77
294,732,12.8,68
936,1671,-10,43
805,921,-29.9,71
592,872,29.8,12
573,1768,-32.3,45
612,600,6.2,2
799,1416,1.7,79
622,1183,-27.5,100
388,1040,29.6,83
587,1219,14.6,49
426,1575,32.3,84
294,1731,-38.8,44
543,776,-23.2,60
400,614,-25.4,57
511,1359,-34.5,37
413,1575,19.6,6
309,1062,36,39
800,1245,-25.2,6
506,1052,-27.9,71
299,957,39.8,24
184,1588,-39.3,56
445,1035,-34.2,82
867,1235,22.1,17
292,1459,30.9,72
932,1559,23.3,25
535,892,21.2,34
642,1469,-18.1,57
380,852,-24.8,66
360,1214,-8.8,72
638,1780,9.3,10
398,1652,40.3,67
525,1478,-7.9,80
314,907,-1.2,41
683,1087,-23.2,47
774,727,13.8,87
782,999,20.3,23
697,1097,23.3,100
900,1112,-18.5,68
608,1306,32.8,53
912,1034,19.5,17
823,1419,-12.5,46
745,1789,4.9,61
132,669,11.9,17
443,723,35.1,17
431,627,-26.9,4
855,697,17.4,30
301,1096,1.3,49
336,1007,-26.3,53
809,1556,-7.4,26
211,643,32.4,32
593,853,28.2,65
673,790,22.7,21
730,1550,-29.2,59
837,1130,22,85
782,1547,-30.1,10
567,1317,11.5,20
911,1116,-35.1,76
707,1208,8.2,60
702,628,-12.6,27
980,1692,35.5,17
659,647,21,4
571,796,40.4,29
592,741,34.7,13
899,1597,-13.8,76
542,940,21.4,19
361,1203,-19.7,66
705,1059,0.7,99
390,1550,35.2,33
664,1031,-17.6,51
394,763,-3.7,12
778,911,-40,50
105,915,-5.3,55
990,1263,27.7,26
345,1496,-19.1,58
138,1604,-9.5,18
890,1106,34.4,87
211,1376,-5.1,36
185,713,-12.6,80
955,1178,-16.4,16
430,1443,-1.6,81
427,976,36.9,54
480,1267,17.4,27
744,924,16,74
901,1261,-9.6,96
566,969,7.8,3
356,1351,14.7,34
525,1593,29.4,6
268,1119,37.6,78
400,1765,-21.6,90
308,1095,-9.5,11
162,1081,-34.7,74
537,1413,-39.1,68
588,1578,-33.7,7
782,617,38.1,1
608,879,-32.5,62
968,1087,-14.2,97
408,1790,-22.9,68
840,882,-38.5,89
489,672,0.4,29
549,1327,-20.7,23
943,1148,-19.6,78
270,1187,3.1,10
670,1766,-8.4,92
835,1202,-28.6,90
583,648,-26.8,93
589,1187,-15.5,80
268,1044,40.7,100
217,791,17.3,47
129,1679,20.9,97
719,1689,-8.6,55
928,950,-25.2,25
529,704,-10.6,48
317,629,18.2,31
193,1387,-31,95
903,1130,11.6,77
632,1256,-4.6,57
675,1137,36.6,34
978,1404,-1.6,13
581,637,-38.2,66
728,1354,-5.8,41
298,750,-22.7,73
866,639,0.5,59
500,1033,-13.2,30
460,743,-28.1,94
786,1077,4.5,91
898,1142,-3.6,81
298,1523,40.6,91
300,1314,-19.8,13
963,1183,40.8,42
327,797,8.4,50
963,1435,7.2,53
574,1612,-28.2,36
258,1088,5.6,84
773,1247,15,12
438,648,10.1,86
566,737,-18.5,5
806,971,-0.1,77
137,1268,-7.2,73
680,1425,30.1,94
771,1702,7,54
511,1716,25.5,67
340,838,-11.2,80
545,1548,-37.2,98
566,887,15.6,63
698,1789,-11.5,52
850,1216,-13.3,29
541,1001,26.8,35
115,1378,25,26
147,1057,3.9,76
587,681,14.2,81
120,1046,-15.9,15
108,1233,4.4,57
875,1619,-25.3,32
399,689,-10.5,20
748,1111,-14.7,6
455,1016,18.5,85
955,703,18.5,74
955,850,-23.7,100
876,1285,13.8,85
151,740,-4.8,68
139,1510,-27.6,91
908,1583,-5.2,25
818,1800,-8,42
660,1088,10.8,47
522,876,-11.6,77
851,626,-34.8,96
597,1135,3.1,19
535,1424,21.1,58
430,1514,-3.9,68
805,1443,32.8,96
743,1322,14.7,72
500,1702,-26.2,29
779,1163,-30.4,66
593,1423,40.8,78
492,759,-16.1,75
508,1507,33.9,28
676,1733,25.2,73
121,707,-14.2,74
980,1635,28,83
778,1411,-27.5,91
283,921,-28.1,54
479,1164,6.6,11
318,1533,-21.6,66
511,1534,40.9,77
206,756,-12.7,24
804,1125,2,14
239,1434,-16.4,32
323,974,-39.3,77
869,1713,3.8,79
735,1305,9.6,5
905,1217,21,11
876,951,-1.7,88
562,1462,26,52
328,722,-24.5,2
857,1401,-37.7,27
461,896,15,51
627,1630,32.3,55
294,1194,-27.5,65
566,1318,1.4,48
735,672,-30.3,22
863,1187,30.3,75
232,707,-30.5,16
272,1728,-17.4,42
413,1674,21.3,99
220,761,6.6,2
351,751,21.9,52
808,784,20,68
194,1686,36,49
140,1400,-35,48
245,1106,1.3,7
627,935,30,11
620,1643,-27.7,9
947,1712,-29.6,54
537,1198,-28.2,14
211,1674,25.2,28
477,1621,-7,48
120,642,27.5,28
762,1145,13.9,23
803,1501,29,43
275,843,-5.1,93
991,1720,-21.1,37
328,1165,-20.1,19
997,897,-31.3,38
812,1005,-30.6,59
732,1455,27.9,96
237,859,4.7,50
719,1793,-26.3,96
924,790,-39.7,18
556,968,1.2,74
890,1767,-25.7,24
414,1428,26.2,78
196,1772,27.3,97
317,1065,-33.6,64
359,696,-10,68
202,1090,-11,15
639,921,29.6,28
467,1014,0.2,24
503,755,-30,82
386,1566,6.3,13
727,1592,29.8,62
350,1282,-19.7,15
858,927,33,77
157,629,-37.9,39
836,706,28.8,49
876,906,39.4,17
805,958,4.4,42
849,645,-18.2,28
746,1593,3,42
966,785,28.7,3
629,1677,16.9,26
368,1385,22.3,51
176,1037,5.9,90
632,1612,-14.3,8
293,1282,24.9,31
544,1638,-6.1,26
978,926,-31.6,20
323,1540,27.2,96
879,645,25.3,25
414,734,-5.8,21
237,833,30.5,43
535,689,23.5,58
637,1710,15.1,84
200,1074,26.3,45
713,1785,-8.3,8
