godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
246,1058,29.4,72
637,712,-38,56
710,1351,-6.8,41
796,902,37.2,7
372,1677,-35.1,97
840,1122,13.4,57
938,1104,25.7,61
124,1784,17.8,77
725,1078,11.4,94
520,706,-7.4,10
252,1000,15.6,21
198,1385,22.1,18
487,1541,9.2,49
748,613,-35,39
650,1024,14.5,11
962,1338,5.2,93
656,1584,12.8,72
534,1202,-14.3,58
639,875,14.7,49
117,1022,27.9,77
891,972,-2.1,34
277,1546,38.5,68
223,1156,5.7,26
145,1526,14.8,56
317,1246,-20.4,96
454,633,-7.6,32
128,1357,30.2,29
148,1422,-35,11
579,1176,-14.5,97
557,704,-16.2,28
730,1596,-34.1,83
804,1042,-32.2,88
732,1328,-21.9,89
386,1037,-1.5,46
656,1532,9.3,21
757,1405,-2.4,2
523,1156,-15.4,84
908,1261,0.2,21
538,1558,28.5,64
837,1609,-0.2,93
667,1557,-2.8,25
419,1325,-30.3,87
272,718,16.3,19
409,1441,-34.2,73
390,1554,-29.5,50
692,1606,4.3,85
675,1197,13.5,90
374,1303,-38.3,60
299,821,-2.4,66
136,1783,-18.9,9
801,669,-16.4,62
568,1159,-26.2,46
213,744,27,90
878,736,-23.7,75
433,1342,40.9,16
391,879,-6,68
633,882,35.3,31
711,1012,-4.1,14
473,1403,-9.9,8
606,645,1,89
757,787,4.9,69
397,676,35.4,95
559,1193,1.1,53
120,1744,-11.5,40
319,1444,40.7,5
481,966,-3.2,31
104,894,24.4,47
650,1586,-12.8,14
305,1665,29.9,2
910,755,-37.9,85
195,1296,27.5,58
367,811,-31.1,91
607,1143,7.4,6
903,1066,-18.5,95
441,1343,-27.9,60
469,840,28.8,62
365,1173,-3,60
971,834,5.9,98
393,1703,-28.8,6
217,707,-26.4,65
881,978,-9.3,88
562,878,17,2
955,915,7.6,88
656,803,-15.1,84
388,968,-3.5,59
433,1185,36.3,84
130,1321,40.9,89
540,962,14.9,31
357,1427,30.8,60
577,1205,-37,36
103,1018,32.3,59
219,1769,-40,51
695,1373,30.8,16
572,983,2.7,81
311,1481,-32.2,72
847,1462,16.4,88
424,1784,31.2,73
124,1764,18.7,33
152,1730,12.5,50
300,1325,17.4,84
110,1681,31.5,25
432,885,-36.7,74
270,1611,34,68
691,1407,-37.7,94
821,1526,-36.3,46
928,618,-6.9,1
883,1417,-10.5,72
345,936,7,29
725,862,-39.3,22
210,1409,-27.9,61
984,1605,21.6,66
625,1067,-25.6,45
146,718,-28.2,38
727,1403,-36,21
396,686,-5.7,8
969,1797,-0.4,80
328,1501,-32.2,65
430,746,17.1,59
656,1748,-1.6,24
292,935,33.7,44
509,1306,4.3,85
805,897,30.5,11
635,894,-31.7,23
971,724,31.5,11
622,870,-19.7,75
738,1547,-8.4,44
555,962,17.4,95
271,1243,23.2,72
529,1526,36.2,88
129,1674,5.7,51
656,1639,39.8,12
596,870,7.7,83
379,946,25.5,25
863,1242,-34.9,64
114,693,-38.4,99
120,1651,-19.2,100
792,781,-26.4,75
221,1067,-30.2,22
439,637,36.4,71
258,1746,-29.8,17
483,1244,12.1,54
469,1290,3.8,34
801,1433,-26,82
195,1233,33.8,1
108,1366,-1.3,40
558,1588,20.7,4
806,1557,-32.7,41
163,1436,18.8,7
591,1486,39.7,89
482,1295,-23.8,56
815,760,13.1,94
929,1128,28.8,47
176,774,8.7,69
121,1477,10.9,65
761,1254,-38.3,69
690,1683,8.7,53
267,1548,7.2,90
376,1058,30.4,72
866,1553,31.3,13
319,797,27.1,89
583,1108,17.8,82
534,1080,36.2,17
363,1798,7.5,79
830,1162,19.4,76
252,985,3.4,51
444,1609,21.6,82
112,815,29.4,70
387,1288,38.4,34
519,989,4.5,73
505,1408,23.7,14
638,1479,28.6,41
535,1452,8.6,92
631,1463,-24.1,26
199,1170,36.4,62
911,1292,-6.2,23
192,1139,-37.1,12
179,1439,23.3,82
862,1661,-1.4,9
309,1056,-3.9,78
689,670,25.6,96
727,1409,-29.9,4
182,1486,-11.2,35
484,1572,-19.4,39
896,1524,22.7,92
418,757,37,18
626,1267,9.9,89
969,1194,-20.2,18
324,965,-8.8,21
976,1651,31.2,77
908,1513,-19,33
848,1367,27.6,17
332,943,14.9,57
420,1609,25.8,85
170,1649,-8.1,83
650,1614,-6.1,14
236,1646,6.7,37
121,1793,23,97
507,1302,-18.6,57
974,1436,-28.5,98
576,1473,-5.8,5
401,1403,26,21
493,1678,-5.7,8
803,1654,31.9,4
112,728,6,59
799,783,-22.6,39
396,1411,-33.3,73
525,1322,31.5,88
362,774,22,26
853,1698,18,57
884,1229,12.8,29
428,716,-5.1,63
903,1086,38.5,30
269,1641,34,62
601,1240,21.4,54
791,801,31.6,25
654,1491,-29.2,24
812,1410,-20,48
389,661,36.5,21
461,1654,-12.2,32
282,1272,5.6,84
770,873,29.5,29
266,1710,29.4,33
201,1757,-2.2,53
129,1144,-3.5,25
397,1689,-24.4,17
128,734,10.8,90
953,1438,40.4,76
650,1276,-0.2,73
672,1460,5.7,1
517,1124,14.2,39
820,1138,24.5,96
511,837,-19.6,76
789,639,37.9,23
732,970,-24.8,63
400,1181,26.3,10
733,1578,4.7,87
854,1660,-10.5,40
602,1080,14.9,92
610,1291,3.6,17
353,1265,-34.8,35
719,1353,0.9,86
277,918,34.5,88
346,861,-5,17
421,908,-39.7,69
667,770,-12.1,64
151,1385,-21.5,89
714,1714,25,34
101,767,-33.5,25
579,1271,-9.1,61
172,1529,-18.6,49
633,1381,39.7,59
192,781,9,96
969,902,37.7,16
551,790,-12.6,67
196,1621,-32.6,46
253,774,35.1,80
906,1183,-35.6,13
302,641,-22.7,81
708,1149,38.4,41
666,1131,25.4,90
628,1621,-17.4,63
445,621,37.8,16
121,822,-27.1,35
883,896,-35.8,99
662,1256,-38.2,52
785,1528,-16.6,40
806,854,28.6,28
898,1634,39.8,35
677,776,23,74
662,864,27.3,43
835,1248,7.9,42
463,1556,-11.1,66
396,971,-9.7,29
676,1624,-28.9,57
235,939,-10.3,39
956,1717,16.6,28
897,1119,-15.8,66
762,1075,-13.4,96
510,1448,32.1,77
226,961,-33,24
739,1220,-20.9,35
751,874,-23.3,50
590,1651,37.9,83
258,870,9.9,99
637,1029,-34.1,73
548,1459,-7,34
777,772,19.4,8
842,1277,-25,78
677,769,26.6,49
161,735,-4.5,84
257,1664,21,31
184,1564,25.2,87
815,1495,-21.5,22
454,1384,-6.1,7
633,1161,-31.6,21
557,1392,14,71
767,871,-32.1,59
107,633,-3.1,46
971,1211,13.2,2
640,954,-27.2,34
362,1159,-12.7,2
775,1181,19.1,58
994,1723,16,25
312,1741,-30.5,23
218,1116,-33.6,65
456,1065,-8.3,28
673,877,19.2,15
256,743,2.4,90
461,1793,-22.2,42
554,1659,-33.1,58
492,893,-25.5,43
440,888,25,92
527,1629,40.3,70
474,1412,15.5,47
375,1503,32.1,24
360,623,10.8,34
956,991,-0.8,43
710,1771,-37.8,60
427,1630,19.2,59
385,970,7.4,47
603,1050,34,13
566,826,-37.2,38
635,1525,3.6,4
766,820,-15.1,8
266,1315,-1.9,73
831,1427,-23.7,55
164,1718,-29.3,93
179,1622,4.6,79
211,1363,-34.9,3
716,1051,12.2,89
244,868,-13.1,23
200,624,12.1,87
247,963,-31,56
878,1659,35.4,85
655,826,-19.5,99
978,1024,-11.2,53
291,688,-11.5,85
371,829,22.7,55
134,1561,-18.1,65
831,1024,-30.4,60
654,1282,-15.3,71
631,1172,-13.4,55
215,1571,-39.2,21
273,1253,25.3,100
449,618,-17.5,66
631,837,37.3,91
322,1020,16.9,99
208,1281,-30,42
581,1143,21.7,19
154,1534,-22.5,26
329,1580,-32.7,9
515,1758,-17.1,61
158,1447,-28,6
514,1093,38.2,19
894,1374,-12.4,97
266,746,-13.8,56
901,1368,31,35
263,1286,-0.4,58
105,1492,26.4,33
466,1724,-34.6,92
548,745,-27,84
465,742,-33.8,96
782,1439,0.9,3
903,961,-23.2,4
873,674,20.5,63
967,817,-33.8,90
474,832,39.1,74
707,1542,-8.1,85
669,1737,-1.9,99
258,1755,-13.3,18
546,1065,-29.4,64
921,1275,0.4,21
879,1591,-32.9,63
795,1415,-1,2
279,1521,6.7,33
307,1236,11.4,10
159,1153,-8.4,6
774,1729,27.1,87
292,1343,21.5,36
371,1652,-19.5,60
770,1130,-19.5,3
931,1284,-39.6,77
612,1640,12.5,13
561,1019,28.1,26
198,834,21.7,80
279,1351,22.8,80
914,619,38,100
727,679,-7.3,36
809,635,-31.3,24
950,718,-33.8,97
489,1082,18.7,81
706,836,-36.5,76
401,1437,22.3,32
683,1757,4.6,97
434,1585,-22.2,37
438,668,-28.4,54
477,838,14.8,48
149,802,-22.9,31
888,939,-16.2,29
183,1236,-22.7,79
606,787,-24,19
390,1414,-37,36
869,1678,-18.2,77
550,850,14.2,85
706,744,-20.3,79
286,959,26.8,66
274,685,-39.9,35
803,612,-38.9,93
350,1152,15.3,21
384,785,27.2,74
169,1694,-38.3,71
792,1147,30.8,45
781,1690,34.4,27
627,1775,-34.9,78
956,990,38.1,53
250,1369,-7.1,59
268,1325,7.7,48
302,1469,-8.7,96
469,804,10.5,18
660,954,-30.5,70
218,1303,25.3,39
737,1055,38.3,89
771,1756,15.4,48
509,905,-13.9,76
663,1693,-10,56
260,1382,-28.6,42
214,1019,-14.3,12
447,1230,-3.4,42
425,783,-39.7,75
573,1648,18.9,61
631,1512,-34.4,36
142,1751,-6.5,34
954,1601,-11.6,88
897,1626,16.6,15
147,1661,-32.2,80
613,1529,-38.9,35
723,844,16.4,69
857,1797,24.4,31
315,982,-11.9,74
300,1348,-36.9,5
431,616,-18.5,2
161,1280,34.7,80
921,1124,22.2,16
220,1354,1.7,25
737,1270,-15.2,49
527,1768,7.3,45
314,1327,-10.5,85
693,1551,12.2,49
425,1258,25.4,18
699,732,21,1
833,1561,6.6,87
306,1567,-9.7,78
839,1435,-3.1,15
579,797,-33.6,11
707,752,21.1,71
124,1331,-36.4,98
454,1736,-21.4,87
561,1598,-26.8,53
817,809,32.1,4
883,717,-0.5,26
901,1399,-38.5,41
318,776,-30.6,33
159,1285,-36.6,64
740,1523,19.7,86
321,1551,4.6,98
798,846,-8.5,12
595,1759,35.8,35
242,998,-36.7,38
704,1077,38.2,93
881,613,24.8,52
239,791,-35.9,12
297,1494,38.1,59
828,1600,12.6,89
505,1575,-31,38
631,885,-29.8,27
453,726,36.8,57
220,917,-22.2,97
673,1770,36.3,68
262,1412,33.7,9
640,605,38.5,72
773,1090,-0.6,39
115,643,-27.6,51
800,1350,-0.3,5
834,1583,31.9,99
306,1148,20.3,8
209,1751,6.8,19
811,730,-33.9,97
551,1339,-14.3,87
111,1242,-17.4,4
869,1472,-34.1,80
906,828,22.1,74
688,1134,-15.9,61
928,660,16.2,37
196,732,-16.4,52
384,1373,34.9,12
877,1160,3.3,9
225,1363,25.7,85
326,609,7.2,27
149,1435,3.4,98
749,1751,-4.8,17
442,1433,4.5,82
271,744,-15.7,16
467,905,-17.2,73
732,1504,-9,6
592,1266,10.2,35
607,1685,33.1,13
309,675,-14.8,69
229,1613,-28.1,48
925,801,11.5,55
574,1113,33.8,94
952,847,-39.6,26
612,1425,20.3,21
412,956,6.6,41
546,1739,31.9,35
205,683,24.6,83
114,1070,-16.8,36
907,756,22.8,68
232,627,36,50
881,1295,18.3,15
304,790,7.5,78
304,902,20.9,95
765,1224,-1.2,23
174,1518,-5.7,31
447,1227,10.4,20
172,1692,30.9,18
230,822,-38.5,56
894,1001,10,58
298,604,1.9,18
298,1153,-16.7,5
833,1793,-17.7,16
210,1698,-15.2,27
980,838,-2.9,98
829,1164,-17.4,25
811,1244,23.2,53
836,1346,-37,71
693,1307,-36.3,52
501,1549,8.8,69
593,1303,22.2,9
796,1531,-20.5,87
549,1136,-37.3,18
135,1429,11.6,55
990,1563,26.3,74
560,1599,-9.9,83
347,819,27.3,82
440,1027,-13.5,28
636,1664,-36.6,16
115,849,-2.2,28
726,1691,-24.1,39
882,1779,-16.5,71
355,1594,15.5,3
318,1057,-26.4,18
721,1436,-39.6,91
418,1191,19.7,84
589,1358,-13.9,41
941,662,18.3,25
840,1419,-26.7,92
524,726,-29.9,29
904,805,0.2,33
405,1105,12,89
902,758,-7.4,64
618,884,-14.4,45
143,949,38,3
436,903,25.6,78
632,619,-11.1,87
795,1213,-34.6,52
742,1260,18.5,89
922,1290,6.1,29
698,1064,-11.9,33
529,885,13.4,56
720,1779,-26,86
566,1031,-9.3,53
725,1431,-35.5,90
415,648,-11,52
586,1227,9.2,22
637,667,32.2,65
488,1226,32.8,96
594,1380,-12.3,99
438,1268,6.2,61
977,1471,-28.8,4
859,1455,-1.5,43
205,1503,3.8,96
940,1635,-0.8,17
515,1149,-21.1,47
543,1256,-11.2,26
440,1275,17.5,73
692,678,4.9,45
472,1374,-7.3,94
928,1048,31.6,20
279,1295,40,29
278,1471,-30.1,4
395,639,23.1,69
455,915,-16.8,21
795,776,6.9,84
878,847,18.4,9
782,1184,2.4,52
981,1718,-38.2,37
323,1024,29.5,74
320,926,14.3,28
940,1227,-25.3,50
917,1292,39.9,1
333,1721,22.3,33
131,1437,-0.1,10
409,1133,-16.2,61
673,1455,4,26
213,850,12,95
172,885,25.4,64
865,1579,19.9,34
161,1702,-35.9,51
149,781,26.2,90
571,812,-25.8,18
995,1538,29.3,68
756,1041,-6.5,36
613,1737,34.1,100
341,1511,-8.1,12
558,1303,17.7,83
517,1248,-15.7,11
170,759,-1.8,75
575,1366,-34.5,72
606,1540,19.8,40
939,914,38.8,78
200,1488,-34.2,75
201,1662,-32.9,46
395,1197,17.7,19
831,1752,-11.6,6
938,1555,7.1,85
203,1410,29.3,73
664,1547,21.9,85
246,1514,-4.3,97
649,1097,22.4,73
357,1312,-24.1,28
552,1154,-29.1,36
108,924,13.6,45
312,1438,-4.4,77
736,1296,4,18
967,892,-25,61
