godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
851,816,-25.8,69
729,980,23.6,69
535,1271,-25,72
640,846,13.6,52
910,825,30.2,27
971,679,-12.5,15
651,793,18.2,57
313,735,-33.8,74
731,1559,6.6,98
947,1095,-30.4,17
703,780,-23.6,58
995,1797,-4.1,98
492,1743,38.2,62
438,1463,-37,18
753,1389,22.6,60
916,1371,-11,29
689,836,-8,85
293,958,-16.4,92
311,1075,-22,29
842,872,26.8,87
421,1252,20.9,18
648,1391,-9.6,29
407,1082,-11.7,68
908,874,26.2,93
975,909,33.1,73
299,1188,17.4,80
210,1497,14,70
1000,1195,-18.8,5
552,1267,-20.1,11
784,662,27.6,90
332,1201,-2.9,67
591,1596,27.1,10
547,1154,31.4,60
284,1273,-24.4,29
469,1056,-26.3,83
148,1339,-38.2,51
345,709,1,34
398,870,-21.8,5
755,1157,-8.2,84
730,791,-9.2,20
822,1551,12.5,87
558,1504,-7.8,15
199,1049,-4.2,27
978,1239,32.3,78
760,1800,-25.5,94
103,1400,38.2,54
242,1399,-15,59
878,1054,39.8,12
121,1399,24.8,75
120,1199,8.6,82
664,1440,-15.2,40
738,1311,29.5,27
174,1458,27.4,35
489,1733,-11.3,79
186,728,-12.4,15
125,1456,-21.5,57
312,1643,-25.6,12
516,1302,-31.9,77
785,987,-34.4,95
279,961,-33.9,37
381,969,-37.7,48
204,1520,31.1,71
687,640,39.7,36
328,1686,35.3,13
353,1496,-10.3,7
184,1706,10.3,62
965,1180,38.9,100
471,1493,13.5,89
612,1370,-13.6,33
896,1083,-26.7,59
773,1718,-23.7,74
119,1796,-26.8,36
250,824,16.9,15
881,1575,40.1,55
932,829,-29.6,76
436,1028,24.6,81
857,1138,10.5,78
959,1511,2.2,9
226,1043,-21.8,65
173,1706,-28.7,17
533,1485,20.8,98
657,1071,-36.8,60
572,1750,-2.4,76
708,1295,-23.8,89
777,717,24.8,18
329,996,-9.5,16
239,1776,33.4,37
132,790,22,97
804,629,-14.3,38
498,1033,-35.3,93
540,1036,26.4,39
575,1565,13.9,22
419,1745,-14.6,36
214,1076,-8.8,96
498,661,16,85
937,1637,-36.7,29
582,692,24.8,87
744,1356,-38.7,25
674,1585,9.1,2
105,1057,-35.5,5
865,1433,-33.8,3
118,1604,40.5,10
999,828,13.5,48
665,1076,33,1
827,1197,-3.7,2
335,1608,1.1,93
538,1762,-16.9,65
587,1792,-22.6,34
543,885,-31.5,17
445,851,-11.7,28
402,787,-37.6,85
982,1182,-30.7,55
184,644,-27.2,2
129,1004,-22.5,84
720,1788,-18.4,61
536,891,35.3,17
856,1599,15.5,30
934,1744,5.8,72
891,1124,-30,37
766,1178,-28.6,50
276,1008,-22.5,84
521,922,21,96
165,1556,17,38
108,1676,-39.6,42
957,1488,16,89
606,884,-28.3,51
179,1357,-8.9,74
969,996,-25.3,59
370,1333,-8,44
121,924,-1.5,41
734,703,30,17
649,1237,10.6,37
536,1044,21.1,25
772,1344,30.7,5
383,902,-1.1,87
570,1678,11.5,25
390,1241,-3.2,9
330,1625,-2.5,66
213,659,-5.3,22
865,851,18.8,62
771,1171,0.3,53
722,1440,-29.8,79
531,748,11.8,22
441,1521,33.7,41
814,1427,-7.9,34
312,729,25.2,98
833,1572,-22.3,32
975,1540,21.4,78
181,1442,7.3,87
608,902,21.8,30
888,716,35.9,33
490,1058,-21.1,60
367,741,-39.4,77
547,1187,19.1,2
221,772,-15.8,64
482,1427,6.2,14
585,1002,33.9,21
286,1319,-34.2,76
900,1260,-36.8,85
570,1366,-12.9,4
304,647,36.6,70
280,1345,7,78
914,1443,24.8,84
300,996,-22,100
172,820,25.7,51
581,1289,-11.7,26
807,1506,24.4,40
125,1491,-21.6,28
722,1577,26.7,80
869,1684,36,43
864,1420,-27.2,31
329,716,24,70
811,708,34.2,66
969,1764,26.2,42
973,922,-20.7,41
140,653,29.2,25
387,1336,33.1,85
169,1440,10.5,10
574,1056,17.8,66
212,1189,-11.5,82
181,1204,16,55
786,1207,19,57
812,1254,-32.2,44
291,1475,-24.9,63
800,704,35.8,3
339,1018,7,19
889,1424,1,96
412,1147,-29.6,2
438,1406,2.8,47
314,1557,-25.3,97
615,1624,-32.3,37
394,1279,12,20
437,1657,28.3,97
558,781,30.7,39
833,1559,32.8,4
613,700,0,93
790,1251,-25,29
683,1691,24.1,69
184,1454,-12.6,18
490,942,-2.1,63
515,1728,0.5,38
864,849,17.6,66
270,1643,15,96
608,1764,35.6,57
161,656,-23.5,58
289,1430,-18.2,69
487,1764,-24.6,65
563,1395,26.2,10
313,884,-31.1,48
819,1543,12.3,55
195,1158,-33.9,12
528,897,13.7,11
394,1739,21.6,46
601,967,-9.3,42
882,1028,-32.7,51
962,1691,21.7,31
467,1619,12.8,46
804,1712,-9.7,88
387,758,11.9,93
228,905,35.5,91
999,1684,-1.5,51
464,1311,-38.4,70
915,1263,-4.2,23
512,1202,-22.7,59
371,1234,35.8,76
791,726,5.7,24
119,1780,20.7,45
724,907,32.2,70
239,1408,0.7,6
185,740,-37.1,75
625,1078,5.7,54
629,1327,-28.6,14
106,1753,20.9,18
999,1522,26.5,83
124,1179,-17.5,44
692,1340,-2.4,82
487,701,-32.8,76
457,763,-10.1,4
498,914,-38.3,71
374,1498,-18.9,71
702,1216,-15.3,18
641,683,37.4,90
894,1115,8.9,22
774,871,26.7,7
175,1631,-12.6,34
182,1318,39.3,49
139,1663,16.2,13
229,1629,17.8,100
395,1397,-37.5,54
841,1007,-38.3,8
840,1143,16.8,43
574,999,0.3,64
528,1754,-17.4,85
192,1656,26.6,28
577,694,-34.5,99
911,812,19,97
516,1205,-16.6,3
305,1123,27.2,23
628,1393,-5.1,96
686,1707,-19.4,15
173,1017,-37.5,88
258,1257,27.1,76
899,769,-33.9,50
687,1621,16,8
659,853,23.5,22
288,1676,26,34
348,673,-18.2,77
470,1759,-28.9,49
333,820,-5.4,61
762,1544,35.4,83
614,722,25.7,52
419,1528,-35,82
985,1306,4.8,18
464,1394,39.7,88
206,1559,-17.7,29
647,1341,15.3,53
423,1302,38.9,84
501,614,14.1,45
303,1534,3.2,62
681,1290,10.9,96
328,1152,26.5,12
252,1176,-13.9,93
781,1764,7.6,11
813,1403,1.8,31
932,1332,0.2,54
