godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
903,1208,32.2,39
788,1173,11.7,31
532,1309,-16,83
446,1604,2.3,98
104,1035,25,69
594,1629,-17.6,53
383,1084,-39.4,22
210,743,-18.3,80
838,1433,-5.1,10
444,1723,0.5,21
911,1500,4.2,99
544,1334,39.4,32
528,1526,10.4,5
528,670,29,67
907,690,12.8,59
238,1730,29.2,95
979,1179,-27.3,47
531,989,4.9,12
273,624,3.3,84
145,810,-29.4,22
691,1406,31.2,87
388,900,-37.3,24
524,741,11,96
948,1237,-33.7,86
730,737,-27,43
915,883,-18.6,66
272,969,-36.6,96
863,1564,-18.3,18
931,1756,-34.3,58
853,1151,-32.7,90
254,1472,0.6,77
518,1786,12.3,74
703,1549,-8,68
249,1246,12.2,9
904,615,-21.2,4
490,814,10.3,16
387,1382,-15.6,96
451,1497,35.7,22
958,1723,31.2,75
600,1180,-28.8,85
952,1491,17.2,54
467,1445,-19.9,71
758,1575,23.9,67
878,804,15.7,68
741,1740,-15.6,12
661,856,-14.7,19
883,1769,40.4,57
985,1131,9.1,92
722,1142,11.3,50
282,930,-6.3,91
284,763,-33.2,51
471,1148,-3.4,43
118,786,-39.5,91
213,1292,20.1,20
626,881,-28.5,69
204,1747,19.7,83
198,657,-18.8,6
948,1115,-33.4,50
340,1532,13.7,2
649,1485,-37,69
957,670,-39.1,56
234,1056,36.9,88
444,1015,-33.3,32
310,1464,-5.9,22
478,1620,-9.2,75
785,1706,-18.8,11
607,1739,-36.6,79
977,715,-26.9,17
242,721,20,10
603,1251,30.8,24
693,1276,-4.5,4
342,1493,12.4,83
502,1416,-39.4,69
807,1400,2.1,77
615,1078,31.7,21
923,1325,-1.1,39
488,960,-10.5,15
275,746,31.8,8
770,1796,-30.9,53
106,1311,35,10
533,1401,-27.9,94
576,1600,-0.2,26
531,1510,-31.8,47
277,1692,-27.5,26
576,875,36.4,99
660,1495,29.6,80
551,1762,11.4,40
234,650,27.8,60
312,1149,-9.6,26
127,989,-23.2,47
364,627,-33,70
587,678,4.8,33
147,1463,-13.8,4
839,1484,33.3,80
814,1327,5.1,42
828,1148,-32.1,41
320,1629,5.7,91
469,1450,-25,65
989,1240,-22.6,91
536,658,-19.7,78
132,1381,24.5,34
829,752,-17.4,82
327,1629,35.7,52
942,1045,-5.8,19
681,1562,3.5,97
599,1626,37.7,69
655,905,-17.2,81
925,1008,27.3,70
877,1699,-12.6,17
499,916,39.5,5
689,1251,4.7,23
716,1616,-26.1,76
201,1495,33.9,36
538,1729,39.2,23
987,1369,19.4,87
918,1756,-33.2,33
514,1792,-30.4,82
819,1226,-36.2,99
826,1672,-26.5,71
919,1653,29.9,85
421,1395,-22.4,32
423,1638,-36,40
803,1737,-27,16
598,1745,-14.7,8
254,797,17.2,90
667,1103,34.1,27
659,1475,5.8,31
244,1130,9.1,65
924,1714,-6.6,23
394,847,-22.8,83
212,984,-32.1,6
918,749,24.2,54
691,689,31,75
170,618,6.6,35
704,873,-7.2,26
286,1571,-0.9,64
290,1497,-21.9,3
432,1793,6.7,62
267,1799,15.4,70
299,722,-1,91
617,1336,-24.1,48
198,922,-22.2,98
217,1162,-26.4,55
114,715,1.6,57
530,1666,38.6,98
151,994,-11.8,49
692,1255,-3.4,4
688,1654,39,20
226,1019,35.3,24
115,1334,-12.6,62
683,968,-32,62
642,1493,-37.4,16
230,1616,6.6,25
375,1481,-17.3,87
244,1498,17.9,4
527,603,-19.1,47
436,1248,-0.4,87
459,1193,9.6,46
177,1725,-24.6,69
611,1678,9.4,27
784,1641,39,18
411,909,-18.1,9
873,1556,7.8,35
484,1113,-4.5,36
520,1393,-38.8,34
212,1114,-28.7,34
707,712,-0.2,73
351,1361,-8.2,51
754,1069,-38.9,51
259,798,20.5,81
341,1754,23.8,26
951,886,-15.1,79
465,1005,-1.4,18
233,1396,16.3,1
631,1256,-7,49
223,1434,-25.8,66
420,894,-0.1,41
292,1134,28.6,31
444,685,32.7,16
180,1304,-29.1,57
906,1111,36,5
623,1619,3.2,35
620,1713,21.8,74
