godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
428,1324,6.6,62
270,1139,18.8,58
556,1787,-23.1,69
564,1016,24,85
472,655,-36.7,95
188,769,-27.9,42
388,848,1.2,78
380,1137,-28.1,8
271,1034,36.2,79
281,920,-3.5,4
608,809,18.5,13
394,1286,-28.6,33
293,665,-37.4,78
460,609,-21.2,44
392,801,-38.9,81
587,1034,-8.2,82
573,1243,4,50
642,907,-4.4,32
187,1178,-37.5,42
733,1347,8.5,100
525,1778,-7.9,18
918,1486,18.8,97
136,1206,-8.9,86
802,1716,21.5,85
681,1145,-30.9,42
279,822,36.1,28
295,1355,-18.7,59
991,1707,18.9,84
532,1738,-3.2,9
438,946,-36.2,62
651,628,-8.8,73
918,1537,-3.6,32
906,1284,-24.3,88
783,1177,5.4,76
649,1023,-16.6,4
191,746,-32.3,70
657,747,15.3,67
458,668,-29,2
410,739,-8.6,82
993,1474,-36.8,73
763,801,-37.9,25
726,1023,14,43
251,770,-21.3,11
815,1385,-24,22
532,1516,28.9,28
939,1165,1.1,2
111,791,-17.6,7
231,1266,17.1,9
612,828,-39.4,61
262,1536,4,39
700,910,9.8,11
803,1628,17.7,92
141,1540,14.9,65
887,1308,8.2,89
499,666,14.4,99
474,746,-13.5,62
282,651,-31.7,5
684,1127,12.1,68
573,755,-15.8,78
934,1642,-33,12
342,1757,-12.1,93
260,1576,-28.6,41
915,1171,-9.1,74
717,1562,-11.7,20
975,1732,26.3,23
436,1789,0.1,42
873,1235,14.1,46
334,1230,14.6,79
932,1036,12.3,92
703,671,-5.2,84
498,1768,-7.3,80
861,734,25.3,39
918,1461,5,55
332,1413,25.6,3
459,1169,39.3,52
323,1538,-31.1,73
592,1743,-0.5,39
468,1653,27.6,61
867,838,-1.6,44
219,920,-8,36
907,1373,37.1,36
194,1633,-7.4,81
880,939,-1.2,33
782,689,-34.2,78
886,1510,-12.8,97
674,1638,-32.4,80
197,1067,-36.7,27
371,1745,20.2,66
256,863,-0.8,40
515,1056,27.7,10
552,1447,-23.2,38
365,1073,-30.6,77
947,930,13,57
408,1094,-18.1,84
755,1209,-38,9
694,1746,15.7,12
252,1003,8.6,78
178,1367,-32.8,18
187,1286,-21,1
976,713,28.3,58
890,1116,-26.7,64
732,1784,26.4,78
251,1474,-21.9,83
587,921,6.3,89
485,644,19.9,52
989,1321,-5.9,52
130,1657,0.2,76
759,731,33.6,45
198,777,14.7,57
220,1016,-32.9,41
137,1757,26.6,15
475,1736,12.6,79
757,609,-8.7,60
237,1536,27.1,95
511,1383,23.9,86
510,1754,-29.8,67
846,968,-13.3,21
204,965,-14.8,17
537,1240,28,86
612,1092,-16.5,55
707,1427,6.4,74
981,626,-26.8,56
898,759,-3.7,72
765,1741,34.7,55
841,1562,-36.2,96
678,934,2.9,48
606,995,13.3,17
713,925,-12.9,20
699,1438,30.6,48
575,1025,9.4,41
694,1333,-22.8,26
739,1092,19.5,1
926,844,-2.9,27
170,809,-1.3,12
655,816,-33.9,37
622,1660,32.3,53
216,1554,-29.8,58
326,1657,11.1,72
429,1684,6.1,80
694,1698,20.3,65
520,1700,-3.9,73
143,1237,-24.6,17
470,1571,-0.8,63
188,1238,-16.6,36
804,1597,12.7,77
618,681,20.7,21
658,1224,-29.1,18
358,1447,-20,9
586,1433,-4.3,62
832,848,-35.5,25
610,1598,-17.9,28
577,1341,25.3,44
180,1044,34.6,71
767,919,-24.1,70
274,662,-39.9,77
971,859,-25.9,84
387,1461,18.8,11
963,1164,14.4,43
757,940,7.8,59
285,936,-8.3,4
726,1378,31.4,65
654,884,30.8,46
583,658,38.5,43
552,919,-21,31
693,1056,36.2,69
478,925,-16.2,81
114,1136,-22.4,83
343,1222,-11.2,41
774,1495,22.5,97
159,1763,18.2,23
421,1088,33.7,12
168,742,35.3,78
986,1340,9.8,8
359,1164,19.8,59
430,1505,11,44
978,849,-10,49
339,1325,-38.4,96
601,1602,2.9,99
428,1123,-1.5,12
793,1313,-26.2,71
214,1077,-7.5,27
697,671,-14.7,45
528,1082,-17.2,88
803,1187,17.3,25
471,1242,-12.6,35
967,1124,-10.5,83
324,631,-36,85
635,1780,34.5,76
847,1689,24.5,21
241,1745,14.5,12
644,1224,27.5,49
580,1459,8.5,89
678,656,16.1,31
356,899,-0.3,17
885,839,26.9,53
712,880,36.9,48
933,1604,15.2,69
204,715,-37.7,33
919,1518,13,38
