godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
146,759,14.6,31
196,734,-31.7,81
611,711,-24.2,68
737,1120,-10.8,99
279,1272,12.6,2
374,907,-34.2,85
486,1167,25.9,68
359,1044,-5.2,35
571,1520,10.9,23
526,1366,-2.3,34
957,675,22.6,83
797,622,30,9
779,603,2,66
450,860,24.8,87
525,908,8.9,80
478,1101,40.5,66
589,1765,-6.7,88
279,1794,-30,78
859,903,-15.8,9
220,884,-31.6,43
376,1101,-12.7,66
527,863,-17.8,20
791,1099,-7.3,13
921,1555,20.1,75
384,1189,-31.6,43
843,1733,-13.7,80
618,844,-11.8,54
963,613,26.6,42
793,832,15.1,54
669,1171,39.7,64
921,1354,-25.5,85
354,754,30,38
325,1582,40.2,80
917,1754,34.1,24
729,663,29.7,36
962,860,-2.8,9
100,853,8.7,9
537,1058,-2.1,100
746,802,-1.7,51
649,1790,39.5,72
636,972,18.6,60
319,953,-12.4,57
641,1761,4.4,36
360,1716,33.1,80
188,1223,22.6,94
509,1334,-14.6,29
686,1236,-24.7,10
403,995,-34.4,56
565,1260,-0.5,45
285,1099,-19.2,55
526,1484,-37.6,74
706,751,12.5,55
960,1455,7.9,94
338,1177,0.2,68
622,899,-11.5,61
968,953,-13.5,16
614,1550,14.4,85
359,1060,17,36
131,602,8.1,37
204,1064,-24.5,46
525,1571,14.7,7
313,1565,-1.3,68
606,1483,-15.8,22
175,1409,1.5,58
283,760,-34.1,79
886,1502,6.4,33
233,1042,-2.8,34
156,1400,-18.6,91
847,807,7.4,81
304,650,-5.6,73
609,1677,-5.8,61
218,1161,-7.3,76
549,1620,34.8,100
251,1398,-11.9,10
238,1746,17.2,13
281,1557,32.9,5
137,676,-24.5,59
841,955,12.7,66
169,1625,-4.7,8
374,638,23.7,72
802,1141,37.2,57
830,1159,1.1,97
208,1685,-26.4,22
653,964,-38.1,28
741,1032,8.4,22
600,835,7.8,86
713,1100,-32.4,35
690,647,27.1,50
252,602,-14,98
925,1705,37.8,96
710,771,26.1,40
205,1255,-37.1,91
939,912,3,56
857,1400,-1.7,28
339,1544,5.9,59
771,1083,33.2,57
306,1601,20,64
618,1089,11.7,98
537,772,30.6,52
438,747,-7.7,97
795,946,29.7,62
390,1444,-19.4,73
229,812,7.5,96
389,1535,-18.1,90
654,614,-30.3,67
321,1731,-14,73
782,1710,25.7,87
695,704,37.5,3
717,612,27.4,65
705,1175,-19.7,7
299,600,41,81
678,1725,9.2,41
160,777,-12.5,24
691,1176,-24.4,54
493,841,37.7,73
374,1087,-9.6,16
684,794,37,69
228,1784,-37,93
714,770,-34.3,94
111,744,7.3,7
266,1764,38.9,75
376,1079,-8.7,49
487,1299,-30.9,10
672,1786,-30.5,24
799,636,-9.1,13
407,933,1.6,26
410,1362,27.2,43
756,1018,-18.6,18
384,769,-0.1,62
422,1367,9.2,72
689,1338,39.6,2
962,1393,32.1,73
1000,1728,15.8,75
329,940,-13.1,72
119,1311,10.3,4
796,1036,-38.6,95
924,959,-0.5,8
162,1112,17.7,79
220,1321,-1.9,45
879,880,30.9,1
558,1250,-10,83
308,1604,17.4,38
308,699,19.6,37
752,1545,11.6,50
860,1186,13.5,51
660,634,-5.7,84
668,1728,-9.2,88
182,834,17.1,4
217,863,5.4,69
435,1030,-37.9,61
951,1068,-16,56
371,1325,30.8,9
903,609,6,1
414,1153,21.4,57
852,1475,41,25
549,1733,-33.6,10
418,776,24,87
852,1360,-14.5,87
677,1545,-21.4,7
303,1557,30.7,36
717,1449,-31.1,35
726,1734,4.7,42
212,1355,-4.3,71
180,1139,8,64
230,1699,30.8,77
129,1682,30.5,7
410,1119,33.7,49
842,1396,4.7,68
586,1380,23,20
368,1556,-7.7,100
176,866,-30.1,61
811,1626,30.3,3
247,1579,-17.3,9
560,1757,14.2,53
545,1098,4,29
155,1393,12.5,56
509,892,24.1,26
757,1704,-38.5,54
688,924,-32.8,36
748,1378,39,59
710,1533,37.8,98
472,608,-24.9,43
820,1788,9.7,17
690,1250,-7.1,49
317,1411,5.7,48
861,1276,-13.5,4
642,1277,20.5,44
