godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
796,1474,-21.9,31
807,1541,3.8,41
893,1052,-0.7,16
817,1114,-4.3,77
378,1691,31.9,24
207,1685,6.7,24
888,654,10.1,68
881,1504,-4.4,79
505,1425,-10.2,66
166,1718,-15.3,68
573,841,-14.2,59
717,944,-25,83
981,664,7.4,98
647,1410,4.6,44
416,1174,13.1,73
113,1451,-32.7,75
934,822,0.4,62
872,1622,30.2,83
646,1661,21.8,24
989,1386,13.2,50
126,1340,-35.8,91
279,753,35,29
485,1726,0.2,50
516,730,2.3,57
152,1759,10.9,20
967,1756,-18.1,36
248,1350,-32.5,56
792,1797,2.6,30
194,694,35,28
583,920,19.9,95
632,929,-6.4,21
340,1048,20.2,1
530,922,-26.7,16
651,1069,-29.1,26
575,1364,13.7,44
464,739,36,31
518,1245,-25.3,58
978,1590,-33,60
527,1340,-10.2,66
150,1728,38,30
192,677,-4.1,48
717,1116,5.4,39
774,1772,17.3,79
893,1069,-25.4,99
958,762,-24.1,93
364,1152,17,54
203,890,3.3,55
462,1389,-0.7,97
885,1173,-17.4,43
102,860,29.8,33
640,1565,-37.3,64
461,1026,-31.1,44
771,1470,12.8,49
731,1437,14,27
554,689,-9.9,34
184,722,40.5,65
567,1596,-21,16
815,1738,38.6,8
873,1519,32.8,83
281,707,-30.4,39
188,1123,-36.8,90
612,1609,13.5,53
151,1444,-32.3,11
748,1304,0.4,96
767,989,-24.1,48
731,1442,23.1,18
622,1639,1.7,82
518,1578,-37.9,97
352,961,2.8,38
218,1267,-29.5,43
730,637,3.5,65
321,691,7.5,26
618,1267,7.5,81
402,1438,14.4,11
207,1637,8.3,85
821,749,23.1,35
141,1583,7.6,14
522,1756,-10.4,65
398,872,10.5,64
936,991,-0.9,72
203,1656,38.1,84
416,1328,21.5,28
327,1722,-18.7,76
917,1213,29.3,18
309,1200,12.9,94
810,828,-0.4,35
709,1222,2.5,49
798,1390,29.4,92
645,702,10.4,21
662,1494,-5.9,88
980,1645,-26.4,93
877,1141,-29.1,52
854,1489,5.4,41
856,742,23.6,51
377,1439,31.8,10
796,1483,-23.7,36
856,937,19.9,78
700,1620,22.5,15
764,633,13.8,2
925,880,11.7,3
694,820,17.8,43
343,1415,7.4,10
242,1183,-32.5,23
636,756,-7.5,34
853,1720,-38,91
124,961,-37.2,70
710,722,-10.1,94
595,715,22,67
616,724,8.2,25
507,667,-33,4
484,982,-15.3,89
710,903,22.6,7
780,697,33.1,15
412,1563,-16.5,51
514,1050,-11.6,24
138,894,-28.8,38
545,654,-19.1,70
870,624,25.8,66
582,1790,-9.1,27
406,1102,38.6,9
960,868,28.9,41
257,959,-17.6,85
473,1506,17.2,91
820,1682,30.7,13
746,1197,-20,74
388,954,2.4,15
129,1556,34.4,57
392,829,29.5,16
654,1241,34.2,79
631,1606,2.4,58
765,1415,28.6,24
927,639,7.2,52
152,616,-10.5,18
299,1067,-37,96
303,849,16.4,95
524,883,25.2,50
124,762,-15,50
707,1281,7.8,41
433,1241,24.6,43
176,675,-2.3,82
448,1424,29.1,31
741,1348,-2.4,71
589,998,13.3,52
508,1103,16.6,41
627,800,-24.9,50
478,1621,-16.8,20
221,1435,-25.6,72
727,1740,1,92
950,1279,9.4,36
128,750,20.8,74
596,1125,-38.6,11
379,751,-6.7,81
986,1642,8.2,87
