godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
679,1752,8.2,68
272,1793,30.9,90
981,1661,-34.2,24
865,1049,-29.9,47
457,1409,13,43
921,1122,-2.7,4
687,1514,20.7,97
421,1750,31.9,26
276,897,18.3,87
216,1768,24.5,18
275,1141,-8.3,5
278,798,16.2,10
889,1491,7.7,68
867,670,-11.1,54
204,1747,23.3,1
140,1152,-5.3,41
781,1458,20.7,62
201,735,-2.3,37
772,1257,-23.3,74
769,1075,6.5,19
356,661,-38.5,11
510,1273,37.2,57
551,1431,-9.6,48
519,1538,-35.2,93
278,1050,25.1,5
746,1492,-20.5,2
931,1738,-25.5,58
636,1683,30.1,99
417,1382,-28.6,79
387,778,-17.8,43
118,920,-31.4,62
693,1781,33.1,19
424,660,24.9,81
946,1327,-20.8,7
322,1778,17.2,19
472,1313,3.9,76
794,874,-35.4,95
461,892,27.7,39
141,1738,-33,28
527,807,34,4
299,1586,-14.1,8
922,614,-15.4,11
514,1728,-12.7,26
561,776,32.1,79
219,927,-33.2,37
625,603,17.5,85
709,1509,-28.7,40
972,1572,22.9,23
245,970,-4.3,28
686,636,-27.9,20
449,1363,-26.7,89
510,654,32.8,54
874,1555,24.6,75
129,880,-23.8,16
982,788,26.8,66
581,1164,-23.4,94
266,1711,-38.1,59
263,859,-37.5,22
661,1535,-28.3,54
318,1145,8,83
898,1228,19.3,8
475,882,27.5,72
636,1279,22.6,93
847,1254,0.7,26
808,1651,30,63
448,775,-2.3,87
160,1606,10.4,93
357,967,-38.2,98
160,644,11.7,94
336,1331,17.7,6
896,1126,29.3,66
132,762,-5.5,53
813,960,-27.3,46
610,771,-19.5,60
580,1074,-18.7,16
773,1017,-21.3,22
368,1739,10.8,9
613,1106,-40,38
124,743,-8.1,61
681,1243,5.1,73
921,1367,3.4,66
149,1271,-5.3,63
190,921,-12.3,51
765,1577,32,72
849,962,28.8,35
229,1161,-1.7,32
616,717,-2,23
844,932,-11.1,87
779,734,22.2,20
202,992,-3.9,13
191,1304,0.4,1
733,660,-28.6,90
483,871,-31.3,51
800,682,-23.2,27
657,1055,-23.9,14
877,941,-14.9,17
432,1702,-26.9,87
898,1630,-12.8,88
334,1196,-8.4,64
918,1432,22.9,37
316,1660,20.4,38
459,1398,-25.9,31
936,802,32.1,95
129,1674,-3.2,42
406,747,-36.6,88
151,1003,1.2,31
804,615,22.4,16
407,1002,-15.7,39
661,1537,-6.1,80
154,909,-25.4,95
709,1643,-29.6,43
133,1448,15.4,14
424,1145,9.3,16
264,1488,-2.9,56
547,1701,26.7,23
434,1720,-13.9,11
558,1071,16.7,45
890,706,38.1,67
790,1244,-35.1,87
790,1274,-25.5,29
519,1218,-24.6,67
974,1764,-7.1,87
811,703,38.7,6
576,1577,-39.2,59
851,875,-35.2,81
143,834,1.7,70
369,1574,-20.3,1
793,1703,14.1,68
569,1177,24.3,55
706,1687,38.7,37
882,1057,32.9,69
583,835,32.8,94
956,1088,8.7,6
842,1322,-26,12
608,1119,-23.5,46
564,1697,33.9,41
397,743,9.7,20
902,770,-23.6,82
993,1648,13.2,32
467,601,-18.7,58
902,1124,-29.7,44
879,1552,-12.4,80
723,1540,6.2,32
703,869,-19.2,81
582,1084,-34.6,2
869,1395,-7.6,1
450,1283,32.9,61
711,1055,16.8,71
683,859,10.5,35
791,713,28.4,13
981,669,13.9,95
248,1568,-24.5,61
131,732,36.6,41
323,831,-6,97
310,915,-22.5,14
108,1431,-39.8,93
993,789,-15.1,71
395,742,32,40
307,890,23.9,12
239,849,-21,37
114,1199,12.5,93
570,1038,-4.1,34
287,847,-0.7,92
968,605,30.2,63
700,1746,35.6,74
724,1680,-15,38
877,696,-22,77
386,1603,26.5,29
192,1279,-19,19
560,1599,0,79
459,714,11.2,91
996,1732,-30.2,74
502,620,21.7,62
785,1296,-21.9,44
536,1372,15.1,22
457,1180,-38.4,43
540,1105,11.4,12
979,753,-33.9,79
330,1514,6.2,6
631,1186,18.6,68
439,931,-27.3,94
248,1737,-17.8,40
190,900,-8.1,13
683,1620,-16.6,51
690,1161,37.5,79
218,1433,-7.7,51
565,1397,-27.1,24
700,1583,35.2,83
862,1244,40.2,64
443,1527,-32,62
915,1622,39,100
358,765,-34.8,94
237,1352,40.8,34
314,698,-24.1,64
676,1329,16,69
528,1083,-7.7,68
788,1383,29.9,32
430,1292,17,85
440,1767,-9.6,92
623,1135,-11.3,67
681,688,-24,85
174,1752,9.9,76
290,775,-15.7,23
576,1643,-14.7,21
741,921,-36.8,88
931,891,20.4,85
315,786,18.6,33
452,698,-25.3,14
234,1536,18.7,69
604,699,-1.8,90
646,650,0.8,1
753,1318,-39.5,16
868,1047,16.4,60
137,1502,-16.5,60
288,1436,-4.3,39
229,1652,-23.3,27
933,1415,-39.4,1
843,690,28.1,68
816,1663,31.7,23
951,1723,-7.1,8
704,852,7,59
779,932,10.2,67
768,1283,-24.4,68
184,765,2.9,57
369,995,-19,93
798,903,-11.7,29
174,867,8.6,78
565,1687,25.9,29
332,1217,33.7,10
236,1284,3.5,89
950,945,-2.6,55
845,651,25.1,88
331,1377,40.3,80
845,739,6.1,31
936,671,-11.5,11
406,1306,-3.3,74
603,1476,4.2,59
490,1317,-12.7,23
839,1146,1.4,75
228,1304,-22.7,6
618,1685,5.4,56
313,1738,13.6,53
420,1598,-40,9
447,1276,-16.1,64
746,779,-4.1,68
331,678,-30.9,82
628,1320,-16.4,21
363,776,-35.6,10
484,919,-28.6,9
365,1718,33.3,42
893,1329,8.9,100
278,1197,2.3,13
844,1395,-35.9,53
431,1091,-11.2,75
770,1693,31.1,36
460,1395,29.9,60
156,1239,12.4,69
671,1741,14.7,52
410,897,17.9,55
925,691,1.9,41
388,1495,-8.7,65
893,1300,-34.6,68
554,1682,28.6,8
653,1361,15.8,96
845,979,35.4,49
376,691,-9.4,22
236,1500,35.2,97
761,1197,-30.6,75
385,1491,32.9,65
637,1626,13.9,47
853,1759,-22.4,23
642,1263,-29.5,5
627,1357,0.3,53
311,1483,-4,30
755,606,-4,83
517,1344,33.2,41
890,1404,27.1,53
769,646,-36.2,65
111,1023,-9.2,9
432,1320,31.8,28
695,1500,-26.1,1
207,976,9.8,60
893,1547,1.7,11
868,1718,21.7,59
934,724,-5.9,9
157,628,19,13
530,1390,31.2,24
477,675,15,84
198,889,-17,66
673,727,4.6,73
779,1101,19.2,82
640,1317,-39.6,15
916,836,24.3,81
662,1233,31.9,2
456,1159,-3.4,30
122,1406,-19.4,33
946,1549,-22.3,83
162,1717,11.3,85
495,1512,-9.4,62
493,715,-1,5
206,1389,25.3,95
917,1193,-3.3,62
423,1634,33,72
247,1436,-2.6,71
742,1237,-17.7,8
719,1686,36.5,36
387,655,37.2,12
772,1439,2.6,75
311,785,13,78
309,1412,19.8,76
561,928,-15.6,2
599,947,12.6,83
839,1738,3.7,58
107,1290,-36.5,46
105,1393,16.3,16
376,1093,-5.9,33
487,1374,22.9,15
486,914,-17.9,28
240,671,-2.2,6
505,742,-21.3,58
251,1148,21.5,40
241,1649,26.6,80
935,906,17.2,100
117,1140,-39,16
159,1113,-28.5,25
665,1325,23,83
121,673,28.3,57
237,1085,-16.1,93
394,1539,30.4,17
177,1177,23.3,18
602,1781,5.3,27
242,984,29.1,56
323,1144,21.5,99
234,1316,35.3,84
950,1190,28.9,6
315,1726,13,19
410,1484,-38.1,94
335,1083,-20.9,46
107,1414,-35.1,34
175,756,-29.2,13
647,1543,-36.1,7
376,1271,29.7,59
567,1292,25.1,2
163,660,-2.3,44
344,982,31.5,14
905,1091,-16.5,84
585,1106,10.4,26
628,1106,-5.7,100
945,927,15.2,87
167,1396,-15.7,14
205,976,16.5,53
853,913,29.9,23
688,1136,-14.1,37
543,747,10.2,91
692,1266,8.3,43
814,1322,10.8,39
969,942,-6.5,74
454,796,8.7,48
238,1469,34.7,86
375,1403,-10.5,60
915,1075,16.7,51
832,1174,33,20
320,1783,2.2,2
163,1075,-0.7,54
677,1727,17.6,10
801,1413,26,14
351,1110,-0.6,90
482,1379,30.9,15
475,1613,26.7,77
119,1633,9,60
395,1382,11,15
734,1358,14,61
778,979,-5.9,1
829,1126,-30.5,85
359,1149,12.9,72
101,1687,8.9,19
702,694,29.3,80
641,1459,-10.5,43
113,1786,24.3,62
399,775,-25.1,87
141,1040,14.5,16
691,1300,-22.3,37
886,919,34.4,45
389,609,5.8,95
445,1497,31.9,46
728,855,19.9,15
246,630,19.3,29
287,1387,-28.2,36
376,823,-34.4,26
185,1197,32.4,88
243,1487,27.3,76
253,1785,-7.2,67
777,1776,-32.7,69
883,941,-10.2,16
565,1560,-17.8,82
999,834,17.9,56
985,737,13.1,81
418,1333,-34.3,53
589,1231,-34.3,24
134,1496,29,11
568,1089,38.9,100
854,767,-37.3,43
525,1620,-38,72
180,1536,15.4,30
871,658,-10.5,19
579,1444,18.7,96
164,1744,3.4,87
584,1342,-5.6,22
354,622,-6.1,87
260,601,9.3,62
657,1455,28.2,53
286,874,-38.6,93
817,616,20.4,15
714,1246,34.8,64
518,1779,4.5,62
661,742,20.7,35
771,611,21.9,2
803,665,-36.2,32
964,1598,40,1
551,1419,39.6,80
952,1171,-10.8,63
404,608,37.9,65
243,1229,29.2,1
400,1375,34.1,78
399,668,-13.6,83
176,1059,28.9,69
284,1697,7.2,61
213,944,-14.5,12
706,1131,-23.9,69
158,1702,4.6,34
773,752,24,25
473,1387,30.6,81
197,830,7.3,97
220,1363,27.3,83
375,1621,27.1,35
463,1559,31.7,76
519,1495,-0.4,96
243,1431,-0.7,74
868,1766,11.2,18
145,1532,-2.5,67
154,1379,-1.9,36
165,698,-11.9,89
621,873,10.4,7
239,1534,36.5,5
214,661,1.9,95
190,1048,16.3,65
863,738,-30.5,90
978,1331,-38.5,85
117,1631,-13.5,96
956,1637,-5.9,72
961,680,11.8,47
400,774,-14.2,7
884,1212,-24.2,47
651,1284,38.7,66
669,1160,13.7,91
550,1424,-20.4,75
344,1040,31.8,41
847,762,5.7,15
760,1668,35.2,68
120,1326,4.8,73
523,677,10.5,46
290,924,-11.1,88
622,1486,-33.7,83
399,940,33.7,65
