godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
687,1790,22.8,100
107,720,15.7,68
360,1309,-33.2,24
352,1481,3.9,62
444,653,41,53
625,1381,-6.5,21
622,657,18.6,71
254,1786,31.3,3
430,889,24.7,35
591,1748,35.4,67
829,1535,28.1,4
363,860,-0.1,1
978,1424,-19.4,44
682,723,28.8,78
546,654,38.7,5
455,650,1.8,64
215,1405,1.4,27
301,1109,17.3,66
315,909,-9.2,36
148,1238,16,71
617,788,1.1,11
284,1414,-22.5,83
576,1671,9.6,93
517,1416,-37.2,60
814,975,38.6,12
826,698,0.7,27
142,1212,5.2,23
544,1584,14.3,78
736,1771,15.4,20
897,1639,-30.9,81
724,1537,3.4,58
553,1590,-6.1,80
870,681,26.1,81
577,1348,16.4,79
169,953,0.9,95
308,1733,30.4,67
483,1239,6.9,76
627,1484,8.3,85
837,670,-0.9,91
317,1687,6.4,10
713,648,-21.4,87
483,1676,-0.6,72
822,1267,-11.8,42
741,712,-26.5,39
496,1550,14.4,84
726,715,26.2,54
251,1329,-38.6,88
256,845,-0.3,92
281,759,-22.1,84
402,1513,0.4,52
400,1075,21,3
624,1355,-5.3,30
833,707,39,13
650,1321,37.5,49
405,701,-5.1,63
581,1611,-9.2,77
704,1792,3.4,67
631,1206,25.6,55
925,849,-18.8,84
971,968,-28.6,51
604,910,-3.6,3
263,1400,-36,51
937,1757,-12.7,27
409,904,-2.6,45
207,988,9.3,83
982,1164,30,59
849,1479,37.6,77
611,970,-7.6,37
794,807,28,84
770,1556,-37.8,87
710,1791,-24.6,45
278,1439,-23.3,8
761,1222,-36.8,13
205,1250,-39.6,26
402,1758,-12.8,47
687,1502,33.9,93
907,878,14.6,17
819,1195,28.7,35
651,1741,-15.2,84
778,840,2.4,51
634,1746,-16.9,12
148,1170,-22.7,33
604,1700,-24.5,59
252,1047,12.6,45
182,890,-29.4,99
875,1773,7.9,50
688,1709,37.2,89
189,1481,33,3
105,912,27.5,4
966,1098,-28.3,55
143,701,-39,47
464,606,6.3,13
506,1759,16,24
960,1764,-0.4,39
782,641,-9.5,87
592,901,11.5,66
789,1727,26.7,50
307,1524,13.1,84
557,1477,-31.8,13
610,1121,-22.1,88
884,1375,40.3,45
697,931,-1.9,56
998,1067,-36.6,91
423,1234,23.2,92
190,1715,23.7,92
324,1096,-37.2,25
863,1254,2,64
125,1107,-32.2,24
509,1229,-20.8,70
791,1663,-15.8,58
243,1041,27.3,13
230,1647,-20.3,19
656,1186,10.3,99
152,1398,39.5,70
873,1502,-16.3,72
946,1382,19.9,27
801,1740,-38,11
686,1729,-32.8,83
316,877,-31.2,26
963,850,-0.9,51
449,679,8.4,62
805,791,8.9,77
401,972,-24.5,56
269,1111,25.1,92
988,1748,-10.6,69
269,1482,21.7,99
207,1290,6.2,47
326,1529,11.1,29
744,1496,25.1,28
467,935,26.3,38
255,1136,40.3,6
400,640,25.9,6
664,717,13.6,28
671,957,-25.6,31
372,911,14.2,17
248,1394,-10.3,60
115,811,38.1,46
292,1539,-17.1,67
934,994,-28.6,6
260,827,-19.5,88
527,1198,-7.9,97
237,1694,-33,16
511,846,11.6,42
181,1800,-12,33
172,1261,-29.2,51
884,1468,5.8,67
723,1375,-0.2,36
528,1361,17.1,68
269,1446,-18.3,26
367,1615,30.5,89
337,1244,-23.3,86
637,711,-21.8,49
535,1008,-15.4,36
688,655,-18.3,2
426,1239,-6.4,30
233,1310,5.9,21
274,1732,20.1,74
259,1324,-15.1,42
503,808,-28.6,56
401,801,-5.2,60
753,1284,18.1,89
750,855,-16.6,81
595,1157,28.5,83
242,1779,-28.2,6
892,707,31.1,18
222,868,4.4,12
312,1644,37.4,24
334,830,37.4,51
858,787,-12.2,61
609,944,-31.8,37
118,1366,18.3,80
537,989,12,50
231,1041,-39.9,91
507,849,-30.1,24
905,866,20.4,48
463,1610,19.3,3
363,1113,-21.5,52
994,1096,37.2,68
286,797,35.1,25
313,1713,5.9,59
759,1545,13.2,2
203,1293,-35.7,71
581,1711,-6.1,91
790,815,19.4,23
679,1455,17.8,92
205,698,38.1,45
304,1030,17.2,61
303,744,26.6,97
570,1390,8.9,78
698,843,11.6,3
432,1480,32.3,9
260,1738,-10.1,4
560,673,-29.1,65
544,1778,-11.6,13
958,1111,-31.6,11
419,796,18,25
889,1212,37,20
229,896,0,38
248,800,-1.8,4
383,923,23.9,78
805,977,31.2,81
999,1048,13.5,83
225,869,2.4,36
825,1430,-16.7,96
593,714,-12.8,18
999,1233,-22.2,37
278,1557,28.7,44
301,808,-7.8,12
113,660,-34.6,65
115,1350,-8.1,12
930,1655,-34,7
177,1618,10,94
300,1248,20.6,98
256,1334,-25.9,22
265,1599,-6.7,43
595,1674,-1,65
825,1258,-26.2,99
468,1171,-29.8,11
469,1383,-23.3,98
560,1251,-32.5,50
505,845,-24.7,44
913,1469,-15.8,31
309,668,-18.1,65
944,724,-33,55
149,1571,-36.5,95
276,903,-5.3,53
229,884,-16,35
769,1474,-38.9,14
256,1733,5.9,49
134,1768,24.1,79
631,1577,34.4,29
552,938,22.7,22
239,867,26.7,9
743,769,-3.1,11
805,1333,16.9,27
154,778,-22.2,43
679,1442,31.2,61
385,1050,-8.7,58
870,1215,17.6,97
425,1628,-22.7,41
485,1777,-7.5,72
154,1628,38.1,22
982,1604,-22.6,84
496,1147,-10.3,18
677,1654,28,67
149,1163,-33.6,24
216,1236,-15,30
275,999,-18.6,92
433,934,16.4,16
309,1729,7.6,44
860,1251,25.4,72
563,733,23.5,22
476,1688,-21.3,54
343,664,27.4,6
856,610,-36.9,72
873,1338,-27.8,16
812,1325,-13.6,1
627,1063,-16.5,36
942,831,-6.6,77
588,842,-24.5,82
770,836,-10.6,65
293,854,-25.3,36
498,1672,-32.6,33
713,927,10.5,77
914,604,-28.7,36
708,1646,-6.9,21
247,1533,-13.4,85
557,1685,-37,10
871,1132,-36.6,16
412,1494,30.5,38
103,630,1.5,98
226,1786,10.8,12
975,1570,-36.6,99
859,1274,-10,20
384,1174,-36.2,51
292,704,21.7,41
469,1267,14.9,76
715,1029,-10.7,90
