godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
976,1014,-28,14
743,1041,33.8,64
115,1093,23.6,74
758,1143,-5.5,32
974,695,-16.2,80
754,1158,35.9,96
889,1787,-2.3,26
564,1426,13.8,21
840,719,-24.8,57
371,1586,-35,14
674,1653,26.9,70
141,650,35.2,2
431,1793,-6.4,55
632,1529,31.6,58
353,810,35.6,19
317,1070,22.5,97
385,1312,-35.1,61
154,1200,-10.1,56
141,901,-27.6,77
403,1705,17.5,4
148,808,6.3,1
301,1067,-35.1,40
208,858,28,88
489,935,21.6,49
800,1541,-0.1,44
399,1490,4.4,15
722,1230,10.2,47
674,983,2.5,88
924,1614,-29.9,85
510,883,-34.7,73
803,1112,-28,84
832,900,38.2,15
324,750,33.4,27
613,886,21.7,4
184,1144,-10.3,93
829,1142,-3.2,28
420,1455,30.2,75
847,714,-11,68
120,751,-22.9,36
479,1337,-22.1,84
806,1106,6.3,89
948,1430,-23.8,30
979,1666,2.4,30
677,1385,22.6,71
350,1511,33.2,68
181,1180,-6.9,40
819,1468,8.4,13
805,1290,-22.1,30
511,1156,-33.4,78
513,756,27,37
324,803,-9.5,53
171,1318,-17.6,50
814,619,8.2,4
318,846,40.4,89
166,1409,3.5,10
679,1187,27.7,75
546,646,-8.6,93
225,665,30.5,3
554,1392,-27.7,2
708,1390,35,58
400,904,-28.1,89
454,865,-26.8,74
591,734,35.8,12
391,1206,-4.3,77
956,967,-21.6,26
565,924,-28.7,61
588,678,-35.6,47
840,1012,16,33
821,611,38.6,5
829,1712,-8.5,25
403,1077,16,81
878,938,-27.9,96
744,1469,-6.7,51
264,1765,10.8,29
655,917,17.8,42
641,1106,-24.2,13
804,1209,-9.2,56
420,1150,-23.1,62
814,1085,-0.8,31
944,1328,-23.8,65
930,1142,-18.7,29
297,1195,11.5,40
574,1212,0.1,27
910,1740,29.7,7
194,791,39.8,47
776,1629,-9.1,39
557,944,35.6,92
812,879,-38.1,54
783,976,25.8,54
217,1100,-5.4,37
216,1480,-30.3,11
923,651,36.2,26
507,1144,-31.8,94
761,1634,-27,47
151,1585,8.2,66
805,811,-14.9,38
392,854,0.4,65
988,617,-22.2,68
