godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
116,604,-29.1,25
979,1700,-2.8,93
568,1473,-4.2,76
796,696,-28.1,40
126,755,23.4,71
128,1281,36.8,81
832,691,37.2,77
868,1148,-2.4,93
199,1427,-35.2,65
281,1580,26.2,40
136,1578,3.4,91
834,1725,31.6,72
460,1568,-24.8,80
688,1490,15.2,65
995,812,37.2,83
976,609,-31.8,51
911,1376,-26.3,7
903,857,17.1,96
117,792,6.1,34
403,1540,-39.9,19
435,946,22.7,65
852,974,38.9,55
546,1618,-16.3,81
616,642,35,95
536,1324,-11.3,88
681,1592,34.5,20
124,1226,7.3,57
390,1728,23.3,92
630,953,14.5,2
347,1560,16.9,99
959,985,16.9,32
950,1227,27.6,79
443,1733,7.6,77
703,1658,-33.1,5
140,854,-33.9,13
190,1686,-24.6,30
542,876,2.1,36
108,1098,-39.1,52
250,970,-2.2,34
441,990,-22.4,76
578,754,5.8,70
395,1211,-23.3,73
655,966,11.1,29
318,1026,-10,43
408,1392,-38.4,78
706,1593,-13.4,91
557,769,38,39
241,1504,-14,96
549,1047,4.8,79
137,1256,12.8,81
311,740,16.7,79
404,1356,9.7,37
994,1764,20.8,97
786,1062,-18.7,95
220,1443,-20.7,9
603,894,5.3,62
666,1257,-14.2,49
779,940,18.8,92
315,887,1.1,10
425,1790,13.9,45
359,971,37,5
474,1575,22.9,56
868,1477,-34.2,49
152,1452,-13,96
588,935,8.2,17
772,1203,12.7,65
925,1167,39.5,84
155,1556,-25.3,24
716,1707,29.9,34
774,1447,31.4,32
222,1051,22.1,14
840,992,32.7,69
913,940,14.3,68
814,652,15.8,8
490,1361,25.4,27
244,1569,2,17
965,1183,32.7,68
951,1231,-0.8,55
178,1210,-17,65
493,959,27.8,94
138,1038,-22.4,41
261,1782,-29.3,17
907,1756,11.4,60
318,1527,4.3,17
713,905,8.7,60
592,725,31.7,5
191,871,-31.1,46
607,662,-36.9,75
574,1231,12.6,1
873,1017,17.3,51
910,1226,32.3,43
171,723,-10.3,28
154,711,-32.1,95
684,651,-19.2,6
433,876,-4.7,68
510,1558,-38.4,79
511,1387,-13.7,67
262,1600,16.1,82
866,1215,-38.2,71
570,1054,14.5,31
122,1133,24.6,33
398,1682,-23.5,78
455,891,3.1,20
791,1577,-23.3,100
197,1138,38.2,17
478,1637,-12.8,56
413,1785,18,88
575,1462,17.9,89
886,1207,34.2,10
222,1412,15.7,53
869,626,26.4,44
860,1145,-5.1,74
581,1624,-21,61
795,755,33.3,39
245,798,29.3,78
585,1530,-4.7,30
582,1304,9.9,27
786,802,16.1,84
111,1736,10.9,77
429,1130,-7.9,95
881,1420,1.3,80
618,1279,-30.6,72
467,1052,-16.9,61
432,1783,32.1,22
761,1448,32.4,20
825,1199,40.5,7
157,1361,20.2,33
999,1596,37.8,44
255,1697,-14.4,16
930,1785,-2.5,92
777,967,28.7,40
603,1318,36,95
164,1663,-24.6,10
326,1590,24.9,85
608,1497,35.4,77
641,616,17.9,67
872,1630,-13.3,46
313,1390,16.1,52
197,1011,-15.1,51
774,1601,-11.3,89
752,745,-21.8,21
864,961,14.9,24
278,864,34.6,34
750,1664,-14.6,85
480,1158,25.5,40
721,1563,6.4,72
725,1658,27.1,87
520,1122,7.6,63
114,1145,-30.9,35
755,1532,33.7,16
468,1680,-22.9,40
377,968,-37.4,38
826,1452,23.2,55
767,735,36.9,1
979,793,-1.3,44
212,1142,-10.5,55
719,660,22.9,41
518,1311,32.5,97
893,1201,12.4,85
441,1188,-6.9,22
705,1064,31.4,89
302,1403,20.4,23
338,1417,24.7,79
815,923,-27.3,17
605,1036,-31.9,79
840,740,40,86
477,1569,31.8,79
849,1101,17.8,8
213,1318,-25,95
692,1154,17.2,99
459,830,-3.6,98
817,1647,-12.1,16
863,1788,-4.9,87
290,1244,35.1,90
243,1012,38.2,40
141,1484,-6.4,29
805,1161,-6.9,85
476,1749,-5.5,29
290,1546,13.4,7
524,1601,-26.5,81
943,755,-36.4,62
248,1441,20.6,99
822,1098,12.6,55
843,765,-5.5,89
550,1772,9.1,24
721,1205,-12.7,33
450,1293,4,19
202,1344,-10.7,69
204,891,-34.5,33
625,1501,32.4,7
519,913,-10.2,31
308,973,-13.3,90
684,1126,-21.2,34
219,1562,30.9,35
576,1747,-28,12
467,1390,-24.2,44
200,1045,30.1,78
112,1046,14,92
899,1013,-36.7,94
993,1270,-3.3,1
507,677,27.4,50
614,996,11.8,53
631,981,-30.9,55
753,1386,-34,83
918,1719,-13.5,62
352,1629,-38.4,16
913,686,-35.6,94
945,1701,31.5,72
474,1602,3.2,63
891,1684,-23,66
359,884,-19.7,35
269,1595,-28.4,25
314,1661,7.9,75
560,1503,2.9,89
147,1752,-22.9,86
514,728,33.9,51
510,760,25.3,50
549,682,8.6,2
271,1385,39.3,8
512,1416,36.4,31
547,931,25,50
921,1422,28.8,59
931,1335,39.5,94
886,756,3.1,47
193,1800,-25,85
709,1136,3.8,79
293,1529,13.1,72
323,1583,-22.8,61
756,1585,-36.3,74
143,1163,-8.6,82
175,1358,4.4,23
544,1521,-29.5,95
851,1142,13.1,70
607,1054,-35.4,84
537,1537,-4.6,57
784,670,12.3,31
879,1479,-34.5,30
110,651,28.6,2
582,681,4.2,43
722,1466,6.6,100
108,1744,-32.4,70
788,1481,4.3,77
104,1247,-15.3,17
542,787,-12.2,57
180,1600,9.5,100
220,1461,15,37
926,1499,18.9,11
485,1284,13.7,31
699,1789,35.8,16
176,761,-29.2,14
835,753,-16.7,69
692,1549,-37.4,97
173,672,28.6,55
864,728,7,92
226,1738,14.8,30
778,970,-34.8,21
998,1247,-24.6,23
909,1774,-24.1,29
758,1345,29.6,97
551,1035,-19.5,39
351,790,23,92
701,1388,3.1,51
944,644,36.4,55
626,934,-24.8,47
366,1114,34.1,64
191,1731,-10.7,9
341,1735,-28.3,64
905,1064,7.8,66
900,841,-39.6,96
448,1129,-11.6,97
721,1302,-37,69
883,1649,-26.7,86
155,692,17.1,78
530,1412,14.3,70
216,642,-10.9,69
841,1194,-28.3,51
501,1422,8.3,7
741,769,-3,61
824,1318,-25.1,98
235,742,-2.7,44
440,827,-22.8,75
755,1529,-37.2,73
459,1624,28.9,25
362,1707,11.9,13
860,1048,7.2,82
428,693,30.6,67
960,1105,18.6,87
813,1244,18,75
561,1388,30.3,27
677,1767,-26.6,92
157,1386,6.4,53
246,627,-12.2,41
734,1474,-18.4,21
139,1044,16.6,63
114,1594,-27.3,8
525,1172,-21.7,11
641,1519,31.5,29
995,1284,20.9,92
140,735,21.9,57
710,1505,-7.3,6
271,1311,-38.9,66
734,1697,-21.6,25
547,1094,-24.2,61
973,1751,29.2,65
492,871,35.1,8
811,1130,35.2,66
605,1400,-19.6,96
205,1570,12,9
756,1598,0.8,43
240,1237,37.3,65
902,1118,7.3,94
488,1321,-1.7,6
853,1727,15.9,2
991,1437,13.7,17
415,942,-12.4,67
213,1785,-4.2,48
540,736,13.2,44
897,1672,39.4,86
251,1342,-11.1,50
901,1571,-20.8,28
103,1202,-3.3,94
495,952,-6.3,20
644,787,-39.4,44
517,1597,28.4,22
579,1604,21,22
597,1127,28.9,77
522,769,3.8,61
518,944,24.5,70
551,602,-19.8,53
678,839,-38.3,73
113,985,34.1,69
475,1687,0.9,16
568,1673,7.2,91
843,700,41,69
684,765,-38.3,66
365,600,-10.3,63
591,662,12,32
563,728,3.8,36
198,894,-36.8,79
947,790,18.4,38
266,1617,2.7,4
397,1232,38.2,6
137,1053,6.4,88
560,1395,21.6,6
694,1628,17.8,55
325,1584,-14.8,68
725,1272,-6.1,61
524,1059,-21.9,50
438,1548,37.6,43
