godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
353,904,-3.6,18
249,1582,-4.6,35
261,698,35.8,44
370,1628,39.3,1
763,685,1.4,94
311,1266,-27.5,64
331,1048,40.5,63
459,1267,39.5,1
977,824,-23.7,27
409,879,22.3,34
830,793,-28.7,29
158,1292,25.5,69
319,1309,-15.6,12
305,1022,-0.1,98
134,943,-17,8
978,903,36.6,27
478,1796,-17.1,64
818,1077,-39.1,48
122,1768,-12.9,57
572,1464,6.3,49
262,1241,-37.3,5
583,1777,13.7,35
300,874,-17.3,12
822,1524,-12.5,15
874,1194,-28.5,40
891,1260,-6.4,86
862,1063,21.4,21
683,1354,-28.2,64
398,726,-6.1,5
523,778,12.6,85
990,1601,0.2,12
225,1694,14,7
948,1718,-16.1,68
369,791,11.4,74
675,1419,-27.9,64
593,1744,-2,98
111,717,1.9,7
281,822,10.4,76
150,1378,34,94
974,753,24.3,33
846,1716,-24.2,43
630,882,-36.7,38
704,831,-31.6,13
896,1244,26.6,13
630,1554,8.7,34
664,954,-9.1,36
394,1781,-18.7,89
415,1032,12.4,28
567,1732,32,26
596,1490,-37.4,40
327,1448,34.1,75
848,683,9,90
685,1762,-5.2,77
493,671,-26.2,57
892,1482,-12.6,55
259,972,27.4,38
707,1543,11.5,63
933,1689,-12.8,60
156,1655,18.2,3
489,1793,-27.3,34
782,1349,-14.7,98
457,1566,9.6,95
800,1547,24.3,58
617,1133,29.7,21
593,1738,-28,50
732,990,-9.9,25
979,790,-26.7,100
128,1413,-31.6,99
359,903,-30.3,87
304,1409,-1.8,24
551,839,18.1,15
923,1089,-11.6,3
580,723,-29.3,52
335,1735,-4.4,88
489,1141,-17.6,20
543,1516,-4.9,67
728,638,-24.1,16
594,1425,35.3,51
927,649,-11.2,73
901,817,40.2,57
581,1015,18.5,30
738,875,-0.4,65
668,1454,13.7,52
919,1695,-38,40
609,1179,-38.8,31
597,632,-30.3,38
811,1173,0.8,82
726,1320,-37.7,31
986,1537,1.2,60
445,1491,11.3,71
573,1631,-23.6,39
143,1641,-8.4,65
131,908,-36.5,58
910,1692,7.4,19
972,768,-21.1,60
122,986,-27.2,71
665,1371,18.1,27
729,1273,-31.8,97
959,1454,37.3,27
558,1361,-31.6,89
422,999,-12.1,100
729,1278,-6.6,26
240,1186,-13,33
424,1687,-12.8,71
694,611,6.7,84
974,705,-25.2,32
322,1432,-23.2,29
669,1093,-29.7,33
537,1739,15,99
105,1688,-15.6,13
863,715,39,35
450,1717,37.6,28
138,898,38.5,75
540,1656,20.3,64
170,1591,-37,9
271,1637,-29.5,93
959,630,-36.3,50
699,603,-11.2,57
811,1592,34,6
420,1080,18.9,42
267,1744,-35.1,34
902,1708,-2.1,22
282,1272,-0.6,89
516,1151,35.9,40
570,1186,-36,46
273,1073,12.3,92
438,1211,-13.2,33
457,926,9.1,86
882,1116,-22.8,60
750,1151,4.9,14
304,1732,35.3,81
314,858,-31.3,98
507,934,4,26
801,785,20.2,18
181,946,-34.2,34
826,1246,-2,66
609,952,-2.4,76
277,1321,-34.1,36
883,1664,29.8,95
636,1054,-13.2,94
401,1354,-37,71
404,759,16,70
491,968,-33.1,49
879,1213,-7.3,56
204,1639,-34.1,54
350,1012,35,69
273,1037,-36.7,20
560,822,31,5
853,1720,-18,89
368,1357,19.4,31
107,1492,17,40
715,1260,-7.1,80
681,891,24.2,68
362,879,8.1,69
596,1009,38.5,58
862,1728,28.7,36
750,718,10.3,60
843,973,-16,22
425,976,-1.3,43
559,1166,7.2,21
119,1201,-19.4,68
328,973,-19.1,81
347,1207,10.3,6
697,819,34.5,41
579,1097,39,35
867,656,-13.1,51
743,1578,3.5,96
983,1322,-8.4,57
949,602,-7.6,20
752,1283,-26.1,41
564,854,-30.3,11
493,1470,-34.1,54
144,1036,-23.7,76
118,1502,-19.6,83
291,1418,-2.1,45
919,1427,6.5,96
369,1248,31.2,18
207,660,12.6,16
454,938,3.3,8
612,1160,38.9,68
165,639,37.7,46
807,973,-37.7,84
431,1149,7.2,62
196,700,-4.8,38
743,687,-26.8,58
694,836,3.3,17
534,1776,-13.4,25
815,1213,21.6,22
996,1436,18.1,97
232,1313,-2.8,20
276,1028,-29.2,36
128,1068,27.2,50
558,1459,22.1,46
376,1365,-20.8,33
275,1796,-32.1,34
222,1470,-6.9,51
601,1320,-29.2,26
882,711,-34.8,84
990,1223,-0.8,29
966,1009,-32.7,96
114,716,39,87
922,1792,5.5,25
752,727,39.7,46
914,1164,14.4,66
673,1229,-23.1,50
958,805,-11.3,99
996,1560,4.8,65
292,898,-4.2,40
657,1276,14.8,99
582,892,-19.7,47
688,1340,-24.5,52
651,948,6.5,24
591,1324,1.4,28
342,633,17.1,13
915,1329,19.3,91
446,1550,38.4,97
703,1491,-39.9,65
632,1302,-23,87
649,1303,-13.6,69
427,695,-5.9,73
690,1461,6.3,62
751,1439,-13.4,39
503,1404,-15.4,54
227,1025,17.1,51
703,768,15.1,41
896,902,-31.6,39
405,1226,34.9,76
837,861,-18.4,56
688,1613,-35.5,75
189,1038,24.8,77
583,1746,-18.1,24
158,985,-4.2,6
973,964,-25.7,27
647,1772,8.8,39
826,646,-36.1,72
787,1057,9.2,93
602,921,21.1,35
394,1070,-7.9,90
