godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
689,1616,12.4,71
296,706,-8.8,29
310,1277,-23.5,84
565,706,-25.7,67
404,817,26.4,14
304,1394,24.5,92
220,1714,37.8,95
581,783,-3.3,64
773,617,-1.2,8
680,1286,-3.3,79
643,1535,-5.5,67
685,1395,-18.9,60
445,626,19.1,98
562,1592,16.4,88
386,1140,3.4,58
375,1105,-7.3,99
571,1101,33.9,99
334,866,6.4,36
613,971,-14.3,32
584,1660,-9,71
121,1208,-39.2,93
710,943,2.1,5
463,1051,35.5,65
986,654,-37.7,9
362,797,-10.6,86
338,1085,-1.5,45
130,1788,17.3,85
300,1514,3,33
982,957,26.7,75
395,1785,-0.6,14
325,714,0.6,44
751,1250,11.5,30
803,671,-25.7,30
131,1739,-29.4,76
363,1635,-36.5,10
598,1556,-37.3,48
615,1272,-39.3,29
521,940,13.7,5
144,617,-18.9,74
958,982,39.3,6
106,698,2.6,100
961,1591,-26,94
366,822,26.7,83
369,1376,20,57
796,841,-36.5,75
224,1759,20.5,69
999,1057,26.1,13
742,1111,-31.6,99
683,1734,18.2,44
991,1328,-32.7,22
268,1202,34.5,1
440,1788,31.9,82
170,966,-5.2,17
104,1209,-21.6,14
588,1092,-3.1,40
274,1038,-22.9,51
371,848,-17.5,99
632,1765,-15.3,4
627,1511,37.2,60
703,973,-14,47
239,1513,-11.2,57
946,1773,-7.3,11
721,832,-37.2,84
998,1009,6.2,87
747,1347,2.2,72
150,1686,20.5,54
961,1456,-28,62
246,1254,-19.2,14
899,1027,4.9,35
338,1552,26,57
570,1372,-2.7,32
986,1007,-30.2,8
258,774,-21.1,72
575,1770,-27.9,17
860,798,0,99
857,1102,0.8,24
755,1447,-4.7,85
940,1621,-26,63
672,749,-18.3,28
772,1215,-18.7,98
996,776,-24.1,66
235,638,1.2,20
789,824,-30.8,40
297,879,-33.9,97
185,1639,-31.9,74
838,1123,13,54
236,728,7.7,80
755,1320,-19.5,70
446,1321,35.7,67
404,1672,-33,22
252,946,19.3,48
209,764,-31.6,65
512,850,32.5,41
980,1685,32.1,89
892,699,8.7,18
534,1135,-5.7,68
173,757,-29.8,90
338,947,-8.8,95
775,717,-0.1,52
844,1392,25.1,13
926,1432,6.3,50
201,1551,4.6,32
825,1563,13.7,44
842,1071,21.2,15
123,1438,-18.8,71
690,1655,-5.1,91
523,1502,-20.7,60
910,1701,-36.7,51
666,770,16.6,86
856,1261,-33.7,1
250,1778,-33.1,69
895,647,35.5,76
271,1570,-17.3,4
957,1372,2.1,59
834,1638,-29.5,77
153,1576,-12.3,48
640,1630,-26.6,75
634,1000,-39.1,94
528,982,24.5,93
929,1431,19.1,10
983,1072,-5.8,2
667,1317,12.8,100
540,1789,7.2,21
437,1128,-2.4,33
679,1616,-5.8,86
525,1222,-33.7,16
223,795,-25.9,56
584,1094,-34.2,53
112,1074,-15,54
517,1354,-29.8,95
133,1163,15.6,75
426,990,-11.5,19
300,870,30.8,65
658,1023,-5.8,50
869,624,7.9,30
127,647,-21.4,6
444,1741,-23.3,32
444,1396,-7.8,43
291,1622,-21.9,16
659,1794,21.9,88
777,754,17.3,70
104,1153,-33.3,33
866,1005,15.1,42
799,1210,20.9,74
671,1380,9.2,24
499,920,-35.4,10
823,746,39.7,81
604,1287,-2.1,45
233,1474,12.9,83
148,1702,-11,67
985,820,8.2,44
541,777,17.4,6
968,941,11.1,79
894,706,-20.1,17
872,1718,8.9,72
189,979,-14.1,69
626,1403,25.2,39
807,858,-2.3,92
561,879,33.8,76
429,1305,21.6,11
141,1140,-0.1,100
459,745,32.8,58
435,1211,16.2,4
604,1598,-14.4,13
791,628,20.1,21
643,1198,14.4,60
573,713,28.6,34
383,1027,14.5,1
163,1789,-32.3,13
931,1424,-15.9,38
672,1289,-38.4,57
997,1076,-31.1,38
846,1115,18.4,31
155,628,-1.2,11
996,1527,-17.9,50
905,1470,15.4,23
601,1592,26.7,96
940,611,19.4,40
632,685,-11.2,91
545,1129,-1,63
203,1047,13.8,86
937,1781,2.5,22
213,920,-22.9,84
226,908,5.7,94
739,1139,-10.9,89
313,692,-7,10
881,1141,-7.6,21
879,1372,-30.7,25
555,1254,31.7,45
899,1457,24.2,33
513,610,25.1,23
788,969,13.6,63
677,1098,16.8,77
610,1063,2.2,55
950,1238,-14.7,88
297,1389,-39,37
885,1479,6.1,57
417,1738,-34.6,3
595,1746,-15.1,45
317,1340,-28.1,99
194,1674,-18.3,74
931,1110,40.5,77
910,957,-5.1,30
460,1440,-38.7,54
148,1665,24,83
215,1603,-28.8,57
848,1031,-5.4,55
806,1423,-22.3,38
186,800,-22.9,6
467,841,33.3,24
754,646,10.5,10
856,1145,-3.1,15
986,1443,-10.5,25
193,1268,-32.8,74
910,1394,-29.8,14
734,723,-1.3,6
415,791,-37.5,63
568,1580,27.7,23
462,1070,14.6,68
708,926,17.1,61
981,886,-24.9,64
790,618,13.9,46
356,1410,-4.5,54
191,1665,-29.4,95
216,935,-33.8,59
913,1000,36.9,72
114,720,27.1,2
515,1656,-17,79
520,659,-10.9,25
716,849,-24.4,56
167,980,21.8,30
317,1641,-7.9,10
913,1668,25.8,62
454,1012,18,6
731,1223,4.3,61
505,645,-37.2,67
400,1339,-17.1,8
905,1465,-15.6,81
202,1235,-9.1,40
617,1189,-17.3,86
653,1456,-31.4,34
474,1191,-2.3,6
938,1014,-22,21
279,973,-23.2,91
144,1740,32.5,79
210,1618,12.2,77
177,929,-11.7,21
537,1720,15.2,54
422,1719,6.2,27
387,1019,25.1,42
424,654,22.9,42
736,1751,-9.1,65
678,1444,21.7,35
911,938,-38.1,81
396,1734,-3.1,42
156,1778,12.3,53
280,1375,25.4,3
808,1160,-35.4,85
150,1408,2.1,35
725,811,2.3,17
553,679,20.7,56
564,1031,-27,72
638,1212,24.3,35
374,1653,37.8,23
244,764,38,27
709,1296,-22.1,40
957,1213,-5.7,7
233,1482,10.3,91
797,708,-33.5,97
975,1144,-30.4,40
599,1127,36.2,75
778,1093,4.4,45
658,836,6,87
177,1070,12.4,23
363,1341,33.9,53
979,1330,-20.5,32
266,754,-27,49
738,1258,-24.2,52
259,911,-16.2,36
643,1108,40.2,19
946,665,24.9,31
177,900,-26.4,40
145,1245,-25.1,35
914,1027,12.7,76
621,790,-34.9,96
839,1283,-36.7,95
519,881,-22.9,19
212,1070,6.2,57
882,925,12.2,24
217,1157,27.5,99
839,740,14.6,22
802,751,-13.6,21
447,1315,33.7,89
553,1735,36.3,20
763,1773,32.1,33
815,1617,5.8,43
106,1153,-17,97
535,1679,14.4,43
275,1227,-30,16
394,1594,-13.1,29
294,1146,-25.6,87
750,1172,-35.2,35
160,1728,13.8,34
855,634,-10.2,86
483,1281,2.6,15
847,1758,9.3,28
208,1454,-8.7,8
134,1777,-5.8,68
342,971,39.7,97
341,1081,16.1,75
629,1437,-13.7,58
723,1149,-2.7,20
986,1122,16,98
366,1375,31.8,10
545,1780,0.1,20
723,1668,13.7,55
262,1667,30.6,77
552,1020,-20.5,72
443,1000,18.3,85
834,1269,-11.6,26
723,1738,27.7,47
346,1528,-26.5,18
939,736,-2.5,46
169,1685,30.3,27
447,1606,-18.7,33
767,1503,-19.8,85
268,1104,-22.9,59
438,1042,-39.1,54
631,1098,13.8,38
378,858,5,49
540,1388,-23.7,32
631,1055,12.8,12
439,1205,-0.8,99
516,1233,-39.1,12
315,683,-20.2,31
511,1259,-18,22
963,1670,-35.7,60
705,801,16.2,4
620,647,-6.6,2
702,962,-37.7,56
564,978,-12.9,23
533,1724,-30.9,54
492,1474,33.4,88
182,1523,5.2,83
313,1725,7.2,6
609,1541,9.3,15
695,832,20,5
568,1729,-10.4,40
488,863,35.4,52
246,1064,-39.3,3
658,1763,24.2,46
209,823,11.9,4
218,646,-15.7,75
926,1695,37.6,56
897,1017,38.6,81
883,1309,-11.6,81
529,1716,-14.3,67
532,1275,-10.8,93
561,1365,-29.1,17
908,1495,29,64
174,741,-38.5,13
837,993,24.4,80
375,1581,26.9,68
577,1743,7.3,80
686,701,-34.6,48
269,1770,20.2,78
468,834,-14.7,20
412,1063,24.1,97
106,645,34.1,60
234,1603,13,85
257,964,7,50
105,1692,-0.3,77
684,1702,-39.5,52
208,924,23.3,65
834,1691,40.2,45
944,769,-1.4,31
968,1317,20.9,44
504,1554,19.9,42
