godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
105,1381,-30.5,78
472,844,38.2,15
588,714,8.2,76
960,808,-16.6,26
880,1269,-35.5,54
123,1369,-28,25
976,1562,-25.7,48
247,1501,-22.9,31
608,1380,-22.8,56
510,1459,12.9,3
210,1002,-29,7
917,1240,-23.2,64
839,1065,-7.7,41
115,1238,9.4,58
580,1153,18.8,53
762,1511,0.5,33
383,1282,-9.4,50
618,933,24.3,89
342,1486,30,21
773,1406,14.9,34
740,1730,4.7,32
796,1501,-9.4,59
411,1540,3.5,30
488,1778,34.4,74
608,986,-24.4,12
294,1272,-19.3,46
710,1345,28.6,68
260,917,30.6,28
168,1009,-20.8,21
458,767,22,78
872,1076,24.8,95
645,1254,25.4,74
777,877,40.2,38
226,1298,-31.4,57
681,737,23.5,41
107,1644,-28.3,15
811,1428,22.5,71
745,1642,39.5,15
640,1179,3,31
328,1301,25.6,63
787,1488,5.1,9
637,709,-30.8,74
149,1292,26.6,2
196,1251,-0.8,1
974,924,-9.2,61
370,672,29.3,6
361,899,31.4,71
528,1149,14.2,61
721,1560,14.1,52
934,1749,8.2,90
598,1223,6.2,6
250,1501,-0.1,39
874,1635,24.3,23
453,1493,36.2,30
700,1228,-35.2,69
985,959,26.2,78
922,1647,-35.6,60
989,609,36.5,83
912,1325,-38.3,39
950,1485,-38.3,45
617,1311,18.1,7
705,886,26.7,30
408,1256,5,26
705,1685,-5.4,49
890,894,-31,65
367,1228,13.3,23
311,1192,36.8,71
940,860,17,63
179,1559,33.7,72
640,965,12.6,19
880,1340,-2.4,19
158,1134,11.4,8
497,889,-25.9,78
220,1594,-18.5,71
165,1327,-33.8,62
330,1055,-35.5,75
311,752,21.6,85
695,1167,-9.8,42
138,1210,1.6,47
725,1376,-10,20
397,1344,-30,11
643,827,-11.3,65
722,1364,17.9,28
279,1008,-21,7
316,1726,9.7,77
912,795,-36,88
835,1550,18.3,37
750,1333,0.9,20
581,1596,-2,56
431,1193,28.3,48
830,1525,18.8,4
316,862,-35.1,61
404,1011,30.7,44
248,905,32.4,6
270,1007,-23.3,84
639,1143,-34.4,88
844,1670,40.4,8
252,997,5.3,41
856,942,10.4,94
558,1457,11.9,71
249,764,-37.2,69
168,1476,-27.1,46
396,1485,10.1,48
483,1729,-26.3,61
989,1218,6.4,59
359,781,-24.6,68
926,1533,8,11
580,1234,18.5,36
192,614,0.1,12
208,1632,-31.1,74
997,1071,22.9,75
593,1515,36.3,75
878,660,-28.5,13
833,940,31.2,5
665,1454,32,47
681,1088,21.2,36
591,691,-36.1,57
889,1333,40.8,41
