godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
515,814,-12.1,1
988,1470,0.8,91
332,657,-25.5,22
923,1020,-0.6,42
992,657,-23.9,19
525,691,20.5,90
807,885,-14.9,28
806,1609,-24.3,72
988,1070,-36.4,82
780,764,21.2,32
630,895,18.7,2
294,1029,27.8,22
371,757,-8.7,14
911,1039,-30,27
202,1183,-5.9,19
906,659,22.8,28
424,1073,-1.1,25
733,1481,34.7,34
892,1434,19.2,99
352,1420,27.7,44
548,1580,38.1,54
300,1467,6.3,12
113,1503,31.1,33
621,685,-11.9,4
670,1501,-28.3,89
701,1293,18.5,63
782,756,14.3,83
445,725,-29,87
904,1073,25.5,13
181,1750,-1.5,97
457,1366,-19.8,9
494,1505,5.6,97
573,1624,-7.2,77
242,1064,6.5,9
662,854,-7.7,15
800,884,-39.9,71
978,1178,24,47
478,1474,16,47
938,1259,-6.5,86
653,1001,30.9,59
714,860,-33.3,27
542,761,8.4,16
391,1033,-32.8,79
711,1194,-33.8,74
189,1508,-9.9,50
117,1689,28.1,32
435,1625,-14.6,13
418,941,1.1,24
739,1217,8.1,67
830,833,21.8,32
203,779,29.9,13
777,1723,21.4,5
829,1414,-27.5,3
246,1253,26.8,87
714,847,-25.3,23
348,842,-27.4,50
407,1594,-28.3,9
694,1699,32,71
528,857,3.4,48
912,793,2.9,71
473,1036,11.9,39
220,1787,-4.7,3
297,1418,-32.8,67
134,915,35.8,88
820,1730,-8.5,82
170,1344,17.8,30
560,1491,34.4,51
649,767,-9.3,27
764,899,36.3,34
120,1375,-3.9,78
647,1338,1,56
860,1693,-3.5,12
903,1349,1,98
682,1103,22.2,35
457,1653,37,16
822,916,34.2,76
894,1510,8.4,56
211,1094,-12.5,99
634,954,30.5,74
840,1162,-17.8,78
397,1596,-23.9,39
607,1458,29.3,92
398,1178,26.9,86
215,1394,11.2,27
525,1615,-34.2,28
546,688,-24.8,45
149,1505,-20.7,18
522,998,30.2,28
712,790,25.9,64
740,1686,28.4,52
289,1665,2,13
407,1420,-29.4,55
154,862,-6.5,48
477,691,-24.9,31
175,1005,-16.7,14
173,684,-2.6,96
559,862,-3.9,79
900,1600,-24.2,95
386,1308,13.1,18
711,1534,-33.5,17
851,1460,-36.5,2
550,1534,-13,93
131,638,15.2,16
503,719,-20.2,13
248,640,27.1,8
937,1627,-25.9,16
991,688,7.9,68
685,1443,8,10
570,1111,-33.3,5
879,1163,29.9,66
161,1124,13.3,46
783,1397,37.8,100
655,1718,-12.5,57
320,605,39.8,91
987,884,3.9,61
959,972,0.7,33
914,1559,-13.9,51
286,1063,23,42
934,1285,21.2,79
467,1516,37.7,45
714,1383,-28.4,21
205,1507,12.2,8
507,1040,18.4,27
433,1435,10.4,92
693,1323,-37.9,95
167,1693,-18.3,65
316,916,-10.9,92
714,828,-11.6,65
946,1251,-6.8,20
613,1211,1.8,50
277,1471,-35.9,80
252,676,-28.6,29
450,1433,-25.4,67
996,642,-32.1,3
456,1303,-30.1,58
703,811,-24.6,73
181,1671,22.8,17
647,1231,27,95
551,770,-32.8,20
998,1720,4.4,62
949,864,-36.8,91
339,771,-8.2,49
706,751,-0.6,28
840,1294,-24.4,16
174,1798,10.8,38
670,674,29.7,59
466,1597,25.9,45
322,867,-25.2,58
146,1463,14.5,13
378,946,18.7,41
454,639,-25.6,3
649,762,-9.8,90
577,1110,-16.2,84
823,1723,39.8,88
953,1093,-8.1,72
226,710,21.9,64
678,701,1.5,78
346,1706,25.6,77
871,1780,-3.2,74
477,1081,-34.8,7
931,1125,12.5,40
945,691,10.5,75
618,671,20.3,56
890,994,-9.1,53
456,1677,14.2,26
628,1728,38.4,87
912,810,-5.5,70
886,1200,-35.4,79
217,1535,17.5,85
