godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
623,816,38.6,87
490,1155,-28,19
253,961,-28.5,72
489,1498,6.6,93
789,1213,12.4,92
414,1413,35.4,40
508,1553,32.9,17
641,984,33.3,94
403,1574,-0.3,7
260,1700,-37.8,29
470,807,-9.5,48
251,1800,-25.8,1
373,1799,-14.6,17
737,899,40.5,4
370,1056,37.5,79
312,1290,-24.4,92
896,728,19.3,99
704,1341,-31.4,79
225,1768,34.6,62
851,1522,1.4,94
545,1204,-6.8,95
450,774,-5.9,65
748,655,-33,63
430,1006,-12.6,21
310,1210,31.8,3
716,1451,30.9,56
929,1152,35.7,2
840,1719,-30.3,32
175,768,31.5,78
303,1659,-0.5,6
426,1619,-2.2,85
875,610,1.3,50
213,1126,36.4,46
334,1580,5,36
527,1077,-15.8,76
830,1635,30.9,54
573,906,-31.3,19
411,783,-33.3,89
635,932,8.9,1
683,1777,22.1,45
109,1530,-14.7,81
144,1038,28.5,75
761,888,-34.3,79
773,1285,13,34
867,838,30.2,42
568,1500,-29.2,93
931,1279,-5.3,83
741,1562,9.6,59
635,1756,-33.9,94
709,1135,-38.9,99
329,1363,-6.9,70
881,1714,-12.1,94
802,1286,-5.2,23
642,1322,8.5,2
302,1684,-25.1,80
159,1054,-36.6,87
501,900,29.5,60
994,1178,-27,80
782,1699,13.5,46
614,1621,14.9,17
716,666,-19.9,2
245,1710,-0.9,41
419,1354,29,44
891,1288,-23,89
179,979,-35,25
762,1600,32.1,42
264,1466,23.3,36
565,839,-27,41
676,1679,-4.4,32
605,1088,28.4,71
574,904,8.6,44
448,1622,-0.8,3
550,625,16.7,87
989,897,11.8,94
390,1039,-21.9,62
738,1292,-27.5,13
712,960,11.3,85
484,1303,-20.1,74
623,1242,24.2,12
958,1260,-3.2,85
311,755,-38.6,64
373,1655,8.9,73
926,931,1.6,51
986,1566,37.4,34
590,753,8.1,69
151,1072,1.2,4
571,1387,-26.9,40
573,1312,14.8,44
286,1684,-14.1,29
383,686,9.2,65
139,1598,25.1,76
702,1729,-4.5,3
508,1719,-27.6,8
582,1644,-27.7,25
660,1487,-15.2,63
757,1304,-37.2,69
719,1272,19.2,38
112,679,14.2,19
778,973,10.1,71
633,729,-4.3,20
163,1689,23.9,66
554,789,15.6,80
694,1012,10.3,83
580,1171,35,92
669,604,-7.8,30
