godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
810,1533,18.1,14
151,641,-31.2,9
370,666,27.6,22
415,1081,36.1,63
957,922,3.8,91
203,1291,-30,87
729,1165,-24.2,41
346,1161,18.5,70
826,965,29.2,35
538,1325,-3.2,71
739,1127,-10.5,86
722,918,36.7,23
287,1572,3.8,4
252,1388,-3.3,71
252,1146,-11.9,53
696,1097,17.2,51
853,1682,-11.5,80
740,887,-6.6,71
317,1579,35.5,77
905,1369,-1.4,56
975,900,22.6,3
436,1196,8.7,89
964,1158,29.3,36
471,1493,2.3,17
719,673,3.5,28
321,1728,-3.2,52
936,1688,-33.4,3
625,722,-21.3,14
298,1258,17.1,82
491,1603,5.7,17
351,1271,15.3,99
142,1572,-20,83
629,787,32,78
928,1732,-9.2,48
113,1033,20.1,32
399,1572,-36.7,72
499,957,-39.1,52
379,934,33,9
479,1372,-0.4,86
390,732,-14.1,66
882,1135,-32.5,42
683,660,-22.6,49
990,1083,2.9,23
369,681,36.1,17
920,1448,15.1,1
869,712,34.4,35
455,1750,-16.5,70
465,1474,14.3,18
193,1652,-4.1,48
500,1640,-31.2,5
126,630,10.1,52
611,1778,-3.9,72
880,797,17.7,16
166,620,1.4,94
180,1242,-27.7,1
702,1490,26.9,44
615,1301,-23.6,77
690,1341,18.7,55
403,946,25.5,97
646,941,-3.4,85
726,759,-22.1,93
349,1331,36.6,86
152,1674,-12.4,3
623,878,-17.3,99
155,1483,3.1,66
642,788,23.9,99
165,1133,-10.2,87
440,904,-16.6,96
805,1261,26.5,65
784,667,-23.5,70
809,717,-32.8,74
379,793,12.1,56
874,1024,-24.7,87
201,857,-0.2,88
495,1324,39.8,64
197,1290,-25.1,64
502,1421,-20.6,31
313,1764,30.4,65
649,982,-16.9,32
487,941,-16.1,38
630,1652,3.5,21
705,778,-6.3,91
702,1481,-22.9,39
582,1374,-2.1,82
368,1251,-14.3,17
323,912,9.1,66
602,1012,-34.3,91
926,1511,19.2,14
616,822,18.3,35
113,1303,-21.4,28
571,708,-17.3,5
422,732,-23.8,34
732,1366,27.7,60
254,1786,37,28
743,1447,34.8,92
649,692,19.4,5
375,1613,15.8,63
757,1510,-32.2,25
621,1154,-19.8,97
140,930,-15.4,79
487,1263,33.5,54
926,1217,12.7,92
809,1483,-7.3,62
567,902,-20.9,42
829,1624,19.6,39
489,1113,3.3,19
502,1209,-34.1,61
706,1799,-30.8,20
985,728,35.4,12
957,634,-35.4,7
329,1648,-26,88
590,630,-31,95
610,1370,-25.9,44
955,1404,33.8,36
136,1259,-1.9,42
849,1650,1.3,53
311,1555,37.8,3
574,1302,24.4,43
958,924,34.2,94
210,1548,-3.4,54
996,864,3.5,31
127,952,-24.3,24
488,1028,22.1,18
582,1659,20.6,54
155,1284,-6.9,96
368,828,-21,38
913,1163,2.9,68
559,1398,2.6,88
816,1423,28.2,66
952,945,-13.3,7
928,777,7.2,73
755,1416,-21.5,90
321,1392,-5.1,34
691,1518,6,37
636,826,-32.1,2
927,1263,-28.9,97
559,1503,-29.4,29
555,1115,-38.3,28
102,1134,29.9,1
754,1523,21.5,5
617,1545,7.2,58
799,1032,15.9,33
698,1440,-36.1,45
921,989,-27,30
401,1139,-38,12
863,642,-32.7,100
181,1625,-28,100
434,1614,-26.3,33
851,1306,-5.6,72
253,1698,39,93
856,1043,2.1,39
696,655,4.3,4
781,1131,10.7,42
855,1255,-14.5,71
473,1007,38.7,34
160,1356,7.5,34
205,970,-33.7,65
440,1314,37,92
538,1672,-11.2,95
606,776,6,26
343,936,-10.8,9
733,652,-4.6,71
444,1559,7.6,3
764,655,8.4,56
572,1795,-16.8,72
360,662,-13.3,29
599,1306,-23.6,91
767,1350,-7.1,79
552,1345,-12.1,68
942,820,-5,52
235,985,25.3,6
355,1052,-36.4,39
956,1094,-23,50
377,1495,-25.9,55
621,1089,-12.4,86
890,1283,-32.2,93
459,980,14.2,70
792,871,-9,8
825,1532,-25.7,61
688,1018,17.1,55
663,1522,-7.4,40
589,948,36.7,38
347,947,8.8,47
950,1216,-22.4,10
723,1523,-26.3,42
843,1797,-22.4,84
777,1501,-12.5,36
742,1264,40.1,21
232,607,-27.5,3
660,1551,16.5,79
786,1665,-17.9,55
615,843,28.8,60
269,631,4.5,48
714,976,-36.7,75
681,796,8.2,82
729,1205,-9,100
591,658,33.9,56
999,692,-9.4,19
162,981,-23.2,70
337,711,0.7,80
990,1463,33.7,15
475,631,-38.7,62
235,904,-35.8,55
423,1185,-10.8,64
707,695,11.9,67
650,1670,32.1,90
847,1714,34.1,19
900,1301,13.9,29
989,816,36.2,3
652,1021,37.9,32
665,1155,29.1,2
756,1056,13.6,40
854,1279,30.1,32
858,1300,24.5,6
585,1060,37.7,45
112,1595,-1.1,77
838,642,-14.1,71
653,1489,4.4,13
675,1670,25.3,50
947,1478,23.2,96
558,1587,18.4,34
828,897,-19.9,100
398,1752,-30.4,18
110,1028,38.6,53
424,1610,-3.6,73
960,1363,-7,86
443,1639,36.6,60
290,1695,33.5,77
838,1275,41,46
959,1210,-5.7,87
684,1134,8.2,63
500,685,-27.8,2
884,1722,-34.4,23
336,1109,19,45
937,845,-16.5,44
848,1047,3.9,56
660,1043,-14.9,95
585,1012,-12.3,28
862,1013,-20.5,9
667,1719,-4.1,34
581,1677,2.5,83
175,988,0.3,91
762,816,-37.6,30
456,601,-3.4,19
192,608,13.7,67
917,1643,31.9,29
582,1455,-0.9,88
786,681,-2.5,41
726,955,-16.2,99
790,1448,-33.6,27
459,623,21.7,26
788,1641,-2.2,10
479,1684,3.4,21
273,1717,4.5,4
591,1500,-6.5,78
540,1124,8.6,23
102,1789,1,97
646,1727,22.4,81
324,1786,11,16
868,1420,22.3,32
118,1475,12.9,17
287,1633,13.4,3
440,1348,-12,11
797,1763,30.1,52
677,1552,36.1,6
447,648,18.2,63
561,743,-39.9,19
705,1523,-22.3,27
