godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
328,1663,37.9,49
155,1542,32.1,51
330,825,-1.4,43
409,1350,22.8,64
991,1613,31.8,52
577,826,-10.7,35
443,1613,8.9,56
893,748,-28.9,76
684,1324,26.9,47
591,1067,19.2,49
579,663,-1.9,89
182,805,41,83
510,894,31.6,18
108,937,15,17
893,1263,13.9,20
841,1085,30.6,24
628,1199,-32.7,46
145,1129,-19.5,39
819,1428,8.9,49
314,1016,-26.7,34
202,693,-8.9,40
184,1349,27.9,9
633,746,-34.3,24
626,1075,-31.3,56
658,1140,-4.5,1
933,1116,18.8,15
326,747,-1.6,85
808,1129,-34.8,84
933,1771,7.8,55
635,1511,-20.7,42
107,898,-37.9,73
159,884,-23.8,59
954,1179,38.6,58
768,1110,-30.9,93
298,1467,-24.3,58
756,1186,27.9,28
199,636,-3.3,21
449,1205,7.8,57
166,1376,16.1,12
629,1719,-8.4,95
901,1289,-26.7,94
627,1433,3.8,93
277,722,38,51
893,812,22.3,92
720,1735,11.5,97
112,1090,18.3,6
832,754,-26.7,26
258,1233,21.2,33
186,1312,32.5,43
556,848,-35.2,26
525,854,-28.2,86
655,1075,30.3,37
983,833,11.7,70
347,851,-28.8,72
394,1300,-6,68
606,968,19.3,11
793,1016,-34.1,26
612,1368,-32.2,65
304,612,0.2,59
213,1493,0.8,70
753,924,-24.4,6
391,745,26.3,97
285,732,3.3,51
180,1707,22.3,39
810,1507,-29.7,46
679,955,34.2,84
826,1439,22.3,45
943,1678,-17.9,60
690,1247,-35.5,32
575,1618,6.2,46
986,1047,26.4,24
205,1555,15,37
678,1339,37.7,4
372,1500,20,20
576,1773,10.3,40
842,1209,31.8,86
731,1511,-19.7,25
500,977,21.8,20
193,1621,-2.7,3
781,1338,27.2,7
249,770,19.5,57
376,999,14.4,25
825,1338,19.1,81
736,1768,40.2,84
872,894,-8.9,14
272,1022,-9.6,65
638,1116,6,28
104,1666,15.3,30
729,1443,31.4,93
409,1302,20.7,72
564,1636,31.5,61
310,1532,-23.6,60
884,1250,39.4,24
281,1796,11.8,1
871,1207,33.1,96
872,1152,-8.5,72
938,1610,-21.1,17
484,1166,-37.7,16
120,1635,4.7,87
319,1656,17.9,32
822,1205,9.5,52
779,1274,7.2,10
307,788,18.2,100
334,1283,15.2,30
975,846,-27.9,76
777,1347,-13.7,9
300,1227,13.5,3
608,1093,-18.1,32
789,836,12.5,80
745,786,-30.8,33
675,1053,30.8,94
974,1579,32.3,63
430,743,-3.2,57
922,1245,-15.5,59
997,1164,41,55
676,1634,6.6,80
623,1310,29.7,24
852,606,30.2,2
770,1514,20,84
854,1731,-29.9,75
920,1327,-0.2,82
223,1321,5.6,81
904,1065,24.3,42
457,602,37.1,92
123,1000,-13.4,81
702,1071,-8.7,8
875,1328,-3,1
239,657,-7.5,89
126,1045,31.5,73
787,1683,21.9,53
214,1531,4.2,70
248,972,-36.9,99
137,726,-9.7,40
793,852,26.8,47
266,855,28.6,79
506,809,19.4,30
628,746,-32.7,36
212,1105,18.6,73
442,1106,-8.1,81
624,1367,40.7,40
526,1434,-24,34
868,1152,21.9,59
835,1722,-22.6,1
826,1007,25.1,72
374,1217,-22.1,12
367,875,-22.3,77
738,1663,25.2,53
704,1282,6.1,36
766,1498,-21.7,47
947,876,-17.4,88
315,897,-21.8,34
788,760,1.6,44
878,969,-23.7,57
526,946,-22.9,23
303,786,13.2,43
517,1672,-14.3,12
406,995,20,100
415,1129,-34.4,47
725,1193,32.5,84
318,955,-3.8,72
931,880,-22.7,97
467,692,16.2,30
495,1029,27.3,5
475,1053,-28.1,77
873,1589,-18.2,66
914,994,11.3,63
926,1775,-32.2,57
237,1411,16.5,75
352,902,0.3,44
577,669,39.5,13
504,620,21.5,66
262,1495,40.3,23
856,744,33.7,80
560,661,37,10
123,619,14.3,23
514,1682,5.2,51
832,1068,34.5,73
525,1765,-33.2,100
951,936,9.6,79
477,1722,25.3,51
628,829,27.8,97
649,611,9.9,58
915,721,36.5,100
645,668,3.5,84
419,1550,30.3,65
359,1050,30.4,24
770,1715,25.5,99
871,800,9.4,28
609,730,12,9
181,1319,-7.7,50
777,1639,13.6,50
829,947,-11.2,52
424,1072,-24.3,34
950,1719,-12.8,29
566,632,-25.8,15
802,1711,13.3,93
266,1186,21.4,21
643,1414,-11.8,66
218,1569,-35.3,64
869,1606,-3.2,24
510,702,30,68
541,1657,1.6,68
318,1797,-22.1,31
977,1162,-14.2,87
586,1287,36.7,20
724,1049,-1.9,1
648,1666,32.6,57
566,1719,23.6,38
637,784,5.3,54
939,1584,33,39
812,808,13.8,75
216,853,38.8,49
706,1274,-31.8,59
939,758,-35.1,35
251,1531,-1,3
534,876,-10.9,29
778,1229,1.4,58
853,641,21.3,99
714,773,1.3,73
