godzina pomiaru,ciśnienie [hPa],temperatura [C],wilgotność [%]
873,1729,10.6,60
836,1304,-22.9,54
850,628,-13.3,53
733,1391,-28,61
363,1033,-4.5,24
451,1393,-7.8,5
286,1388,25.6,60
984,1542,10.7,87
615,1034,-17.8,50
871,1077,32,65
130,1562,26.9,94
752,1675,-38.8,11
490,1091,-32,91
879,804,38,50
154,936,-31.3,30
988,1586,19.4,59
440,864,-9.3,50
714,747,34.6,7
347,1507,17.8,52
249,915,24.7,45
583,1358,-12,2
855,1483,7.7,96
722,1605,25.8,3
434,1786,-11.5,83
225,1598,14,84
991,1665,2.2,91
675,1172,33.1,33
711,1412,35.4,23
852,1038,31.8,21
469,792,-37.6,27
523,995,20.1,62
610,1276,-2.8,59
157,1590,-16.9,85
973,1040,-17.4,31
865,1505,-33.6,37
424,857,-19.9,86
283,1130,-29.8,87
914,1451,24.7,28
940,995,-26.8,10
171,1122,5.2,5
758,682,21.5,18
618,651,-9.8,26
310,872,17.9,76
512,777,-11.6,20
588,1316,-39.6,15
906,1112,36.3,93
729,1701,34.1,62
624,1411,-35.8,66
615,1588,30.2,83
853,1721,34.5,35
608,1796,-27.4,19
565,1070,34.5,50
139,1444,22.5,24
881,1122,24.9,96
772,660,-19.4,45
696,1127,-21.8,59
805,1280,11.7,17
762,1171,-6.7,96
358,1199,-14.2,91
766,1314,-38.7,64
762,907,13.4,71
992,1506,36.4,92
693,1044,-21.8,24
612,1312,-28.9,8
360,1328,-13.8,72
756,1271,-29.6,23
605,1541,-14.8,81
362,753,10.1,81
761,1383,11.6,71
218,903,19.7,4
119,966,-39.9,59
770,1789,6.3,63
314,1304,3.1,46
101,1378,-39.8,33
241,1474,-20.2,24
652,913,-15,5
658,1539,37.7,3
160,814,22.8,29
381,1250,12.1,79
790,1577,10.6,41
318,623,-37.9,83
594,1206,9.2,15
976,979,26.6,74
779,719,34.1,83
325,1113,18.8,100
583,1198,32.2,75
733,629,17.8,99
671,685,-2.6,30
110,1608,5,19
357,1704,17.4,83
556,1634,-11.8,12
707,1596,-10.1,58
344,1159,39.2,45
177,708,20.3,95
399,1412,38.5,9
826,1316,-16.6,69
595,1148,29.8,96
499,796,28.5,69
757,959,37.5,25
294,847,-11.9,64
576,1373,-26.3,68
829,968,23.4,80
629,1058,-7.2,31
345,1104,38.8,31
533,1085,35.7,58
452,1283,0.3,26
477,718,-15.1,29
257,927,30.5,72
158,1328,-12.8,10
730,635,27.6,17
173,1589,5.8,82
100,821,5.7,46
521,1164,21,28
669,1454,23.4,4
927,612,19.5,15
656,679,-28,52
281,820,-32.8,82
561,1710,-11.3,72
623,1723,21.1,8
721,1306,22.5,75
265,1403,-6.1,59
179,794,26.5,36
278,1066,-15.4,1
157,1492,-38.2,42
715,1504,-10.9,29
387,763,-8.5,82
970,1175,-23.2,37
492,1747,18.2,77
191,828,-36,44
570,1406,-19.2,41
173,863,-26.9,69
952,609,-5.8,98
574,1617,-39.8,83
245,1210,-27.2,31
622,1500,3.5,90
120,1513,26.3,60
840,611,31.6,63
844,1437,15.7,7
450,1143,-34,58
330,1084,38.6,80
355,691,33.7,97
586,1780,37.6,27
573,1583,22.5,45
720,1694,-0.7,1
407,1136,-35.7,85
697,1456,-32,32
941,1274,31.5,55
909,1497,-16.4,99
628,904,2.9,58
597,1526,38.3,14
302,691,38,83
555,1615,38.5,7
589,1257,18.7,46
346,879,7.1,31
472,1629,24.5,61
337,1512,30.2,71
301,798,-13,91
959,1248,21.8,82
965,694,33.8,80
214,1311,37.6,74
751,1763,24.6,47
365,1063,-35,51
896,1357,24.2,36
114,1390,37.3,92
878,1349,-22.7,42
910,1049,-3.8,19
739,638,-29.1,38
758,1347,-37.2,65
184,991,33,26
826,1511,15.6,10
256,856,19.1,36
478,1239,-35.4,66
790,1642,-26.1,27
845,721,-30.9,37
730,959,-39.1,56
283,1495,-19.6,30
345,1187,16.4,44
929,646,-15.4,19
297,858,-29.5,17
638,855,1.1,35
187,850,3.1,40
282,1533,-15.3,35
871,1484,21.8,40
680,729,18.2,35
222,922,-3,47
837,1322,-26.3,52
849,925,18.4,12
826,1416,-4.1,9
271,1083,-7,55
514,1244,-36.2,6
158,1339,-20.8,97
361,1447,-19.6,16
405,612,9.8,87
597,1142,31.3,14
566,1392,39.9,23
938,903,-12.7,14
