2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,2.4850744637698058E7,
2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,2.5022476417184386E7,
2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,2.510717328684658E7,
2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,2.5676231628524538E7,
2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,2.539102241870081E7,
2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,2.40408409225952E7,
2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,2.3146032732796855E7,
2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,2.3538553642964188E7,
2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,2.543824244998004E7,
2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,2.832112518590358E7,
